OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
1199	2	5	500054	Praha 1	0	1	27	26617	praha-1
1199	2	5	500089	Praha 2	0	1	35	46101	praha-2
1199	2	5	500097	Praha 3	0	1	35	72809	praha-3
1199	2	5	500119	Praha 4	0	1	45	126070	praha-4
1199	2	5	500143	Praha 5	0	1	41	85687	praha-5
1199	2	5	500178	Praha 6	0	1	45	102100	praha-6
1199	2	5	500186	Praha 7	0	1	29	43916	praha-7
1199	2	5	500208	Praha 8	0	1	45	102847	praha-8
1199	2	5	500216	Praha 9	0	1	33	58910	praha-9
1199	2	5	500224	Praha 10	0	1	45	109144	praha-10
1199	2	5	538060	Praha-Běchovice	0	1	15	2336	praha-bechovice
1199	2	5	538078	Praha-Benice	0	1	7	733	praha-benice
1199	2	5	538124	Praha-Březiněves	0	1	9	1806	praha-brezineves
1199	2	5	538175	Praha-Dolní Počernice	0	1	15	2769	praha-dolni-pocernice
1199	2	5	538205	Praha-Dubeč	0	1	15	3965	praha-dubec
1199	2	5	538213	Praha 20	0	1	25	15486	praha-20
1199	2	5	538302	Praha-Klánovice	0	1	15	3686	praha-klanovice
1199	2	5	538353	Praha-Koloděje	0	1	7	1618	praha-kolodeje
1199	2	5	538361	Praha-Kolovraty	0	1	15	3871	praha-kolovraty
1199	2	5	538388	Praha-Královice	0	1	5	425	praha-kralovice
1199	2	5	538400	Praha-Křeslice	0	1	9	1093	praha-kreslice
1199	2	5	538531	Praha-Nedvězí	0	1	5	316	praha-nedvezi
1199	2	5	538736	Praha-Satalice	0	1	11	2424	praha-satalice
1199	2	5	538931	Praha 22	0	1	25	13088	praha-22
1199	2	5	538949	Praha 21	0	1	17	10490	praha-21
1199	2	5	539007	Praha-Vinoř	0	1	15	4484	praha-vinor
1199	2	5	539449	Praha-Lipence	0	1	15	2850	praha-lipence
1199	2	5	539465	Praha-Lochkov	0	1	9	821	praha-lochkov
1199	2	5	539589	Praha-Přední Kopanina	0	1	9	589	praha-predni-kopanina
1199	2	5	539601	Praha 16	0	1	15	8325	praha-16
1199	2	5	539635	Praha-Řeporyje	0	1	11	5381	praha-reporyje
1199	2	5	539678	Praha-Slivenec	0	1	11	3735	praha-slivenec
1199	2	5	539694	Praha 13	0	1	35	60653	praha-13
1199	2	5	539724	Praha-Šeberov	0	1	15	3116	praha-seberov
1199	2	5	539791	Praha-Újezd	0	1	11	3529	praha-ujezd
1199	2	5	539864	Praha-Zbraslav	0	1	17	9760	praha-zbraslav
1199	2	5	539899	Praha-Zličín	0	1	15	7448	praha-zlicin
1199	2	5	547034	Praha 11	0	1	35	73166	praha-11
1199	2	5	547042	Praha-Kunratice	0	1	11	9404	praha-kunratice
1199	2	5	547051	Praha-Libuš	0	1	17	9900	praha-libus
1199	2	5	547107	Praha 12	0	1	35	56605	praha-12
1199	2	5	547115	Praha-Velká Chuchle	0	1	11	2594	praha-velka-chuchle
1199	2	5	547140	Praha-Lysolaje	0	1	9	1372	praha-lysolaje
1199	2	5	547158	Praha-Nebušice	0	1	11	2672	praha-nebusice
1199	2	5	547174	Praha 17	0	1	23	22946	praha-17
1199	2	5	547271	Praha-Suchdol	0	1	15	6481	praha-suchdol
1199	2	5	547298	Praha-Ďáblice	0	1	15	3595	praha-dablice
1199	2	5	547301	Praha-Dolní Chabry	0	1	15	4825	praha-dolni-chabry
1199	2	5	547310	Praha-Čakovice	0	1	21	11432	praha-cakovice
1199	2	5	547328	Praha-Troja	0	1	9	1410	praha-troja
1199	2	5	547344	Praha 19	0	1	15	7095	praha-19
1199	2	5	547361	Praha 14	0	1	31	46178	praha-14
1199	2	5	547379	Praha-Dolní Měcholupy	0	1	15	3612	praha-dolni-mecholupy
1199	2	5	547387	Praha 15	0	1	31	33722	praha-15
1199	2	5	547395	Praha-Petrovice	0	1	15	5878	praha-petrovice
1199	2	5	547409	Praha-Štěrboholy	0	1	9	2291	praha-sterboholy
1199	2	5	547417	Praha 18	0	1	23	21230	praha-18
1199	1	4	554782	Praha hl.m.	0	1	65	1275406	praha-hlm
