OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
4203	505528	Jenčice	1	1	902	90	PRO OBEC JENČICE	PRO OBEC JENČICE	SNK	1	080	343	24.13	2
4203	505528	Jenčice	1	2	901	90	ŠANCE NA ZMĚNU	ŠANCE NA ZMĚNU	SNK	1	080	405	28.5	2
4203	505528	Jenčice	1	3	903	90	PRO LEPŠÍ JENČICE	PRO LEPŠÍ JENČICE	SNK	1	080	524	36.87	3
4203	505528	Jenčice	1	4	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	149	10.48	0
4203	530506	Miřejovice	1	1	902	90	Miřejovice v novém	Miřejovice v novém	SNK	1	080	165	31.42	1
4203	530506	Miřejovice	1	2	901	90	Nezávislí	Nezávislí	SNK	1	080	360	68.57	4
4203	542407	Trnovany	1	1	902	90	Nezávislí za Trnovany a Podviní	Nezávis. za Trnovany a Podviní	SNK	1	080	1056	78.92	6
4203	542407	Trnovany	1	2	901	90	NOVÍ NEZÁVISLÍ	NOVÍ NEZÁVISLÍ	SNK	1	080	282	21.07	1
4203	542423	Černouček	1	1	470	470	Černouček 18	Černouček 18		2	080,166	588	47.57	3
4203	542423	Černouček	1	2	901	90	Sdružení nezávislých kandidátů	Sdružení nezávislých kandidátů	SNK	1	080	648	52.42	4
4203	542440	Oleško	1	1	901	90	Pro Oleško	Pro Oleško	SNK	1	080	247	100	7
4203	542482	Záluží	1	1	901	90	Občané pro obec	Občané pro obec	SNK	1	080	226	100	5
4203	542491	Malíč	1	1	901	90	PRO OBEC	PRO OBEC	SNK	1	080	435	100	5
4203	542521	Michalovice	1	1	901	90	Samostatné Michalovice	Samostatné Michalovice	SNK	1	080	251	100	6
4203	542539	Píšťany	1	1	901	90	Pro naše Píšťany	Pro naše Píšťany	SNK	1	080	625	65.3	5
4203	542539	Píšťany	1	2	801	80	Ing. Pavel Jursík	Ing. Pavel Jursík	NK	1	080	28	20.48	0
4203	542539	Píšťany	1	3	902	90	Zodpovědně spolu pro Píšťany	Zodpovědně spolu pro Píšťany	SNK	1	080	153	15.98	1
4203	542539	Píšťany	1	4	903	90	VAŠE - NAŠE PÍŠŤANY	VAŠE - NAŠE PÍŠŤANY	SNK	1	080	151	15.77	1
4203	546691	Lkáň	1	1	901	90	ZA LEPŠÍ OBEC LKÁŇ	ZA LEPŠÍ OBEC LKÁŇ	SNK	1	080	468	100	7
4203	546721	Sedlec	1	1	902	90	Sdružení Sedlec	Sdružení Sedlec	SNK	1	080	211	27.26	2
