OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
4203	1	2	564567	Litoměřice	0	1	27	24045	litomerice
4203	1	2	565555	Roudnice nad Labem	0	1	21	12981	roudnice-nad-labem
4203	1	2	565229	Lovosice	0	1	21	8772	lovosice
4203	1	2	565709	Štětí	0	1	21	8734	steti
4203	1	2	565164	Libochovice	0	1	15	3523	libochovice
4203	1	2	565717	Terezín	0	1	15	2936	terezin
4203	1	2	565814	Úštěk	0	1	15	2893	ustek
4203	1	2	564591	Bohušovice nad Ohří	0	1	15	2503	bohusovice-nad-ohri
4203	1	2	564656	Budyně nad Ohří	0	1	15	2205	budyne-nad-ohri
4203	1	2	565768	Třebenice	0	1	15	1996	trebenice
4203	1	1	565318	Mšené-lázně	0	1	15	1771	msene-lazne
4203	1	2	564877	Hoštka	0	1	15	1748	hostka
4203	1	1	565849	Velemín	0	1	15	1561	velemin
4203	1	1	565962	Žitenice	0	1	11	1553	zitenice
4203	1	1	565121	Liběšice	0	1	15	1537	libesice
4203	1	1	564711	Čížkovice	0	1	15	1437	cizkovice
4203	1	1	565083	Křešice	0	1	9	1395	kresice
4203	1	1	565431	Polepy	0	1	7	1370	polepy
4203	1	6	564621	Brozany nad Ohří	0	1	15	1355	brozany-nad-ohri
4203	1	1	564575	Bechlín	0	1	11	1250	bechlin
4203	1	1	565679	Straškov-Vodochody	0	1	15	1073	straskov-vodochody
4203	1	1	564851	Horní Beřkovice	0	1	15	932	horni-berkovice
4203	1	1	565831	Vědomice	0	1	11	914	vedomice
4203	1	1	565067	Krabčice	0	1	9	908	krabcice
4203	1	1	565776	Třebívlice	0	1	15	859	trebivlice
4203	1	1	565253	Martiněves	0	1	11	795	martineves
4203	1	1	565610	Snědovice	0	1	9	781	snedovice
4203	1	1	565695	Sulejovice	0	1	9	776	sulejovice
4203	1	1	565245	Malé Žernoseky	0	1	15	726	male-zernoseky
