OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6104	591424	Přeckov	1	1	803	80	Karel Slavík, nezávislý kandidát	Karel Slavík, NK	NK	1	080	43	113.15	1
6104	591424	Přeckov	1	2	807	80	Josef Mejzlík, nezávislý kandidát	Josef Mejzlík, NK	NK	1	080	33	86.84	1
6104	591424	Přeckov	1	3	804	80	Pavel Mejzlík, nezávislý kandidát	Pavel Mejzlík, NK	NK	1	080	35	92.1	1
6104	591424	Přeckov	1	4	806	80	Jan Slavík, nezávislý kandidát	Jan Slavík, NK	NK	1	080	37	97.36	1
6104	591424	Přeckov	1	5	805	80	Jaromír Mejzlík, nezávislý kandidát	Jaromír Mejzlík, NK	NK	1	080	36	94.73	1
6104	591424	Přeckov	1	6	801	80	Jan Uchytil, nezávislý kandidát	Jan Uchytil, NK	NK	1	080	39	102.63	1
6104	591424	Přeckov	1	7	802	80	Petr Vávra, nezávislý kandidát	Petr Vávra, NK	NK	1	080	43	113.15	1
