OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6204	585009	Velké Němčice	1	1	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	2886	25.71	4
6204	585009	Velké Němčice	1	2	903	90	Sdružení nezávislých kandidátů PERSPEKTIVA A SOUŽITÍ	Sdružení nezávislých kandidátů	Sdružení	1	080	917	8.17	1
6204	585009	Velké Němčice	1	3	904	90	Sdružení pro obec Velké Němčice - Sdružení nezávislých kandidátů	Sdruž.pro obec Velké Němčice	S.pro o.	1	080	2045	18.22	3
6204	585009	Velké Němčice	1	4	901	90	Sdružení nezávislých kandidátů TJ Sokol	Sdruž.nezáv.kand.TJ Sokol	SNK TJS	1	080	2151	19.16	3
6204	585009	Velké Němčice	1	5	905	90	VELKÉ NĚMČICE 2006	VELKÉ NĚMČICE 2006	V. NĚMČI	1	080	2118	18.87	3
6204	585009	Velké Němčice	1	6	902	90	Ženy pro obec	Ženy pro obec	ženy p.o	1	080	1104	9.83	1
