OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6102	587851	Řídelov	1	1	806	80	Vladimír Trnka	Vladimír Trnka	NK	1	080	21	44.15	0
6102	587851	Řídelov	1	2	801	80	Eva Pittnerová	Eva Pittnerová	NK	1	080	21	44.15	0
6102	587851	Řídelov	1	3	812	80	Ing. Petra Maryšková	Ing. Petra Maryšková	NK	1	080	24	50.46	0
6102	587851	Řídelov	1	4	811	80	Stanislav Pittner	Stanislav Pittner	NK	1	080	41	86.21	1
6102	587851	Řídelov	1	5	802	80	Jan Choboda	Jan Choboda	NK	1	080	27	56.77	1
6102	587851	Řídelov	1	6	815	80	Bc. et Bc. Martina Bláhová	Bc. et Bc. Martina Bláhová	NK	1	080	29	60.98	1
6102	587851	Řídelov	1	7	807	80	Jaroslav Hamršmíd	Jaroslav Hamršmíd	NK	1	080	18	37.85	0
6102	587851	Řídelov	1	8	813	80	Ing. Tomáš Bláha	Ing. Tomáš Bláha	NK	1	080	46	96.72	1
6102	587851	Řídelov	1	9	808	80	Milan Pittner	Milan Pittner	NK	1	080	44	92.52	1
6102	587851	Řídelov	1	10	804	80	Tomáš Herbrick	Tomáš Herbrick	NK	1	080	21	44.15	0
6102	587851	Řídelov	1	11	809	80	Martina Jarošová	Martina Jarošová	NK	1	080	29	60.98	1
6102	587851	Řídelov	1	12	814	80	Marcela Volfová	Marcela Volfová	NK	1	080	26	54.67	1
6102	587851	Řídelov	1	13	803	80	Blanka Bláhová	Blanka Bláhová	NK	1	080	24	50.46	1
6102	587851	Řídelov	1	14	810	80	Radek Maryška	Radek Maryška	NK	1	080	45	94.62	1
6102	587851	Řídelov	1	15	805	80	Jiří Jaroš	Jiří Jaroš	NK	1	080	12	25.23	0
