OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
5201	1	1	513717	Urbanice	0	1	9	304	urbanice
5201	1	1	530671	Pšánky	0	1	7	73	psanky
5201	1	1	548057	Vrchovnice	0	1	7	66	vrchovnice
5201	1	1	548065	Obědovice	0	1	7	307	obedovice
5201	1	1	548154	Světí	0	1	7	330	sveti
5201	1	1	548677	Vysoký Újezd	0	1	5	99	vysoky-ujezd
5201	1	3	569810	Hradec Králové	0	1	37	90596	hradec-kralove
5201	1	1	569828	Babice	0	1	7	184	babice
5201	1	1	569836	Barchov	0	1	7	293	barchov
5201	1	1	569852	Běleč nad Orlicí	0	1	7	395	belec-nad-orlici
5201	1	1	569861	Benátky	0	1	5	124	benatky
5201	1	1	569879	Blešno	0	1	9	439	blesno
5201	1	1	569887	Boharyně	0	1	11	604	boharyne
5201	1	1	569917	Černilov	0	1	15	2439	cernilov
5201	1	1	569925	Černožice	0	1	11	1092	cernozice
5201	1	1	569933	Čistěves	0	1	7	187	cisteves
5201	1	1	569941	Divec	0	1	7	252	divec
5201	1	1	569968	Dobřenice	0	1	7	566	dobrenice
5201	1	1	569976	Dohalice	0	1	7	435	dohalice
5201	1	1	569984	Dolní Přím	0	1	9	743	dolni-prim
5201	1	1	569992	Habřina	0	1	7	317	habrina
5201	1	1	570001	Hlušice	0	1	9	709	hlusice
5201	1	1	570010	Hněvčeves	0	1	7	167	hnevceves
5201	1	1	570028	Holohlavy	0	1	11	911	holohlavy
5201	1	1	570044	Hořiněves	0	1	9	711	horineves
5201	1	1	570052	Hrádek	0	1	7	175	hradek
5201	1	1	570087	Humburky	0	1	7	404	humburky
5201	1	2	570109	Chlumec nad Cidlinou	0	1	21	5561	chlumec-nad-cidlinou
5201	1	1	570125	Chudeřice	0	1	7	269	chuderice
5201	1	1	570133	Jeníkovice	0	1	7	481	jenikovice
5201	1	1	570150	Káranice	0	1	9	202	karanice
