OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6207	595136	Výrovice	1	1	805	80	Pavlína Kuřitková	Pavlína Kuřitková	NK	1	080	31	56.21	1
6207	595136	Výrovice	1	2	804	80	Drahomíra Melánová	Drahomíra Melánová	NK	1	080	35	63.47	1
6207	595136	Výrovice	1	3	803	80	Ladislav Brunclík	Ladislav Brunclík	NK	1	080	62	112.43	1
6207	595136	Výrovice	1	4	806	80	Jiří Kuřitka	Jiří Kuřitka	NK	1	080	33	59.84	1
6207	595136	Výrovice	1	5	801	80	Ing. Emanuel Vlček	Ing. Emanuel Vlček	NK	1	080	53	96.11	1
6207	595136	Výrovice	1	6	724	724	Strana Práv Občanů ZEMANOVCI	Strana Práv Občanů ZEMANOVCI	SPOZ	1	724	30	54.4	1
6207	595136	Výrovice	1	7	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	30	54.4	0
6207	595136	Výrovice	1	8	807	80	Antonín Fiala	Antonín Fiala	NK	1	080	24	43.52	0
6207	595136	Výrovice	1	9	721	721	TOP 09	TOP 09	TOP 09	1	721	69	125.12	1
6207	595136	Výrovice	1	10	802	80	Lucie Mahrová	Lucie Mahrová	NK	1	080	19	34.45	0
