OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
7201	1	2	588296	Kroměříž	0	1	27	28921	kromeriz
7201	1	2	588458	Holešov	0	1	23	11726	holesov
7201	1	2	588393	Bystřice pod Hostýnem	0	1	21	8393	bystrice-pod-hostynem
7201	1	2	588491	Hulín	0	1	17	7068	hulin
7201	1	2	588512	Chropyně	0	1	17	5029	chropyne
7201	1	2	588768	Morkovice-Slížany	0	1	15	2874	morkovice-slizany
7201	1	2	588601	Koryčany	0	1	15	2860	korycany
7201	1	1	588644	Kvasice	0	1	15	2237	kvasice
7201	1	1	589195	Zdounky	0	1	15	2115	zdounky
7201	1	1	506737	Chvalčov	0	1	15	1638	chvalcov
7201	1	1	589187	Zborovice	0	1	11	1567	zborovice
7201	1	1	588903	Prusinovice	0	1	7	1242	prusinovice
7201	1	1	588938	Rataje	0	1	9	1140	rataje
7201	1	1	588709	Loukov	0	1	11	980	loukov
7201	1	1	588610	Kostelec u Holešova	0	1	15	978	kostelec-u-holesova
7201	1	1	549720	Přílepy	0	1	7	942	prilepy
7201	1	1	588385	Břest	0	1	15	901	brest
7201	1	1	588849	Pačlavice	0	1	11	859	paclavice
7201	1	1	589233	Žeranovice	0	1	9	754	zeranovice
7201	1	1	588741	Martinice	0	1	9	743	martinice
7201	1	1	588890	Pravčice	0	1	15	729	pravcice
7201	1	1	588865	Počenice-Tetětice	0	1	9	719	pocenice-tetetice
7201	1	1	589161	Záříčí	0	1	11	718	zarici
7201	1	1	588946	Roštění	0	1	7	702	rosteni
7201	1	1	588954	Roštín	0	1	15	699	rostin
7201	1	1	589039	Střílky	0	1	9	656	strilky
7201	1	1	589217	Zlobice	0	1	15	633	zlobice
7201	1	1	588971	Rymice	0	1	9	620	rymice
7201	1	1	588962	Rusava	0	1	15	614	rusava
7201	1	1	588997	Slavkov pod Hostýnem	0	1	11	611	slavkov-pod-hostynem
7201	1	1	589225	Žalkovice	0	1	15	602	zalkovice
7201	1	1	588733	Lutopecny	0	1	9	596	lutopecny
7201	1	1	588750	Míškovice	0	1	7	578	miskovice
7201	1	1	588521	Kostelany	0	1	9	571	kostelany
7201	1	1	588920	Rajnochovice	0	1	15	553	rajnochovice
7201	1	1	588326	Bezměrov	0	1	7	549	bezmerov
7201	1	6	588695	Litenčice	0	1	9	515	litencice
7201	1	1	588873	Podhradní Lhota	0	1	9	496	podhradni-lhota
7201	1	1	588652	Kyselovice	0	1	11	490	kyselovice
7201	1	1	588725	Ludslavice	0	1	9	487	ludslavice
7201	1	1	589080	Troubky-Zdislavice	0	1	11	485	troubky-zdislavice
7201	1	1	588717	Lubná	0	1	9	461	lubna
7201	1	1	588822	Osíčko	0	1	9	455	osicko
7201	1	1	589136	Vítonice	0	1	7	442	vitonice
7201	1	1	588300	Bařice-Velké Těšany	0	1	9	441	barice-velke-tesany
7201	1	1	588661	Lechotice	0	1	7	441	lechotice
7201	1	1	588431	Dřínov	0	1	9	438	drinov
7201	1	1	588814	Nová Dědina	0	1	7	415	nova-dedina
7201	1	1	589128	Věžky	0	1	7	400	vezky
7201	1	1	588555	Jankovice	0	1	9	380	jankovice
7201	1	1	588989	Skaštice	0	1	7	379	skastice
7201	1	1	588784	Němčice	0	1	7	362	nemcice
7201	1	1	588377	Brusné	0	1	7	360	brusne
7201	1	1	588504	Chomýž	0	1	7	354	chomyz
7201	1	1	589004	Soběsuky	0	1	9	354	sobesuky
7201	1	1	589152	Zahnašovice	0	1	7	326	zahnasovice
7201	1	1	588563	Jarohněvice	0	1	7	325	jarohnevice
7201	1	1	557188	Šelešovice	0	1	7	316	selesovice
7201	1	1	588598	Komárno	0	1	7	299	komarno
7201	1	1	589098	Třebětice	0	1	9	290	trebetice
7201	1	1	553905	Mrlínek	0	1	7	280	mrlinek
7201	1	1	588474	Horní Lapač	0	1	7	269	horni-lapac
7201	1	1	588636	Kurovice	0	1	9	263	kurovice
7201	1	1	589047	Střížovice	0	1	7	263	strizovice
7201	1	1	587397	Prasklice	0	1	9	255	prasklice
7201	1	1	588547	Chvalnov-Lísky	0	1	7	255	chvalnov-lisky
7201	1	1	587354	Karolín	0	1	7	249	karolin
7201	1	1	588831	Pacetluky	0	1	7	232	pacetluky
7201	1	1	588806	Nítkovice	0	1	7	230	nitkovice
7201	1	1	589110	Uhřice	0	1	7	209	uhrice
7201	1	1	542318	Blazice	0	1	7	202	blazice
7201	1	1	542393	Vrbka	0	1	7	196	vrbka
7201	1	1	588407	Cetechovice	0	1	7	179	cetechovice
7201	1	1	549690	Bořenovice	0	1	7	177	borenovice
7201	1	1	588482	Hoštice	0	1	7	166	hostice
7201	1	1	589055	Sulimov	0	1	7	159	sulimov
7201	1	1	587257	Zástřizly	0	1	7	144	zastrizly
7201	1	1	542342	Honětice	0	1	7	89	honetice
7201	1	1	588628	Kunkovice	0	1	7	47	kunkovice
