OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6102	588199	Vystrčenovice	1	1	803	80	Marie Maříková, nezávislý kandidát	Marie Maříková, NK	NK	1	080	48	84.42	1
6102	588199	Vystrčenovice	1	2	807	80	Vladimír Drexler, nezávislý kandidát	Vladimír Drexler, NK	NK	1	080	47	82.66	1
6102	588199	Vystrčenovice	1	3	806	80	Jaroslav Fojt, nezávislý kandidát	Jaroslav Fojt, NK	NK	1	080	33	58.04	0
6102	588199	Vystrčenovice	1	4	811	80	Vlastimil Brychta, nezávislý kandidát	Vlastimil Brychta, NK	NK	1	080	14	24.62	0
6102	588199	Vystrčenovice	1	5	810	80	Karel Ježek, nezávislý kandidát	Karel Ježek, NK	NK	1	080	31	54.52	0
6102	588199	Vystrčenovice	1	6	805	80	Radek Koudelka, nezávislý kandidát	Radek Koudelka, NK	NK	1	080	31	54.52	0
6102	588199	Vystrčenovice	1	7	802	80	Jana Šalandová, nezávislý kandidát	Jana Šalandová, NK	NK	1	080	53	93.21	1
6102	588199	Vystrčenovice	1	8	808	80	Petra Šalandová, nezávislý kandidát	Petra Šalandová, NK	NK	1	080	35	61.55	1
6102	588199	Vystrčenovice	1	9	809	80	František Nevrkla, nezávislý kandidát	František Nevrkla, NK	NK	1	080	37	65.07	1
6102	588199	Vystrčenovice	1	10	804	80	Miroslav Dvořák, nezávislý kandidát	Miroslav Dvořák, NK	NK	1	080	35	61.55	1
6102	588199	Vystrčenovice	1	11	801	80	Zdeněk Novotný, nezávislý kandidát	Zdeněk Novotný, NK	NK	1	080	34	59.79	1
