OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
2112	1	2	541656	Rakovník	0	1	21	15893	rakovnik
2112	1	2	542164	Nové Strašecí	0	1	21	5503	nove-straseci
2112	1	1	542041	Lužná	0	1	15	1903	luzna
2112	1	2	541834	Jesenice	0	1	15	1700	jesenice
2112	1	1	542351	Řevničov	0	1	11	1340	revnicov
2112	1	6	542377	Senomaty	0	1	13	1209	senomaty
2112	1	1	598526	Roztoky	0	1	9	1086	roztoky
2112	1	6	541877	Kněževes	0	1	13	1050	knezeves
2112	1	6	544248	Pavlíkov	0	1	9	1037	pavlikov
2112	1	1	542032	Lubná	0	1	11	987	lubna
2112	1	1	542334	Rynholec	0	1	7	974	rynholec
2112	1	6	542105	Mšec	0	1	9	906	msec
2112	1	1	541699	Čistá	0	1	11	861	cista
2112	1	1	541893	Kolešovice	0	1	9	831	kolesovice
2112	1	1	542121	Mutějovice	0	1	11	799	mutejovice
2112	1	1	542326	Ruda	0	1	7	748	ruda
2112	1	6	542415	Slabce	0	1	11	748	slabce
2112	1	6	541982	Křivoklát	0	1	7	684	krivoklat
2112	1	1	541818	Chrášťany	0	1	7	668	chrastany
2112	1	1	542016	Lišany	0	1	9	662	lisany
2112	1	1	542113	Mšecké Žehrovice	0	1	7	624	msecke-zehrovice
2112	1	1	541974	Krušovice	0	1	7	617	krusovice
2112	1	1	541770	Hředle	0	1	9	596	hredle
2112	1	1	542199	Olešná	0	1	9	585	olesna
2112	1	1	541907	Kounov	0	1	7	558	kounov
2112	1	1	542474	Šanov	0	1	7	550	sanov
2112	1	1	542610	Zbečno	0	1	7	529	zbecno
2112	1	1	542466	Sýkořice	0	1	9	524	sykorice
2112	1	1	541737	Hořovičky	0	1	9	512	horovicky
2112	1	1	542512	Třtice	0	1	7	490	trtice
2112	1	1	542067	Městečko	0	1	5	447	mestecko
2112	1	1	541966	Krupá	0	1	9	441	krupa
2112	1	1	541729	Hořesedly	0	1	9	425	horesedly
2112	1	1	542130	Nesuchyně	0	1	7	413	nesuchyne
2112	1	1	542202	Oráčov	0	1	7	384	oracov
2112	1	1	542458	Svojetín	0	1	7	339	svojetin
2112	1	1	542601	Zavidov	0	1	7	321	zavidov
2112	1	1	542598	Všetaty	0	1	7	312	vsetaty
2112	1	1	542270	Pšovlky	0	1	5	303	psovlky
2112	1	1	542075	Milostín	0	1	7	301	milostin
2112	1	1	542431	Srbeč	0	1	9	299	srbec
2112	1	1	542211	Panoší Újezd	0	1	7	289	panosi-ujezd
2112	1	1	541940	Kroučová	0	1	7	276	kroucova
2112	1	1	542229	Petrovice	0	1	7	273	petrovice
2112	1	1	542563	Velká Buková	0	1	7	270	velka-bukova
2112	1	1	542237	Pochvalov	0	1	7	265	pochvalov
2112	1	1	542369	Senec	0	1	7	262	senec
2112	1	1	541761	Hřebečníky	0	1	7	241	hrebecniky
2112	1	1	565181	Děkov	0	1	5	207	dekov
2112	1	1	565261	Přílepy	0	1	5	199	prilepy
2112	1	1	541672	Branov	0	1	9	197	branov
2112	1	1	542253	Příčina	0	1	7	197	pricina
2112	1	1	565466	Milý	0	1	7	188	mily
2112	1	1	565334	Hvozd	0	1	7	172	hvozd
2112	1	1	542385	Skryje	0	1	7	168	skryje
2112	1	1	599760	Račice	0	1	5	164	racice
2112	1	1	598496	Šípy	0	1	7	163	sipy
2112	1	1	565199	Kolešov	0	1	7	158	kolesov
2112	1	1	542181	Nový Dům	0	1	5	157	novy-dum
2112	1	1	542504	Třeboc	0	1	5	150	treboc
2112	1	1	542288	Pustověty	0	1	5	139	pustovety
2112	1	1	565041	Břežany	0	1	7	138	brezany
2112	1	1	565351	Krakov	0	1	7	138	krakov
2112	1	1	565130	Všesulov	0	1	5	135	vsesulov
2112	1	1	565270	Janov	0	1	5	132	janov
2112	1	1	565288	Karlova Ves	0	1	7	129	karlova-ves
2112	1	1	542008	Lašovice	0	1	7	124	lasovice
2112	1	1	598500	Krty	0	1	5	119	krty
2112	1	1	598518	Žďár	0	1	5	107	zdar
2112	1	1	565440	Kalivody	0	1	5	102	kalivody
2112	1	1	565385	Kozojedy	0	1	5	101	kozojedy
2112	1	1	565377	Malinová	0	1	7	92	malinova
2112	1	1	565504	Řeřichy	0	1	7	88	rerichy
2112	1	1	529711	Drahouš	0	1	7	84	drahous
2112	1	1	565369	Krakovec	0	1	7	81	krakovec
2112	1	1	565202	Hracholusky	0	1	5	75	hracholusky
2112	1	1	598585	Nezabudice	0	1	5	74	nezabudice
2112	1	1	565407	Smilovice	0	1	5	71	smilovice
2112	1	1	598577	Přerubenice	0	1	7	71	prerubenice
2112	1	1	565423	Bdín	0	1	7	67	bdin
2112	1	1	565512	Václavy	0	1	5	67	vaclavy
2112	1	1	529699	Velká Chmelištná	0	1	7	65	velka-chmelistna
2112	1	1	565326	Švihov	0	1	7	53	svihov
