OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6205	586021	Hodonín	1	1	1203	1203	Hnutí PRO Hodonín	Hnutí PRO Hodonín	PRO-HOD	1	1203	37028	18.66	8
6205	586021	Hodonín	1	2	1402	1402	Pozitivně pro Hodonín	Pozitivně pro Hodonín	KDU+KONS+TOP 09	3	001,024,721	26586	13.4	5
6205	586021	Hodonín	1	3	716	716	Strana soukromníků České republiky	Strana soukromníků ČR	Soukromníci	1	716	3387	1.7	0
6205	586021	Hodonín	1	4	88	88	NEZÁVISLÍ	NEZÁVISLÍ	NEZ	1	088	6717	3.38	0
6205	586021	Hodonín	1	5	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	6263	3.15	0
6205	586021	Hodonín	1	6	524	524	VOLBA PRO HODONÍN	VOLBA PRO HODONÍN		2	080,1004	6686	3.37	0
6205	586021	Hodonín	1	7	684	684	Svobodní a Piráti	Svobodní a Piráti		2	714,720	17625	8.88	3
6205	586021	Hodonín	1	8	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	20363	10.26	4
6205	586021	Hodonín	1	9	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	7671	3.86	0
6205	586021	Hodonín	1	10	1427	1427	Změna	Změna	Morav.+Změna+NK	3	080,083,771	17764	8.95	4
6205	586021	Hodonín	1	11	768	768	ANO 2011	ANO 2011	ANO	1	768	24041	12.12	5
6205	586021	Hodonín	1	12	463	463	Sdružení nestraníků pro Hodonín	Sdružení nestr. pro Hodonín	SOM+NK	2	080,158	10177	5.13	2
6205	586021	Hodonín	1	13	1114	1114	Svoboda a přímá demokracie - Tomio Okamura (SPD)	Svob.a př.dem.-T.Okamura (SPD)	SPD	1	1114	7816	3.94	0
6205	586021	Hodonín	1	14	1176	1176	REALISTÉ	REALISTÉ	REAL	1	1176	6227	3.13	0
6205	586030	Archlebov	1	1	901	90	Mladí pro Archlebov	Mladí pro Archlebov	SNK	1	080	2261	64.6	6
6205	586030	Archlebov	1	2	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	577	16.48	1
6205	586030	Archlebov	1	3	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	662	34.04	2
6205	586048	Blatnice pod Svatým Antonínkem	1	1	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	2056	16.95	2
6205	586048	Blatnice pod Svatým Antonínkem	1	2	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	520	4.28	0
6205	586048	Blatnice pod Svatým Antonínkem	1	3	901	90	"Sdružení nezávislých kandidátů ""Blatnice 2018"""	"SNK ""Blatnice 2018"""	SNK	1	080	1775	14.64	2
6205	586048	Blatnice pod Svatým Antonínkem	1	4	83	83	Moravané	Moravané	Moravané	1	083	1597	13.17	1
6205	586048	Blatnice pod Svatým Antonínkem	1	5	902	90	Naše Blatnice	Naše Blatnice	SNK	1	080	3696	30.48	4
6205	586048	Blatnice pod Svatým Antonínkem	1	6	470	470	MODERNÍ OBEC BLATNICE POD SVATÝM ANTONÍNKEM	MODER.OBEC BLATNICE P/SV.ANTON		2	080,166	1822	15.02	2
6205	586048	Blatnice pod Svatým Antonínkem	1	7	903	90	Pro rozvoj obce a sportu 2018	Pro rozvoj obce a sportu 2018	SNK	1	080	657	5.41	0
6205	586056	Blatnička	1	1	802	80	Michal Janás	Michal Janás	NK	1	080	113	58.29	1
6205	586056	Blatnička	1	2	809	80	Štěpán Maňák	Štěpán Maňák	NK	1	080	125	64.48	1
6205	586056	Blatnička	1	3	810	80	Václav Hučík	Václav Hučík	NK	1	080	61	31.46	0
6205	586056	Blatnička	1	4	807	80	Bc. Rostislav Němeček	Rostislav Němeček	NK	1	080	208	107.29	1
6205	586056	Blatnička	1	5	806	80	Mgr. Ondřej Maňák	Ondřej Maňák	NK	1	080	181	93.36	1
6205	586056	Blatnička	1	6	803	80	Ing. Antonín Minařík	Antonín Minařík	NK	1	080	160	82.53	1
6205	586056	Blatnička	1	7	808	80	Irena Stodoláková	Irena Stodoláková	NK	1	080	112	57.77	0
6205	586056	Blatnička	1	8	801	80	Jarmila Hrušková	Jarmila Hrušková	NK	1	080	163	84.08	1
6205	586056	Blatnička	1	9	805	80	Kamil Marek	Kamil Marek	NK	1	080	101	52.1	0
6205	586056	Blatnička	1	10	804	80	Ing. Jana Vašíčková	Jana Vašíčková	NK	1	080	133	68.6	1
6205	586072	Bukovany	1	1	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	1143	36.99	3
6205	586072	Bukovany	1	2	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	1947	63	6
6205	586081	Bzenec	1	1	470	470	VOLBA PRO MĚSTO	VOLBA PRO MĚSTO		2	080,166	3025	13.63	2
6205	586081	Bzenec	1	2	158	158	Starostové a osobnosti pro Moravu	Starostové a osobn. pro Moravu	SOM	1	158	3745	16.87	3
6205	586081	Bzenec	1	3	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	2592	11.67	2
6205	586081	Bzenec	1	4	181	181	Nestraníci	Nestraníci	Nestran.	1	181	4292	19.33	3
6205	586081	Bzenec	1	5	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	1651	7.43	1
6205	586081	Bzenec	1	6	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	4421	19.92	3
6205	586081	Bzenec	1	7	83	83	Moravané	Moravané	Moravané	1	083	2467	11.11	1
6205	586099	Čejč	1	1	902	90	Sdružení nezávislých kandidátů	Sdružení nezávislých kandidátů	SNK	1	080	1665	37.31	3
