OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2105	534536	Vidice	1	1	903	90	"Sdružení nezávislých kandidátů  Pro rozvoj naší obce"""	"SNK Pro rozvoj naší obce"""	SNK	1	080	471	46.95	4
2105	534536	Vidice	1	2	902	90	Spolek přátel obce Vidice	Spolek přátel obce Vidice	SNK	1	080	304	30.3	2
2105	534536	Vidice	1	3	901	90	Spolek přátel obce Roztěž	Spolek přátel obce Roztěž	SNK	1	080	228	22.73	1
