OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6203	583014	Heroltice	1	1	802	80	Michal Marek	Michal Marek, NK	NK	1	080	48	54.01	1
6203	583014	Heroltice	1	2	805	80	Hana Marková	Hana Marková, NK	NK	1	080	79	88.9	1
6203	583014	Heroltice	1	3	806	80	Jan Koudelka	Jan Koudelka, NK	NK	1	080	93	104.66	1
6203	583014	Heroltice	1	4	801	80	Jiří Sýkora	Jiří Sýkora, NK	NK	1	080	46	51.76	0
6203	583014	Heroltice	1	5	810	80	Bohuslav Marek	Bohuslav Marek, NK	NK	1	080	60	67.52	1
6203	583014	Heroltice	1	6	804	80	Ing. Tomáš Herrman, Ph.D.	Ing. Tomáš Herrman, Ph.D., NK	NK	1	080	81	91.15	1
6203	583014	Heroltice	1	7	808	80	Petr Babák	Petr Babák, NK	NK	1	080	28	31.51	0
6203	583014	Heroltice	1	8	807	80	Zdeněk Daněk	Zdeněk Daněk, NK	NK	1	080	40	45.01	0
6203	583014	Heroltice	1	9	809	80	Marie Šenkýřová	Marie Šenkýřová, NK	NK	1	080	59	66.39	1
6203	583014	Heroltice	1	10	803	80	Jiří Janouš	Jiří Janouš, NK	NK	1	080	88	99.03	1
