OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
7104	517615	Rouské	1	1	902	90	Občané 2014	Občané 2014	SNK	1	080	196	37.98	1
7104	517615	Rouské	1	2	901	90	Za trvale udržitelný rozvoj obce Rouské	Za trv.udrž.rozvoj obce Rouské	SNK	1	080	449	69.61	4
