label	okres	value
Chodov	Domažlice	domazlice/chodov
Úholičky	Praha-západ	praha-zapad/uholicky
Žádovice	Hodonín	hodonin/zadovice
Žabeň	Frýdek-Místek	frydek-mistek/zaben
Janské Lázně	Trutnov	trutnov/janske-lazne
Řícmanice	Brno-venkov	brno-venkov/ricmanice
Otovice	Karlovy Vary	karlovy-vary/otovice
Pernarec	Plzeň-sever	plzen-sever/pernarec
Košice	Tábor	tabor/kosice
Chodský Újezd	Tachov	tachov/chodsky-ujezd
Hostašovice	Nový Jičín	novy-jicin/hostasovice
Kojetice	Mělník	melnik/kojetice
Martiněves	Litoměřice	litomerice/martineves
Radostice	Brno-venkov	brno-venkov/radostice
Stehelčeves	Kladno	kladno/stehelceves
Deštná	Jindřichův Hradec	jindrichuv-hradec/destna
Heršpice	Vyškov	vyskov/herspice
Bolešiny	Klatovy	klatovy/bolesiny
Hodice	Jihlava	jihlava/hodice
Hořátev	Nymburk	nymburk/horatev
Málkov	Chomutov	chomutov/malkov
Ohníč	Teplice	teplice/ohnic
Lhota u Vsetína	Vsetín	vsetin/lhota-u-vsetina
Žďárná	Blansko	blansko/zdarna
Přišimasy	Kolín	kolin/prisimasy
Velký Ořechov	Zlín	zlin/velky-orechov
Bořanovice	Praha-východ	praha-vychod/boranovice
Brno-Útěchov	Brno-město	brno-mesto/brno-utechov
Vochov	Plzeň-sever	plzen-sever/vochov
Perná	Břeclav	breclav/perna
Pouzdřany	Břeclav	breclav/pouzdrany
Mladeč	Olomouc	olomouc/mladec
Tursko	Praha-západ	praha-zapad/tursko
Cheznovice	Rokycany	rokycany/cheznovice
Němčany	Vyškov	vyskov/nemcany
Osek	Beroun	beroun/osek
Rádlo	Jablonec nad Nisou	jablonec-nad-nisou/radlo
Bukovany	Benešov	benesov/bukovany
Kolšov	Šumperk	sumperk/kolsov
Moravany	Hodonín	hodonin/moravany
Jezeřany-Maršovice	Znojmo	znojmo/jezerany-marsovice
Dobroslavice	Opava	opava/dobroslavice
Bystročice	Olomouc	olomouc/bystrocice
Krchleby	Nymburk	nymburk/krchleby
Pěnčín	Prostějov	prostejov/pencin
Cholina	Olomouc	olomouc/cholina
Horní Domaslavice	Frýdek-Místek	frydek-mistek/horni-domaslavice
Křečovice	Benešov	benesov/krecovice
Měchenice	Praha-západ	praha-zapad/mechenice
Holetín	Chrudim	chrudim/holetin
Cetkovice	Blansko	blansko/cetkovice
Žeranovice	Kroměříž	kromeriz/zeranovice
Křižanovice	Vyškov	vyskov/krizanovice
Liběšice	Louny	louny/libesice
Valeč	Třebíč	trebic/valec
Vraný	Kladno	kladno/vrany
Skorošice	Jeseník	jesenik/skorosice
Rozvadov	Tachov	tachov/rozvadov
Janová	Vsetín	vsetin/janova
Chudenice	Klatovy	klatovy/chudenice
Velká Jesenice	Náchod	nachod/velka-jesenice
Dolní Lánov	Trutnov	trutnov/dolni-lanov
Adamov	České Budějovice	ceske-budejovice/adamov
Budíškovice	Jindřichův Hradec	jindrichuv-hradec/budiskovice
Nová Ves nad Nisou	Jablonec nad Nisou	jablonec-nad-nisou/nova-ves-nad-nisou
Slatina	Nový Jičín	novy-jicin/slatina
Uhřice	Hodonín	hodonin/uhrice
Líšnice	Ústí nad Orlicí	usti-nad-orlici/lisnice
Choryně	Vsetín	vsetin/choryne
Snědovice	Litoměřice	litomerice/snedovice
Chvojenec	Pardubice	pardubice/chvojenec
Dobřichov	Kolín	kolin/dobrichov
Ruda	Rakovník	rakovnik/ruda
Velichovky	Náchod	nachod/velichovky
Chlístovice	Kutná Hora	kutna-hora/chlistovice
Hrusice	Praha-východ	praha-vychod/hrusice
Záchlumí	Ústí nad Orlicí	usti-nad-orlici/zachlumi
Smilovice	Frýdek-Místek	frydek-mistek/smilovice
Rabštejnská Lhota	Chrudim	chrudim/rabstejnska-lhota
Trnávka	Nový Jičín	novy-jicin/trnavka
Martinice	Kroměříž	kromeriz/martinice
Chanovice	Klatovy	klatovy/chanovice
Skotnice	Nový Jičín	novy-jicin/skotnice
Staré Ždánice	Pardubice	pardubice/stare-zdanice
Zámrsk	Ústí nad Orlicí	usti-nad-orlici/zamrsk
Sazovice	Zlín	zlin/sazovice
Maršovice	Benešov	benesov/marsovice
Batňovice	Trutnov	trutnov/batnovice
Hlušice	Hradec Králové	hradec-kralove/hlusice
Opatov	Třebíč	trebic/opatov
Nadějkov	Tábor	tabor/nadejkov
Sibřina	Praha-východ	praha-vychod/sibrina
Karlovice	Semily	semily/karlovice
Luková	Ústí nad Orlicí	usti-nad-orlici/lukova
Lnáře	Strakonice	strakonice/lnare
Nová Ves	Ostrava-město	ostrava-mesto/nova-ves
Větřkovice	Opava	opava/vetrkovice
Ořechov	Uherské Hradiště	uherske-hradiste/orechov
Slabce	Rakovník	rakovnik/slabce
Lobodice	Přerov	prerov/lobodice
Oldřichov v Hájích	Liberec	liberec/oldrichov-v-hajich
Trnov	Rychnov nad Kněžnou	rychnov-nad-kneznou/trnov
Mladý Smolivec	Plzeň-jih	plzen-jih/mlady-smolivec
Horní Libchava	Česká Lípa	ceska-lipa/horni-libchava
Ptice	Praha-západ	praha-zapad/ptice
Krásno	Sokolov	sokolov/krasno
Předslav	Klatovy	klatovy/predslav
Nezdenice	Uherské Hradiště	uherske-hradiste/nezdenice
Čistá	Mladá Boleslav	mlada-boleslav/cista
Druztová	Plzeň-sever	plzen-sever/druztova
Pravčice	Kroměříž	kromeriz/pravcice
Písařov	Šumperk	sumperk/pisarov
Chrášťany	České Budějovice	ceske-budejovice/chrastany
Návojná	Zlín	zlin/navojna
Ratibořské Hory	Tábor	tabor/ratiborske-hory
Pasohlávky	Brno-venkov	brno-venkov/pasohlavky
Mikulůvka	Vsetín	vsetin/mikuluvka
Verměřovice	Ústí nad Orlicí	usti-nad-orlici/vermerovice
Senožaty	Pelhřimov	pelhrimov/senozaty
Dřevčice	Praha-východ	praha-vychod/drevcice
Zlatá Koruna	Český Krumlov	cesky-krumlov/zlata-koruna
Nové Bránice	Brno-venkov	brno-venkov/nove-branice
Vranov	Brno-venkov	brno-venkov/vranov
Pivín	Prostějov	prostejov/pivin
Myslibořice	Třebíč	trebic/mysliborice
Libá	Cheb	cheb/liba
Černíkovice	Rychnov nad Kněžnou	rychnov-nad-kneznou/cernikovice
Bukovany	Hodonín	hodonin/bukovany
Drozdov	Beroun	beroun/drozdov
Nová Ves	České Budějovice	ceske-budejovice/nova-ves
Řepov	Mladá Boleslav	mlada-boleslav/repov
Heřmaničky	Benešov	benesov/hermanicky
Provodín	Česká Lípa	ceska-lipa/provodin
Morašice	Svitavy	svitavy/morasice
Černý Důl	Trutnov	trutnov/cerny-dul
Kamenný Újezd	Rokycany	rokycany/kamenny-ujezd
Sudoměřice u Bechyně	Tábor	tabor/sudomerice-u-bechyne
Sněžné	Žďár nad Sázavou	zdar-nad-sazavou/snezne
Chrášťany	Kolín	kolin/chrastany
Líšťany	Plzeň-sever	plzen-sever/listany
Telnice	Ústí nad Labem	usti-nad-labem/telnice
Počenice-Tetětice	Kroměříž	kromeriz/pocenice-tetetice
Holčovice	Bruntál	bruntal/holcovice
Záříčí	Kroměříž	kromeriz/zarici
Semčice	Mladá Boleslav	mlada-boleslav/semcice
Malé Žernoseky	Litoměřice	litomerice/male-zernoseky
Nemojov	Trutnov	trutnov/nemojov
Předměřice nad Jizerou	Mladá Boleslav	mlada-boleslav/predmerice-nad-jizerou
Mošnov	Nový Jičín	novy-jicin/mosnov
Jasenná	Náchod	nachod/jasenna
Ivaň	Brno-venkov	brno-venkov/ivan
Nedašova Lhota	Zlín	zlin/nedasova-lhota
Lipová	Prostějov	prostejov/lipova
Vír	Žďár nad Sázavou	zdar-nad-sazavou/vir
Kolová	Karlovy Vary	karlovy-vary/kolova
Babice u Rosic	Brno-venkov	brno-venkov/babice-u-rosic
Javorník	Hodonín	hodonin/javornik
Vlkoš	Přerov	prerov/vlkos
Vyskytná	Pelhřimov	pelhrimov/vyskytna
Sosnová	Česká Lípa	ceska-lipa/sosnova
Louka u Litvínova	Most	most/louka-u-litvinova
Struhařov	Praha-východ	praha-vychod/struharov
Sloup v Čechách	Česká Lípa	ceska-lipa/sloup-v-cechach
Pašovice	Uherské Hradiště	uherske-hradiste/pasovice
Cvrčovice	Kladno	kladno/cvrcovice
Lažánky	Brno-venkov	brno-venkov/lazanky
Žehušice	Kutná Hora	kutna-hora/zehusice
Hrdlořezy	Mladá Boleslav	mlada-boleslav/hrdlorezy
Stružinec	Semily	semily/struzinec
Sehradice	Zlín	zlin/sehradice
Štěpánov nad Svratkou	Žďár nad Sázavou	zdar-nad-sazavou/stepanov-nad-svratkou
Číměř	Jindřichův Hradec	jindrichuv-hradec/cimer
Zakřany	Brno-venkov	brno-venkov/zakrany
Ježov	Hodonín	hodonin/jezov
Volfířov	Jindřichův Hradec	jindrichuv-hradec/volfirov
Horní Police	Česká Lípa	ceska-lipa/horni-police
Vysočina	Chrudim	chrudim/vysocina
Věcov	Žďár nad Sázavou	zdar-nad-sazavou/vecov
Praha-Přední Kopanina	Praha	praha/praha-predni-kopanina
Supíkovice	Jeseník	jesenik/supikovice
Biskupice	Zlín	zlin/biskupice
Bukovno	Mladá Boleslav	mlada-boleslav/bukovno
Dětřichov	Liberec	liberec/detrichov
Damníkov	Ústí nad Orlicí	usti-nad-orlici/damnikov
Zahrádky	Česká Lípa	ceska-lipa/zahradky
Albrechtičky	Nový Jičín	novy-jicin/albrechticky
Rozsochy	Žďár nad Sázavou	zdar-nad-sazavou/rozsochy
Jevany	Praha-východ	praha-vychod/jevany
Mokrovraty	Příbram	pribram/mokrovraty
Ludkovice	Zlín	zlin/ludkovice
Pavlovice u Přerova	Přerov	prerov/pavlovice-u-prerova
Jamné nad Orlicí	Ústí nad Orlicí	usti-nad-orlici/jamne-nad-orlici
Modrá	Uherské Hradiště	uherske-hradiste/modra
Lipová	Cheb	cheb/lipova
Budišovice	Opava	opava/budisovice
Hořiněves	Hradec Králové	hradec-kralove/horineves
Dětenice	Jičín	jicin/detenice
Chvalkovice	Náchod	nachod/chvalkovice
Chotusice	Kutná Hora	kutna-hora/chotusice
Roštění	Kroměříž	kromeriz/rosteni
Káraný	Praha-východ	praha-vychod/karany
Komořany	Vyškov	vyskov/komorany
Písková Lhota	Mladá Boleslav	mlada-boleslav/piskova-lhota
Roštín	Kroměříž	kromeriz/rostin
Nížkovice	Vyškov	vyskov/nizkovice
Vážany nad Litavou	Vyškov	vyskov/vazany-nad-litavou
Lešany	Benešov	benesov/lesany
Svinařov	Kladno	kladno/svinarov
Vrábče	České Budějovice	ceske-budejovice/vrabce
Bílý Potok	Liberec	liberec/bily-potok
Šošůvka	Blansko	blansko/sosuvka
Bratčice	Brno-venkov	brno-venkov/bratcice
Medlov	Brno-venkov	brno-venkov/medlov
Unkovice	Brno-venkov	brno-venkov/unkovice
Košetice	Pelhřimov	pelhrimov/kosetice
Nemojany	Vyškov	vyskov/nemojany
Koclířov	Svitavy	svitavy/koclirov
Řetová	Ústí nad Orlicí	usti-nad-orlici/retova
Voděrady	Rychnov nad Kněžnou	rychnov-nad-kneznou/voderady
Měrovice nad Hanou	Přerov	prerov/merovice-nad-hanou
Ostrovačice	Brno-venkov	brno-venkov/ostrovacice
Kobeřice u Brna	Vyškov	vyskov/koberice-u-brna
Vémyslice	Znojmo	znojmo/vemyslice
Sobíňov	Havlíčkův Brod	havlickuv-brod/sobinov
Předín	Třebíč	trebic/predin
Rudíkov	Třebíč	trebic/rudikov
Oleksovice	Znojmo	znojmo/oleksovice
Chválenice	Plzeň-město	plzen-mesto/chvalenice
Věšín	Příbram	pribram/vesin
Křivoklát	Rakovník	rakovnik/krivoklat
Pěnčín	Liberec	liberec/pencin
Pohoří	Rychnov nad Kněžnou	rychnov-nad-kneznou/pohori
Slaná	Semily	semily/slana
Břežany II	Kolín	kolin/brezany-ii
Markvartice	Děčín	decin/markvartice
Vysoké Popovice	Brno-venkov	brno-venkov/vysoke-popovice
Nová Lhota	Hodonín	hodonin/nova-lhota
Chvalíkovice	Opava	opava/chvalikovice
Liberk	Rychnov nad Kněžnou	rychnov-nad-kneznou/liberk
Beňov	Přerov	prerov/benov
Mladějovice	Olomouc	olomouc/mladejovice
Březůvky	Zlín	zlin/brezuvky
Kestřany	Písek	pisek/kestrany
Štarnov	Olomouc	olomouc/starnov
Krásný Dvůr	Louny	louny/krasny-dvur
Dolní Kalná	Trutnov	trutnov/dolni-kalna
Oslavice	Žďár nad Sázavou	zdar-nad-sazavou/oslavice
Vysoký Újezd	Beroun	beroun/vysoky-ujezd
Křesetice	Kutná Hora	kutna-hora/kresetice
Jedlí	Šumperk	sumperk/jedli
Morašice	Chrudim	chrudim/morasice
Děhylov	Opava	opava/dehylov
Únětice	Praha-západ	praha-zapad/unetice
Přídolí	Český Krumlov	cesky-krumlov/pridoli
Volfartice	Česká Lípa	ceska-lipa/volfartice
Tuchořice	Louny	louny/tuchorice
Milešovice	Vyškov	vyskov/milesovice
Tochovice	Příbram	pribram/tochovice
Lišany	Rakovník	rakovnik/lisany
Všechlapy	Nymburk	nymburk/vsechlapy
Sluhy	Praha-východ	praha-vychod/sluhy
Praha-Lochkov	Praha	praha/praha-lochkov
Dubenec	Trutnov	trutnov/dubenec
Slavkov	Uherské Hradiště	uherske-hradiste/slavkov
Malá Morávka	Bruntál	bruntal/mala-moravka
Dešenice	Klatovy	klatovy/desenice
Horní Bojanovice	Břeclav	breclav/horni-bojanovice
Rybniště	Děčín	decin/rybniste
Myslejovice	Prostějov	prostejov/myslejovice
Svatý Jan	Příbram	pribram/svaty-jan
Žichovice	Klatovy	klatovy/zichovice
Opatovec	Svitavy	svitavy/opatovec
Velatice	Brno-venkov	brno-venkov/velatice
Nový Jáchymov	Beroun	beroun/novy-jachymov
Lodhéřov	Jindřichův Hradec	jindrichuv-hradec/lodherov
Nebovidy	Kolín	kolin/nebovidy
Letiny	Plzeň-jih	plzen-jih/letiny
Bezvěrov	Plzeň-sever	plzen-sever/bezverov
Maleč	Havlíčkův Brod	havlickuv-brod/malec
Lovčice	Hradec Králové	hradec-kralove/lovcice
Bělá	Opava	opava/bela
Tuhaň	Mělník	melnik/tuhan
Lipnice nad Sázavou	Havlíčkův Brod	havlickuv-brod/lipnice-nad-sazavou
Malenovice	Frýdek-Místek	frydek-mistek/malenovice
Čížkov	Plzeň-jih	plzen-jih/cizkov
Blíževedly	Česká Lípa	ceska-lipa/blizevedly
Rasošky	Náchod	nachod/rasosky
Ostrov	Ústí nad Orlicí	usti-nad-orlici/ostrov
Chomutice	Jičín	jicin/chomutice
Leskovec	Vsetín	vsetin/leskovec
Podsedice	Litoměřice	litomerice/podsedice
Rozstání	Prostějov	prostejov/rozstani
Drahelčice	Praha-západ	praha-zapad/drahelcice
Havraň	Most	most/havran
Úsobí	Havlíčkův Brod	havlickuv-brod/usobi
Březník	Třebíč	trebic/breznik
Ločenice	České Budějovice	ceske-budejovice/locenice
Borotín	Tábor	tabor/borotin
Pernink	Karlovy Vary	karlovy-vary/pernink
Dobkovice	Děčín	decin/dobkovice
Hostěnice	Brno-venkov	brno-venkov/hostenice
Řepín	Mělník	melnik/repin
Pátek	Nymburk	nymburk/patek
Olbramice	Ostrava-město	ostrava-mesto/olbramice
Háje nad Jizerou	Semily	semily/haje-nad-jizerou
Červené Janovice	Kutná Hora	kutna-hora/cervene-janovice
Útušice	Plzeň-jih	plzen-jih/utusice
Jindřichovice pod Smrkem	Liberec	liberec/jindrichovice-pod-smrkem
Nová Ves nad Popelkou	Semily	semily/nova-ves-nad-popelkou
Orlické Podhůří	Ústí nad Orlicí	usti-nad-orlici/orlicke-podhuri
Louňovice pod Blaníkem	Benešov	benesov/lounovice-pod-blanikem
Lesnice	Šumperk	sumperk/lesnice
Stará Červená Voda	Jeseník	jesenik/stara-cervena-voda
Svor	Česká Lípa	ceska-lipa/svor
Benešov	Blansko	blansko/benesov
Rašovice	Vyškov	vyskov/rasovice
Novosedly nad Nežárkou	Jindřichův Hradec	jindrichuv-hradec/novosedly-nad-nezarkou
Osek	Strakonice	strakonice/osek
Domoušice	Louny	louny/domousice
Petrohrad	Louny	louny/petrohrad
Dolany	Náchod	nachod/dolany
Nespeky	Benešov	benesov/nespeky
Brázdim	Praha-východ	praha-vychod/brazdim
Nemile	Šumperk	sumperk/nemile
Jezernice	Přerov	prerov/jezernice
Lužany	Plzeň-jih	plzen-jih/luzany
Záměl	Rychnov nad Kněžnou	rychnov-nad-kneznou/zamel
Střílky	Kroměříž	kromeriz/strilky
Sudice	Opava	opava/sudice
Stará Lysá	Nymburk	nymburk/stara-lysa
Rohle	Šumperk	sumperk/rohle
Nebovidy	Brno-venkov	brno-venkov/nebovidy
Škrdlovice	Žďár nad Sázavou	zdar-nad-sazavou/skrdlovice
Lipno nad Vltavou	Český Krumlov	cesky-krumlov/lipno-nad-vltavou
Malovice	Prachatice	prachatice/malovice
Kateřinice	Nový Jičín	novy-jicin/katerinice
Troskotovice	Brno-venkov	brno-venkov/troskotovice
Srnojedy	Pardubice	pardubice/srnojedy
Chrášťany	Rakovník	rakovnik/chrastany
Smilovice	Mladá Boleslav	mlada-boleslav/smilovice
Dubnice	Česká Lípa	ceska-lipa/dubnice
Otvice	Chomutov	chomutov/otvice
Linhartice	Svitavy	svitavy/linhartice
Jinačovice	Brno-venkov	brno-venkov/jinacovice
Chvaleč	Trutnov	trutnov/chvalec
Malenice	Strakonice	strakonice/malenice
Oldřiš	Svitavy	svitavy/oldris
Tupadly	Kutná Hora	kutna-hora/tupadly
Jakubčovice nad Odrou	Nový Jičín	novy-jicin/jakubcovice-nad-odrou
Jiřetín pod Jedlovou	Děčín	decin/jiretin-pod-jedlovou
Bdeněves	Plzeň-sever	plzen-sever/bdeneves
Žďár nad Metují	Náchod	nachod/zdar-nad-metuji
Nechvalice	Příbram	pribram/nechvalice
Vojkovice	Karlovy Vary	karlovy-vary/vojkovice
Spešov	Blansko	blansko/spesov
Štáblovice	Opava	opava/stablovice
Hrubá Vrbka	Hodonín	hodonin/hruba-vrbka
Hvozd	Prostějov	prostejov/hvozd
Podluhy	Beroun	beroun/podluhy
Radošovice	Strakonice	strakonice/radosovice
Kladruby nad Labem	Pardubice	pardubice/kladruby-nad-labem
Bílý Újezd	Rychnov nad Kněžnou	rychnov-nad-kneznou/bily-ujezd
Višňová	Příbram	pribram/visnova
Brníčko	Šumperk	sumperk/brnicko
Krásná	Frýdek-Místek	frydek-mistek/krasna
Zvole	Žďár nad Sázavou	zdar-nad-sazavou/zvole
Zbýšov	Kutná Hora	kutna-hora/zbysov
Líšnice	Praha-západ	praha-zapad/lisnice
Roudnice	Hradec Králové	hradec-kralove/roudnice
Hejtmánkovice	Náchod	nachod/hejtmankovice
Němčičky	Břeclav	breclav/nemcicky
Dalečín	Žďár nad Sázavou	zdar-nad-sazavou/dalecin
Melč	Opava	opava/melc
Ústí	Vsetín	vsetin/usti
Dolní Přím	Hradec Králové	hradec-kralove/dolni-prim
Tasov	Žďár nad Sázavou	zdar-nad-sazavou/tasov
Nová Ves u Nového Města na Moravě	Žďár nad Sázavou	zdar-nad-sazavou/nova-ves-u-noveho-mesta-na-morave
Bílé Podolí	Kutná Hora	kutna-hora/bile-podoli
Ejpovice	Rokycany	rokycany/ejpovice
Sázava	Žďár nad Sázavou	zdar-nad-sazavou/sazava
Jíloviště	Praha-západ	praha-zapad/jiloviste
Žižice	Kladno	kladno/zizice
Božejov	Pelhřimov	pelhrimov/bozejov
Rohozná	Svitavy	svitavy/rohozna
Štítary	Znojmo	znojmo/stitary
Pržno	Vsetín	vsetin/przno
Loučany	Olomouc	olomouc/loucany
Prusy-Boškůvky	Vyškov	vyskov/prusy-boskuvky
Úžice	Kutná Hora	kutna-hora/uzice
Slavče	České Budějovice	ceske-budejovice/slavce
Hřivice	Louny	louny/hrivice
Lučice	Havlíčkův Brod	havlickuv-brod/lucice
Větrný Jeníkov	Jihlava	jihlava/vetrny-jenikov
Kublov	Beroun	beroun/kublov
Mrsklesy	Olomouc	olomouc/mrsklesy
Zlobice	Kroměříž	kromeriz/zlobice
Obořiště	Příbram	pribram/oboriste
Krušovice	Rakovník	rakovnik/krusovice
Kařez	Rokycany	rokycany/karez
Přepychy	Rychnov nad Kněžnou	rychnov-nad-kneznou/prepychy
Suchdol	Prostějov	prostejov/suchdol
Trnava	Třebíč	trebic/trnava
Rovečné	Žďár nad Sázavou	zdar-nad-sazavou/rovecne
Všejany	Mladá Boleslav	mlada-boleslav/vsejany
Kunovice	Vsetín	vsetin/kunovice
Pec pod Sněžkou	Trutnov	trutnov/pec-pod-snezkou
Krahulčí	Jihlava	jihlava/krahulci
Dolní Rožínka	Žďár nad Sázavou	zdar-nad-sazavou/dolni-rozinka
Stará Ves	Přerov	prerov/stara-ves
Lužná	Vsetín	vsetin/luzna
Semanín	Ústí nad Orlicí	usti-nad-orlici/semanin
Bratrušov	Šumperk	sumperk/bratrusov
Podhorní Újezd a Vojice	Jičín	jicin/podhorni-ujezd-a-vojice
Čtyřkoly	Benešov	benesov/ctyrkoly
Budiměřice	Nymburk	nymburk/budimerice
Okrouhlo	Praha-západ	praha-zapad/okrouhlo
Lipí	České Budějovice	ceske-budejovice/lipi
Hrobce	Litoměřice	litomerice/hrobce
Lovčičky	Vyškov	vyskov/lovcicky
Chodouň	Beroun	beroun/chodoun
Bojanov	Chrudim	chrudim/bojanov
Rychnovek	Náchod	nachod/rychnovek
Hradčany	Brno-venkov	brno-venkov/hradcany
Mikulovice	Znojmo	znojmo/mikulovice
Stará Říše	Jihlava	jihlava/stara-rise
Lhota	Kladno	kladno/lhota
Klenovice	Tábor	tabor/klenovice
Ryžoviště	Bruntál	bruntal/ryzoviste
Újezd	Beroun	beroun/ujezd
Polepy	Kolín	kolin/polepy
Letkov	Plzeň-město	plzen-mesto/letkov
Jevišovka	Břeclav	breclav/jevisovka
Blatec	Olomouc	olomouc/blatec
Hnojice	Olomouc	olomouc/hnojice
Vyžlovka	Praha-východ	praha-vychod/vyzlovka
Petrov	Praha-západ	praha-zapad/petrov
Hořepník	Pelhřimov	pelhrimov/horepnik
Hlavnice	Opava	opava/hlavnice
Klínec	Praha-západ	praha-zapad/klinec
České Libchavy	Ústí nad Orlicí	usti-nad-orlici/ceske-libchavy
Dolní Lhota	Zlín	zlin/dolni-lhota
Vojkovice	Frýdek-Místek	frydek-mistek/vojkovice
Nečtiny	Plzeň-sever	plzen-sever/nectiny
Petrovice	Blansko	blansko/petrovice
Kyšice	Kladno	kladno/kysice
Cvrčovice	Brno-venkov	brno-venkov/cvrcovice
Zdechovice	Pardubice	pardubice/zdechovice
Horní Třešňovec	Ústí nad Orlicí	usti-nad-orlici/horni-tresnovec
Životice u Nového Jičína	Nový Jičín	novy-jicin/zivotice-u-noveho-jicina
Chodouny	Litoměřice	litomerice/chodouny
Rymice	Kroměříž	kromeriz/rymice
Dešná	Jindřichův Hradec	jindrichuv-hradec/desna
Stárkov	Náchod	nachod/starkov
Pluhův Žďár	Jindřichův Hradec	jindrichuv-hradec/pluhuv-zdar
Zbyslavice	Ostrava-město	ostrava-mesto/zbyslavice
Měník	Hradec Králové	hradec-kralove/menik
Sebranice	Blansko	blansko/sebranice
Pištín	České Budějovice	ceske-budejovice/pistin
Klopina	Šumperk	sumperk/klopina
Bukovany	Olomouc	olomouc/bukovany
Liboš	Olomouc	olomouc/libos
Skalice nad Svitavou	Blansko	blansko/skalice-nad-svitavou
Kovalovice	Brno-venkov	brno-venkov/kovalovice
Malý Beranov	Jihlava	jihlava/maly-beranov
Horní Dunajovice	Znojmo	znojmo/horni-dunajovice
Čečelice	Mělník	melnik/cecelice
Pavlov	Šumperk	sumperk/pavlov
Žihobce	Klatovy	klatovy/zihobce
Kunratice u Cvikova	Česká Lípa	ceska-lipa/kunratice-u-cvikova
Koštice	Louny	louny/kostice
Horní Bezděkov	Kladno	kladno/horni-bezdekov
Tatce	Kolín	kolin/tatce
Všeň	Semily	semily/vsen
Rusava	Kroměříž	kromeriz/rusava
Vrchoslavice	Prostějov	prostejov/vrchoslavice
Šumná	Znojmo	znojmo/sumna
Soběkury	Plzeň-jih	plzen-jih/sobekury
Prackovice nad Labem	Litoměřice	litomerice/prackovice-nad-labem
Horní Dubenky	Jihlava	jihlava/horni-dubenky
Moravec	Žďár nad Sázavou	zdar-nad-sazavou/moravec
Božičany	Karlovy Vary	karlovy-vary/bozicany
Travčice	Litoměřice	litomerice/travcice
Slavkov pod Hostýnem	Kroměříž	kromeriz/slavkov-pod-hostynem
Jestřebí	Šumperk	sumperk/jestrebi
Pičín	Příbram	pribram/picin
Střeň	Olomouc	olomouc/stren
Hrabová	Šumperk	sumperk/hrabova
Tuněchody	Chrudim	chrudim/tunechody
Svinaře	Beroun	beroun/svinare
Čestlice	Praha-východ	praha-vychod/cestlice
Lukavice	Rychnov nad Kněžnou	rychnov-nad-kneznou/lukavice
Stránecká Zhoř	Žďár nad Sázavou	zdar-nad-sazavou/stranecka-zhor
Potěhy	Kutná Hora	kutna-hora/potehy
Kounov	Rakovník	rakovnik/kounov
Lipová	Děčín	decin/lipova
Rohov	Opava	opava/rohov
Prasek	Hradec Králové	hradec-kralove/prasek
Vranovice-Kelčice	Prostějov	prostejov/vranovice-kelcice
Domašov	Brno-venkov	brno-venkov/domasov
Jakubov u Moravských Budějovic	Třebíč	trebic/jakubov-u-moravskych-budejovic
Bohutice	Znojmo	znojmo/bohutice
Láz	Příbram	pribram/laz
Ketkovice	Brno-venkov	brno-venkov/ketkovice
Mysločovice	Zlín	zlin/myslocovice
Soběchleby	Přerov	prerov/sobechleby
Mistrovice	Ústí nad Orlicí	usti-nad-orlici/mistrovice
Těchonín	Ústí nad Orlicí	usti-nad-orlici/techonin
Koleč	Kladno	kladno/kolec
Kořenice	Kolín	kolin/korenice
Lahošť	Teplice	teplice/lahost
Příbram na Moravě	Brno-venkov	brno-venkov/pribram-na-morave
