OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
3204	539937	Skašov	1	1	815	80	Ludmila Šrámková (Týmlová), nezávislý kandidát	Ludmila Šrámková (Týmlová), NK	NK	1	080	34	28.88	0
3204	539937	Skašov	1	2	816	80	Vladimír Tolar, nezávislý kandidát	Vladimír Tolar, NK	NK	1	080	110	93.44	1
3204	539937	Skašov	1	3	820	80	Tomáš Vondrovic, nezávislý kandidát	Tomáš Vondrovic, NK	NK	1	080	25	21.23	0
3204	539937	Skašov	1	4	810	80	Pavel Mixán, nezávislý kandidát	Pavel Mixán, NK	NK	1	080	2	1.69	0
3204	539937	Skašov	1	5	819	80	Tomáš Urban, nezávislý kandidát	Tomáš Urban, NK	NK	1	080	5	4.24	0
3204	539937	Skašov	1	6	817	80	Luboš Tříska, nezávislý kandidát	Luboš Tříska, NK	NK	1	080	55	46.72	0
3204	539937	Skašov	1	7	801	80	Jan Baumruk, nezávislý kandidát	Jan Baumruk, NK	NK	1	080	88	74.75	1
3204	539937	Skašov	1	8	813	80	Lenka Šertlová, nezávislý kandidát	Lenka Šertlová, NK	NK	1	080	24	20.38	0
3204	539937	Skašov	1	9	814	80	Karel Šrámek, nezávislý kandidát	Karel Šrámek, NK	NK	1	080	84	71.35	1
3204	539937	Skašov	1	10	821	80	Jiří Žežulka, nezávislý kandidát	Jiří Žežulka, NK	NK	1	080	59	50.12	1
3204	539937	Skašov	1	11	809	80	Petr Hůrka, nezávislý kandidát	Petr Hůrka, NK	NK	1	080	9	7.64	0
3204	539937	Skašov	1	12	805	80	Martin Fiala, nezávislý kandidát	Martin Fiala, NK	NK	1	080	89	75.6	1
3204	539937	Skašov	1	13	808	80	Jan Hořejší, nezávislý kandidát	Jan Hořejší, NK	NK	1	080	12	10.19	0
3204	539937	Skašov	1	14	802	80	Jaroslava Boudová, nezávislý kandidát	Jaroslava Boudová, NK	NK	1	080	71	60.31	1
3204	539937	Skašov	1	15	806	80	Pavel Heřman, nezávislý kandidát	Pavel Heřman, NK	NK	1	080	10	8.49	0
3204	539937	Skašov	1	16	818	80	Vladimír Týml, nezávislý kandidát	Vladimír Týml, NK	NK	1	080	18	15.29	0
3204	539937	Skašov	1	17	807	80	Václav Hlavanič, nezávislý kandidát	Václav Hlavanič, NK	NK	1	080	20	16.99	0
3204	539937	Skašov	1	18	812	80	Martin Šertl, nezávislý kandidát	Martin Šertl, NK	NK	1	080	20	16.99	0
3204	539937	Skašov	1	19	811	80	Radek Přibáň, nezávislý kandidát	Radek Přibáň, NK	NK	1	080	76	64.56	1
3204	539937	Skašov	1	20	803	80	Ladislav Brand, nezávislý kandidát	Ladislav Brand, NK	NK	1	080	5	4.24	0
3204	539937	Skašov	1	21	804	80	Roman Bubeníček, nezávislý kandidát	Roman Bubeníček, NK	NK	1	080	8	6.79	0
