OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5201	570508	Nový Bydžov	1	1	88	88	NEZÁVISLÍ	NEZÁVISLÍ	NEZ	1	088	5914	11.63	3
5201	570508	Nový Bydžov	1	2	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	6023	11.84	4
5201	570508	Nový Bydžov	1	3	768	768	ANO 2011	ANO 2011	ANO 2011	1	768	3579	7.04	2
5201	570508	Nový Bydžov	1	4	480	480	Sdružení nezávislých kandidátů a TOP 09	Sdružení nez. kan. a TOP 09		2	080,721	4070	8	2
5201	570508	Nový Bydžov	1	5	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	10209	20.08	6
5201	570508	Nový Bydžov	1	6	407	407	SOS pro Nový Bydžov	SOS pro Nový Bydžov		2	080,103	4100	8.06	2
5201	570508	Nový Bydžov	1	7	166	166	STAROSTOVÉ A NEZÁVISLÍ	STAROSTOVÉ A NEZÁVISLÍ	STAN	1	166	2385	4.69	0
5201	570508	Nový Bydžov	1	8	714	714	Strana svobodných občanů	Svobodní	Svobodní	1	714	3280	7.01	2
5201	570508	Nový Bydžov	1	9	510	510	Změna pro Nový Bydžov	Změna pro Nový Bydžov		2	080,771	2418	5.4	1
5201	570508	Nový Bydžov	1	10	113	113	Volba pro město	Volba pro město	VPM	1	113	4479	8.81	2
5201	570508	Nový Bydžov	1	11	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	2868	5.64	1
5201	570508	Nový Bydžov	1	12	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	1512	3.23	0
