OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
4101	1	1	538795	Krásná	0	1	7	574	krasna
4101	1	1	538817	Podhradí	0	1	7	200	podhradi
4101	1	1	538868	Pomezí nad Ohří	0	1	7	262	pomezi-nad-ohri
4101	1	1	538906	Milíkov	0	1	5	288	milikov
4101	1	1	538922	Okrouhlá	0	1	7	251	okrouhla
4101	1	1	539023	Třebeň	0	1	9	391	treben
4101	1	1	539074	Vojtanov	0	1	7	220	vojtanov
4101	1	1	539112	Stará Voda	0	1	9	476	stara-voda
4101	1	1	539279	Velká Hleďsebe	0	1	15	2271	velka-hledsebe
4101	1	1	539376	Vlkovice	0	1	7	119	vlkovice
4101	1	1	539431	Zádub-Závišín	0	1	9	340	zadub-zavisin
4101	1	1	539473	Ovesné Kladruby	0	1	7	121	ovesne-kladruby
4101	1	1	539481	Valy	0	1	7	480	valy
4101	1	1	539538	Prameny	0	1	9	102	prameny
4101	1	1	539554	Odrava	0	1	7	256	odrava
4101	1	1	539619	Tuřany	0	1	5	147	turany
4101	1	2	554481	Cheb	0	1	30	32171	cheb
4101	1	2	554499	Aš	0	1	23	13245	as
4101	1	1	554502	Dolní Žandov	0	1	9	1207	dolni-zandov
4101	1	1	554511	Drmoul	0	1	9	986	drmoul
4101	1	2	554529	Františkovy Lázně	0	1	11	5501	frantiskovy-lazne
4101	1	1	554545	Hazlov	0	1	9	1526	hazlov
4101	1	2	554553	Hranice	0	1	15	2098	hranice
4101	1	1	554596	Křižovatka	0	1	7	273	krizovatka
4101	1	2	554600	Lázně Kynžvart	0	1	9	1460	lazne-kynzvart
4101	1	1	554618	Libá	0	1	9	741	liba
4101	1	1	554626	Lipová	0	1	11	725	lipova
4101	1	2	554634	Luby	0	1	9	2128	luby
4101	1	2	554642	Mariánské Lázně	0	1	21	12970	marianske-lazne
4101	1	1	554651	Milhostov	0	1	7	323	milhostov
4101	1	1	554677	Mnichov	0	1	9	399	mnichov
4101	1	1	554693	Nebanice	0	1	7	341	nebanice
4101	1	1	554707	Nový Kostel	0	1	7	496	novy-kostel
4101	1	2	554740	Plesná	0	1	9	1974	plesna
4101	1	2	554812	Skalná	0	1	15	1938	skalna
4101	1	1	554855	Trstěnice	0	1	9	378	trstenice
4101	1	1	554880	Tři Sekery	0	1	11	933	tri-sekery
4101	1	2	555631	Teplá	0	1	15	2941	tepla
4101	1	1	577979	Poustka	0	1	7	153	poustka
4101	1	1	578002	Velký Luh	0	1	7	158	velky-luh
