OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6207	594989	Tulešice	1	1	802	80	DAGMAR ČEPEROVÁ	DAGMAR ČEPEROVÁ	NK	1	080			
6207	594989	Tulešice	1	2	810	80	TOMÁŠ MLČOCH	TOMÁŠ MLČOCH	NK	1	080			
6207	594989	Tulešice	1	3	811	80	MARKÉTA KORÁBKOVÁ	MARKÉTA KORÁBKOVÁ	NK	1	080			
6207	594989	Tulešice	1	4	812	80	MARCELA ŠLEZINGEROVÁ	MARCELA ŠLEZINGEROVÁ	NK	1	080			
6207	594989	Tulešice	1	5	806	80	ONDŘEJ DOLEŽAL	ONDŘEJ DOLEŽAL	NK	1	080			
6207	594989	Tulešice	1	6	804	80	MICHAL VONDRUŠKA	MICHAL VONDRUŠKA	NK	1	080			
6207	594989	Tulešice	1	7	808	80	LADISLAV VONDRÁK	LADISLAV VONDRÁK	NK	1	080			
6207	594989	Tulešice	1	8	801	80	MILOŠ CHALOUPKA	MILOŠ CHALOUPKA	NK	1	080			
6207	594989	Tulešice	1	9	809	80	LUBOMÍR VALDA	LUBOMÍR VALDA	NK	1	080			
6207	594989	Tulešice	1	10	807	80	JAN ROZMAHEL	JAN ROZMAHEL	NK	1	080			
6207	594989	Tulešice	1	11	805	80	JAN PAZDERA	JAN PAZDERA	NK	1	080			
6207	594989	Tulešice	1	12	803	80	ADOLF ROZMAHEL	ADOLF ROZMAHEL	NK	1	080			
