OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5101	561398	Bezděz	1	1	901	90	NEZÁVISLOST	NEZÁVISLOST	N	1	080	876	89.47	7
5101	561398	Bezděz	1	2	801	80	Jiří Hampl, nezávislý kandidát	Jiří Hampl, NK	NK	1	080	48	34.32	0
5101	561398	Bezděz	1	3	802	80	ing. Bohdana Plačková, nezávislý kandidát	ing. Bohdana Plačková, NK	NK	1	080	55	39.32	0
