OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6104	550370	Pokojovice	1	1	803	80	Ing. Vladimír Krutiš, Ph.D.	Ing. Vladimír Krutiš, Ph.D.	NK	1	080	56	102.61	1
6104	550370	Pokojovice	1	2	809	80	Milan Novák	Milan Novák	NK	1	080	22	40.31	0
6104	550370	Pokojovice	1	3	804	80	Tomáš Dokulil	Tomáš Dokulil	NK	1	080	33	60.47	1
6104	550370	Pokojovice	1	4	801	80	Stanislav Kousal	Stanislav Kousal	NK	1	080	35	64.13	1
6104	550370	Pokojovice	1	5	802	80	Aleš Bárta	Aleš Bárta	NK	1	080	43	78.79	1
6104	550370	Pokojovice	1	6	810	80	Pavel Novák	Pavel Novák	NK	1	080	28	51.3	0
6104	550370	Pokojovice	1	7	806	80	Libor Pekárek	Libor Pekárek	NK	1	080	46	84.29	1
6104	550370	Pokojovice	1	8	805	80	Ivana Tunková	Ivana Tunková	NK	1	080	48	87.95	1
6104	550370	Pokojovice	1	9	807	80	Vladimír Bobek	Vladimír Bobek	NK	1	080	32	58.63	0
6104	550370	Pokojovice	1	10	808	80	Petr Vlk	Petr Vlk	NK	1	080	39	71.46	1
