OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5302	575259	Labské Chrčice	1	1	807	80	Miroslav Kmoníček, nezávislý kandidát	Miroslav Kmoníček, NK	NK	1	080	23	32.72	0
5302	575259	Labské Chrčice	1	2	801	80	Ivana Jilemnická, nezávislý kandidát	Ivana Jilemnická, NK	NK	1	080	23	32.72	0
5302	575259	Labské Chrčice	1	3	901	90	Sdružení nezávislých kandidátů	Sdružení nezávislých kandidátů	SNK	1	080	312	63.41	7
5302	575259	Labské Chrčice	1	4	808	80	Ladislav Hajn, nezávislý kandidát	Ladislav Hajn, NK	NK	1	080	21	29.87	0
5302	575259	Labské Chrčice	1	5	802	80	Petr Mazáč, nezávislý kandidát	Petr Mazáč, NK	NK	1	080	26	36.99	0
5302	575259	Labské Chrčice	1	6	803	80	Marie Pithartová, nezávislý kandidát	Marie Pithartová, NK	NK	1	080	31	44.1	0
5302	575259	Labské Chrčice	1	7	806	80	Luboš Musil, nezávislý kandidát	Luboš Musil, NK	NK	1	080	12	17.07	0
5302	575259	Labské Chrčice	1	8	805	80	Jan Benda, nezávislý kandidát	Jan Benda, NK	NK	1	080	15	21.34	0
5302	575259	Labské Chrčice	1	9	804	80	Jindřich Tecl, nezávislý kandidát	Jindřich Tecl, NK	NK	1	080	29	41.26	0
