OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
3107	530042	Katov	1	1	806	80	Michaela Králová	Michaela Králová	NK	1	080			
3107	530042	Katov	1	2	801	80	Jiří Nedvěd	Jiří Nedvěd	NK	1	080			
3107	530042	Katov	1	3	807	80	Petra Šašková	Petra Šašková	NK	1	080			
3107	530042	Katov	1	4	805	80	Jan Vyhlídka	Jan Vyhlídka	NK	1	080			
3107	530042	Katov	1	5	809	80	Iveta Brožková	Iveta Brožková	NK	1	080			
3107	530042	Katov	1	6	811	80	František Semrád	František Semrád	NK	1	080			
3107	530042	Katov	1	7	802	80	Veronika Švejdová	Veronika Švejdová	NK	1	080			
3107	530042	Katov	1	8	804	80	Marcela Procházková Dvořáková	Marcela Procházková Dvořáková	NK	1	080			
3107	530042	Katov	1	9	810	80	Karel Mleziva	Karel Mleziva	NK	1	080			
3107	530042	Katov	1	10	803	80	Milan Přibyl	Milan Přibyl	NK	1	080			
3107	530042	Katov	1	11	808	80	Petr Šašek	Petr Šašek	NK	1	080			
3107	549631	Nadějkov	1	1	901	90	Nadějkovsko	Nadějkovsko	SNK	1	080			
3107	549631	Nadějkov	1	2	355	355	Nezávislí kandidáti s podporou KDU-ČSL	NK s podporou KDU-ČSL	KDU-ČSL+NK	2	001,080			
3107	551601	Turovec	1	1	902	90	NEZÁVISLÝ TUROVEC	NEZÁVISLÝ TUROVEC	SNK	1	080			
3107	551601	Turovec	1	2	901	90	Sdružení nezávislých kandidátů Turovec 2022	SNK Turovec 2022	SNK	1	080			
3107	552046	Tábor	1	1	768	768	ANO 2011	ANO 2011	ANO	1	768			
3107	552046	Tábor	1	2	136	136	Tábor 2020	Tábor 2020	T2020	1	136			
3107	552046	Tábor	1	3	720	720	Česká pirátská strana	Česká pirátská strana	Piráti	1	720			
3107	552046	Tábor	1	4	1505	1505	ŠANCE pro TÁBOR (ČSSD, SPD, KSČM, nezávislí)	ŠANCE pro TÁBOR	ČSSDKSČMSPDNK	4	007,047,080,1114			
3107	552046	Tábor	1	5	687	687	SPOLEČNĚ PRO TÁBOR	SPOLEČNĚ PRO TÁBOR	ODS+TOP 09	2	053,721			
