OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2101	530867	Veliš	1	1	808	80	Pavel Kocourek, nezávislý kandidát	Pavel Kocourek, NK	NK	1	080	73	57.27	1
2101	530867	Veliš	1	2	809	80	Petr Mach, nezávislý kandidát	Petr Mach, NK	NK	1	080	96	75.32	1
2101	530867	Veliš	1	3	805	80	Jiří Lupač, nezávislý kandidát	Jiří Lupač, NK	NK	1	080	66	51.78	0
2101	530867	Veliš	1	4	806	80	Josef Buchal, nezávislý kandidát	Josef Buchal, NK	NK	1	080	104	81.6	1
2101	530867	Veliš	1	5	804	80	Pavel Dvořák, nezávislý kandidát	Pavel Dvořák, NK	NK	1	080	138	108.28	1
2101	530867	Veliš	1	6	811	80	Josef Bureš, nezávislý kandidát	Josef Bureš, NK	NK	1	080	101	79.25	1
2101	530867	Veliš	1	7	807	80	Jiří Kakos, nezávislý kandidát	Jiří Kakos, NK	NK	1	080	64	50.21	0
2101	530867	Veliš	1	8	810	80	Martin Kocourek, nezávislý kandidát	Martin Kocourek, NK	NK	1	080	101	79.25	1
2101	530867	Veliš	1	9	803	80	Josef Pěkný, nezávislý kandidát	Josef Pěkný, NK	NK	1	080	56	43.94	0
2101	530867	Veliš	1	10	802	80	Pavel Brabenec, nezávislý kandidát	Pavel Brabenec, NK	NK	1	080	26	20.4	0
2101	530867	Veliš	1	11	801	80	Jaroslav Sedláček, nezávislý kandidát	Jaroslav Sedláček, NK	NK	1	080	119	93.37	1
2101	530867	Veliš	1	12	901	90	"""Sdružení nezávislých kandidátů"""	Sdružení nezávislých kandidátů	SNK	1	080	203	31.85	2
