OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2111	539911	Příbram	1	1	119	119	Unie pro sport a zdraví-politické hnutí	Unie pro sport a zdraví-pol.hn	USZ	1	119	6851	2.63	0
2111	539911	Příbram	1	2	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	86272	33.13	11
2111	539911	Příbram	1	3	413	413	Unie pro Příbram	Unie pro Příbram		2	080,102	9344	3.58	0
2111	539911	Příbram	1	4	181	181	Nestraníci	Nestraníci	Nestran.	1	181	5560	2.13	0
2111	539911	Příbram	1	5	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	12566	4.82	0
2111	539911	Příbram	1	6	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	62290	23.92	8
2111	539911	Příbram	1	7	428	428	Změna pro Příbram	Změna pro Příbram		2	080,133	10473	4.02	0
2111	539911	Příbram	1	8	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	35518	13.64	4
2111	539911	Příbram	1	9	129	129	SNK Evropští demokraté	SNK Evropští demokraté	SNK ED	1	129	19819	7.61	2
2111	539911	Příbram	1	10	5	5	Strana zelených	Strana zelených	SZ	1	005	11637	4.47	0
