OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
7105	1	2	523704	Šumperk	0	1	27	27492	sumperk
7105	1	2	541354	Zábřeh	0	1	21	14033	zabreh
7105	1	2	540471	Mohelnice	0	1	21	9615	mohelnice
7105	1	1	539961	Libina	0	1	15	3506	libina
7105	1	2	535532	Hanušovice	0	1	15	3448	hanusovice
7105	1	1	540862	Rapotín	0	1	15	3252	rapotin
7105	1	1	540773	Postřelmov	0	1	15	3227	postrelmov
7105	1	1	525588	Bludov	0	1	15	3181	bludov
7105	1	1	540501	Nový Malín	0	1	15	3172	novy-malin
7105	1	2	540196	Loštice	0	1	15	3060	lostice
7105	1	1	541265	Velké Losiny	0	1	15	2765	velke-losiny
7105	1	1	540978	Ruda nad Moravou	0	1	15	2651	ruda-nad-moravou
7105	1	1	569445	Vikýřovice	0	1	15	2236	vikyrovice
7105	1	2	541168	Štíty	0	1	15	2031	stity
7105	1	2	541079	Staré Město	0	1	15	1879	stare-mesto
7105	1	1	540226	Loučná nad Desnou	0	1	11	1809	loucna-nad-desnou
7105	1	1	525804	Bohdíkov	0	1	15	1415	bohdikov
7105	1	1	540544	Oskava	0	1	15	1410	oskava
7105	1	1	536521	Jindřichov	0	1	9	1372	jindrichov
7105	1	1	553379	Dolní Studénky	0	1	15	1307	dolni-studenky
7105	1	1	537713	Leština	0	1	15	1274	lestina
7105	1	1	540480	Moravičany	0	1	9	1244	moravicany
7105	1	1	540986	Sobotín	0	1	11	1243	sobotin
7105	1	2	541222	Úsov	0	1	15	1218	usov
7105	1	1	500020	Petrov nad Desnou	0	1	11	1173	petrov-nad-desnou
7105	1	1	541109	Sudkov	0	1	15	1156	sudkov
7105	1	1	540510	Olšany	0	1	11	1111	olsany
7105	1	1	534927	Dubicko	0	1	15	1070	dubicko
7105	1	1	540234	Lukavice	0	1	15	934	lukavice
7105	1	1	536091	Hrabišín	0	1	9	865	hrabisin
7105	1	1	525979	Bohutín	0	1	7	809	bohutin
7105	1	1	541478	Zvole	0	1	9	768	zvole
7105	1	1	536733	Kolšov	0	1	7	763	kolsov
7105	1	1	540919	Rovensko	0	1	9	756	rovensko
7105	1	1	540650	Písařov	0	1	9	711	pisarov
7105	1	1	536288	Jedlí	0	1	9	694	jedli
7105	1	1	540871	Rohle	0	1	9	677	rohle
7105	1	1	537284	Lesnice	0	1	9	636	lesnice
7105	1	1	536687	Klopina	0	1	9	633	klopina
7105	1	1	530727	Brníčko	0	1	7	627	brnicko
7105	1	1	540609	Pavlov	0	1	11	618	pavlov
7105	1	1	553476	Nemile	0	1	7	614	nemile
7105	1	1	536393	Jestřebí	0	1	7	586	jestrebi
7105	1	1	569305	Chromeč	0	1	9	583	chromec
7105	1	1	540331	Malá Morava	0	1	9	580	mala-morava
7105	1	1	569437	Bratrušov	0	1	9	573	bratrusov
7105	1	1	536571	Kamenná	0	1	9	547	kamenna
7105	1	1	553221	Hrabová	0	1	11	520	hrabova
7105	1	1	525880	Bohuslavice	0	1	9	509	bohuslavice
7105	1	1	533688	Dlouhomilov	0	1	7	489	dlouhomilov
7105	1	1	540854	Rájec	0	1	7	470	rajec
7105	1	1	541125	Svébohov	0	1	7	440	svebohov
7105	1	1	535885	Hoštejn	0	1	9	436	hostejn
7105	1	1	532894	Bušín	0	1	7	431	busin
7105	1	1	569381	Mírov	0	1	7	420	mirov
7105	1	1	540366	Maletín	0	1	9	369	maletin
7105	1	1	535770	Horní Studénky	0	1	7	361	horni-studenky
7105	1	1	553336	Třeština	0	1	7	354	trestina
7105	1	1	553352	Postřelmůvek	0	1	7	342	postrelmuvek
7105	1	1	570141	Drozdov	0	1	7	340	drozdov
7105	1	1	540595	Palonín	0	1	7	335	palonin
7105	1	1	536814	Kosov	0	1	7	305	kosov
7105	1	1	540161	Líšnice	0	1	7	303	lisnice
7105	1	1	526169	Branná	0	1	7	290	branna
7105	1	1	553247	Kopřivná	0	1	5	290	koprivna
7105	1	1	570338	Zborov	0	1	7	224	zborov
7105	1	1	540731	Police	0	1	7	223	police
7105	1	1	570095	Vyšehoří	0	1	7	215	vysehori
7105	1	1	553344	Jakubovice	0	1	7	195	jakubovice
7105	1	1	569372	Krchleby	0	1	7	195	krchleby
7105	1	1	554146	Vernířovice	0	1	7	194	vernirovice
7105	1	1	536113	Hynčina	0	1	7	192	hyncina
7105	1	1	553395	Rejchartice	0	1	7	192	rejchartice
7105	1	1	570281	Stavenice	0	1	7	149	stavenice
7105	1	1	553387	Hraběšice	0	1	7	126	hrabesice
7105	1	1	553191	Vikantice	0	1	7	89	vikantice
7105	1	1	553212	Janoušov	0	1	7	51	janousov
7105	1	1	570117	Šléglov	0	1	9	32	sleglov
