OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
7102	500496	Olomouc	1	1	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	5024	10.4	1
7102	500496	Olomouc	1	2	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	4567	9.45	1
7102	500496	Olomouc	1	3	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	10516	21.77	2
7102	500496	Olomouc	1	4	461	461	SPOLEČNĚ PRO OLOMOUC	SPOLEČNĚ PRO OLOMOUC		2	080,163	2551	5.28	0
7102	500496	Olomouc	1	5	5	5	Strana zelených	Strana zelených	SZ	1	005	3478	7.2	0
7102	500496	Olomouc	1	6	620	620	Koalice SOS, SNK ED, Z	Koalice SOS, SNK ED, Z		3	103,129,177	2801	5.79	0
7102	500496	Olomouc	1	7	83	83	Moravané	Moravané	M	1	083	78	0.36	0
7102	500496	Olomouc	1	8	172	172	NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný)	NEZ.DEMOKRATÉ(předs.V.Železný)	NEZ/DEM	1	172	542	1.12	0
7102	500496	Olomouc	1	9	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	18671	38.65	5
7102	500496	Olomouc	1	10	127	127	Republikáni Miroslava Sládka	Republikáni Miroslava Sládka	RMS	1	127	73	0.22	0
7102	500496	Olomouc	2	1	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	16487	29.89	4
7102	500496	Olomouc	2	2	620	620	Koalice SOS, SNK ED, Z	Koalice SOS, SNK ED, Z		3	103,129,177	1892	3.43	0
7102	500496	Olomouc	2	3	461	461	SPOLEČNĚ PRO OLOMOUC	SPOLEČNĚ PRO OLOMOUC		2	080,163	2749	4.98	0
7102	500496	Olomouc	2	4	5	5	Strana zelených	Strana zelených	SZ	1	005	3256	5.9	0
7102	500496	Olomouc	2	5	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	6267	11.36	1
7102	500496	Olomouc	2	6	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	19779	35.86	4
7102	500496	Olomouc	2	7	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	3724	6.75	0
7102	500496	Olomouc	2	8	83	83	Moravané	Moravané	M	1	083	242	0.78	0
7102	500496	Olomouc	2	9	172	172	NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný)	NEZ.DEMOKRATÉ(předs.V.Železný)	NEZ/DEM	1	172	602	1.09	0
7102	500496	Olomouc	2	10	127	127	Republikáni Miroslava Sládka	Republikáni Miroslava Sládka	RMS	1	127	155	0.5	0
7102	500496	Olomouc	3	1	127	127	Republikáni Miroslava Sládka	Republikáni Miroslava Sládka	RMS	1	127	121	0.51	0
7102	500496	Olomouc	3	2	83	83	Moravané	Moravané	M	1	083	168	1.18	0
7102	500496	Olomouc	3	3	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	14673	34.54	4
7102	500496	Olomouc	3	4	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	3315	7.8	1
7102	500496	Olomouc	3	5	5	5	Strana zelených	Strana zelených	SZ	1	005	2665	6.27	0
7102	500496	Olomouc	3	6	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	5430	12.78	1
7102	500496	Olomouc	3	7	461	461	SPOLEČNĚ PRO OLOMOUC	SPOLEČNĚ PRO OLOMOUC		2	080,163	2404	5.66	0
7102	500496	Olomouc	3	8	620	620	Koalice SOS, SNK ED, Z	Koalice SOS, SNK ED, Z		3	103,129,177	2290	5.39	0
7102	500496	Olomouc	3	9	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	10761	25.33	3
7102	500496	Olomouc	3	10	172	172	NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný)	NEZ.DEMOKRATÉ(předs.V.Železný)	NEZ/DEM	1	172	643	1.51	0
7102	500496	Olomouc	4	1	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	16546	35.59	4
7102	500496	Olomouc	4	2	461	461	SPOLEČNĚ PRO OLOMOUC	SPOLEČNĚ PRO OLOMOUC		2	080,163	3120	6.71	0
7102	500496	Olomouc	4	3	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	10922	23.49	3
