label	okres	value
Heraltice	Třebíč	trebic/heraltice
Lipník	Třebíč	trebic/lipnik
Horní Studénky	Šumperk	sumperk/horni-studenky
Svojetín	Rakovník	rakovnik/svojetin
Kosičky	Hradec Králové	hradec-kralove/kosicky
Výrava	Hradec Králové	hradec-kralove/vyrava
Božanov	Náchod	nachod/bozanov
Libňatov	Trutnov	trutnov/libnatov
Brusné	Kroměříž	kromeriz/brusne
Chomýž	Kroměříž	kromeriz/chomyz
Jenčice	Litoměřice	litomerice/jencice
Svaté Pole	Příbram	pribram/svate-pole
Velké Petrovice	Náchod	nachod/velke-petrovice
Suchovršice	Trutnov	trutnov/suchovrsice
Nechvalín	Hodonín	hodonin/nechvalin
Budkov	Třebíč	trebic/budkov
Bříství	Nymburk	nymburk/bristvi
Svéradice	Klatovy	klatovy/sveradice
Děčany	Litoměřice	litomerice/decany
Bořislav	Teplice	teplice/borislav
Blatnice	Třebíč	trebic/blatnice
Otín	Žďár nad Sázavou	zdar-nad-sazavou/otin
Bělá u Jevíčka	Svitavy	svitavy/bela-u-jevicka
Buk	Přerov	prerov/buk
Vitín	České Budějovice	ceske-budejovice/vitin
Záblatí	Prachatice	prachatice/zablati
Levínská Olešnice	Semily	semily/levinska-olesnice
Radostná pod Kozákovem	Semily	semily/radostna-pod-kozakovem
Malé Kyšice	Kladno	kladno/male-kysice
Košík	Nymburk	nymburk/kosik
Kozárovice	Příbram	pribram/kozarovice
Černolice	Praha-západ	praha-zapad/cernolice
Šebířov	Tábor	tabor/sebirov
Erpužice	Tachov	tachov/erpuzice
Očihov	Louny	louny/ocihov
Žižkovo Pole	Havlíčkův Brod	havlickuv-brod/zizkovo-pole
Čermná ve Slezsku	Opava	opava/cermna-ve-slezsku
Vidochov	Jičín	jicin/vidochov
Černovice	Blansko	blansko/cernovice
Kořenec	Blansko	blansko/korenec
Obora	Louny	louny/obora
Chrastavice	Domažlice	domazlice/chrastavice
Domanín	Jindřichův Hradec	jindrichuv-hradec/domanin
Jizerní Vtelno	Mladá Boleslav	mlada-boleslav/jizerni-vtelno
Střítež	Jihlava	jihlava/stritez
Hlincová Hora	České Budějovice	ceske-budejovice/hlincova-hora
Novosedly	Strakonice	strakonice/novosedly
Třeština	Šumperk	sumperk/trestina
Střížovice	Plzeň-jih	plzen-jih/strizovice
Hamr	Jindřichův Hradec	jindrichuv-hradec/hamr
Březina	Svitavy	svitavy/brezina
Nárameč	Třebíč	trebic/naramec
Makotřasy	Kladno	kladno/makotrasy
Zalužany	Příbram	pribram/zaluzany
Podolí I	Písek	pisek/podoli-i
Senička	Olomouc	olomouc/senicka
Dlouhý Újezd	Tachov	tachov/dlouhy-ujezd
Místo	Chomutov	chomutov/misto
Židovice	Litoměřice	litomerice/zidovice
Vysoké Chvojno	Pardubice	pardubice/vysoke-chvojno
Ondratice	Prostějov	prostejov/ondratice
Mouchnice	Hodonín	hodonin/mouchnice
Heřmanovice	Bruntál	bruntal/hermanovice
Nučice	Praha-východ	praha-vychod/nucice
Řehenice	Benešov	benesov/rehenice
Libín	České Budějovice	ceske-budejovice/libin
Oslov	Písek	pisek/oslov
Velká Štáhle	Bruntál	bruntal/velka-stahle
Strašín	Klatovy	klatovy/strasin
Oselce	Plzeň-jih	plzen-jih/oselce
Oborná	Bruntál	bruntal/oborna
Popovice	Brno-venkov	brno-venkov/popovice
Držková	Zlín	zlin/drzkova
Skřípov	Prostějov	prostejov/skripov
Přelíc	Kladno	kladno/prelic
Jabkenice	Mladá Boleslav	mlada-boleslav/jabkenice
Lobendava	Děčín	decin/lobendava
Trstěnice	Cheb	cheb/trstenice
Milonice	Vyškov	vyskov/milonice
Vysoká	Bruntál	bruntal/vysoka
Hředle	Beroun	beroun/hredle
Lštění	Benešov	benesov/lsteni
Vrbčany	Kolín	kolin/vrbcany
Neplachov	České Budějovice	ceske-budejovice/neplachov
Sluštice	Praha-východ	praha-vychod/slustice
Soběnov	Český Krumlov	cesky-krumlov/sobenov
Lukavec	Litoměřice	litomerice/lukavec
Oudoleň	Havlíčkův Brod	havlickuv-brod/oudolen
Jezbořice	Pardubice	pardubice/jezborice
Rudka	Brno-venkov	brno-venkov/rudka
Hluchov	Prostějov	prostejov/hluchov
Drahonice	Strakonice	strakonice/drahonice
Uhlířov	Opava	opava/uhlirov
Vepříkov	Havlíčkův Brod	havlickuv-brod/veprikov
Brťov-Jeneč	Blansko	blansko/brtov-jenec
Částkov	Tachov	tachov/castkov
Lodín	Hradec Králové	hradec-kralove/lodin
Urbanice	Hradec Králové	hradec-kralove/urbanice
Teplice nad Bečvou	Přerov	prerov/teplice-nad-becvou
Milhostov	Cheb	cheb/milhostov
Veselí	Pardubice	pardubice/veseli
Niva	Prostějov	prostejov/niva
Pulečný	Jablonec nad Nisou	jablonec-nad-nisou/pulecny
Přehořov	Tábor	tabor/prehorov
Těchlovice	Hradec Králové	hradec-kralove/techlovice
Dvory nad Lužnicí	Jindřichův Hradec	jindrichuv-hradec/dvory-nad-luznici
Stanoviště	Brno-venkov	brno-venkov/stanoviste
Kojátky	Vyškov	vyskov/kojatky
Havraníky	Znojmo	znojmo/havraniky
Malhotice	Přerov	prerov/malhotice
Tehov	Benešov	benesov/tehov
Vranov	Benešov	benesov/vranov
Vykáň	Nymburk	nymburk/vykan
Choteč	Praha-západ	praha-zapad/chotec
Oplot	Plzeň-jih	plzen-jih/oplot
Černousy	Liberec	liberec/cernousy
Humburky	Hradec Králové	hradec-kralove/humburky
Makov	Svitavy	svitavy/makov
Hajany	Brno-venkov	brno-venkov/hajany
Němčičky	Brno-venkov	brno-venkov/nemcicky
Rančířov	Jihlava	jihlava/rancirov
Záhornice	Nymburk	nymburk/zahornice
Čechy	Přerov	prerov/cechy
Nezdice na Šumavě	Klatovy	klatovy/nezdice-na-sumave
Ves Touškov	Plzeň-jih	plzen-jih/ves-touskov
Heřmanice u Oder	Nový Jičín	novy-jicin/hermanice-u-oder
Petrovice	Znojmo	znojmo/petrovice
Fryšava pod Žákovou horou	Žďár nad Sázavou	zdar-nad-sazavou/frysava-pod-zakovou-horou
Týnec	Klatovy	klatovy/tynec
Postřelmůvek	Šumperk	sumperk/postrelmuvek
Kvíčovice	Domažlice	domazlice/kvicovice
Blešno	Hradec Králové	hradec-kralove/blesno
Kozomín	Mělník	melnik/kozomin
Pastviny	Ústí nad Orlicí	usti-nad-orlici/pastviny
Krasov	Bruntál	bruntal/krasov
Škvořetice	Strakonice	strakonice/skvoretice
Nebanice	Cheb	cheb/nebanice
Nemotice	Vyškov	vyskov/nemotice
Ruda	Žďár nad Sázavou	zdar-nad-sazavou/ruda
Osov	Beroun	beroun/osov
Kaliště	Pelhřimov	pelhrimov/kaliste
Puclice	Domažlice	domazlice/puclice
Drozdov	Šumperk	sumperk/drozdov
Horní Kalná	Trutnov	trutnov/horni-kalna
Kameničná	Ústí nad Orlicí	usti-nad-orlici/kamenicna
Norberčany	Olomouc	olomouc/norbercany
Jablonná	Příbram	pribram/jablonna
Křelovice	Pelhřimov	pelhrimov/krelovice
Ctiboř	Tachov	tachov/ctibor
Bukovina	Blansko	blansko/bukovina
Nový Přerov	Břeclav	breclav/novy-prerov
Miroslavské Knínice	Znojmo	znojmo/miroslavske-kninice
Sovínky	Mladá Boleslav	mlada-boleslav/sovinky
Slavíkov	Havlíčkův Brod	havlickuv-brod/slavikov
Ledce	Hradec Králové	hradec-kralove/ledce
Pohledy	Svitavy	svitavy/pohledy
Pustá Kamenice	Svitavy	svitavy/pusta-kamenice
Koldín	Ústí nad Orlicí	usti-nad-orlici/koldin
Radkovice u Hrotovic	Třebíč	trebic/radkovice-u-hrotovic
Močovice	Kutná Hora	kutna-hora/mocovice
Dubičné	České Budějovice	ceske-budejovice/dubicne
Sviny	Tábor	tabor/sviny
Vrbičany	Litoměřice	litomerice/vrbicany
Libořice	Louny	louny/liborice
Lužice	Olomouc	olomouc/luzice
Převýšov	Hradec Králové	hradec-kralove/prevysov
Mezno	Benešov	benesov/mezno
Žáky	Kutná Hora	kutna-hora/zaky
Komárov	Zlín	zlin/komarov
Chlumany	Prachatice	prachatice/chlumany
Horní Životice	Bruntál	bruntal/horni-zivotice
Dobrá Voda	Žďár nad Sázavou	zdar-nad-sazavou/dobra-voda
Jabloňov	Žďár nad Sázavou	zdar-nad-sazavou/jablonov
Dřenice	Chrudim	chrudim/drenice
Ždánice	Kolín	kolin/zdanice
Radovesnice I	Kolín	kolin/radovesnice-i
Tichov	Zlín	zlin/tichov
Děpoltovice	Karlovy Vary	karlovy-vary/depoltovice
Palonín	Šumperk	sumperk/palonin
Hlohovice	Rokycany	rokycany/hlohovice
Stvolínky	Česká Lípa	ceska-lipa/stvolinky
Křimov	Chomutov	chomutov/krimov
Číhošť	Havlíčkův Brod	havlickuv-brod/cihost
Sadová	Hradec Králové	hradec-kralove/sadova
Rozhraní	Svitavy	svitavy/rozhrani
Předmíř	Strakonice	strakonice/predmir
Albrechtice v Jizerských horách	Jablonec nad Nisou	jablonec-nad-nisou/albrechtice-v-jizerskych-horach
Křesín	Litoměřice	litomerice/kresin
Radim	Jičín	jicin/radim
Přívrat	Ústí nad Orlicí	usti-nad-orlici/privrat
Vranová	Blansko	blansko/vranova
Pavlov	Žďár nad Sázavou	zdar-nad-sazavou/pavlov
Lošany	Kolín	kolin/losany
Čenkov	Příbram	pribram/cenkov
Šelešovice	Kroměříž	kromeriz/selesovice
Bohuslávky	Přerov	prerov/bohuslavky
Josefov	Sokolov	sokolov/josefov
Hobšovice	Kladno	kladno/hobsovice
Krupá	Kolín	kolin/krupa
Nebílovy	Plzeň-jih	plzen-jih/nebilovy
Býčkovice	Litoměřice	litomerice/byckovice
Vrčeň	Plzeň-jih	plzen-jih/vrcen
Kladruby	Teplice	teplice/kladruby
Třtěnice	Jičín	jicin/trtenice
Velký Třebešov	Náchod	nachod/velky-trebesov
Vysoká Pec	Karlovy Vary	karlovy-vary/vysoka-pec
Trboušany	Brno-venkov	brno-venkov/trbousany
Sudice	Třebíč	trebic/sudice
Radňovice	Žďár nad Sázavou	zdar-nad-sazavou/radnovice
Věchnov	Žďár nad Sázavou	zdar-nad-sazavou/vechnov
Ocmanice	Třebíč	trebic/ocmanice
Pašinka	Kolín	kolin/pasinka
Ostředek	Benešov	benesov/ostredek
Mičovice	Prachatice	prachatice/micovice
Pnětluky	Louny	louny/pnetluky
Vatín	Žďár nad Sázavou	zdar-nad-sazavou/vatin
Vysoká u Příbramě	Příbram	pribram/vysoka-u-pribrame
Zbelítov	Písek	pisek/zbelitov
Kobyly	Liberec	liberec/kobyly
Rohoznice	Jičín	jicin/rohoznice
Lipová	Zlín	zlin/lipova
Říčky	Brno-venkov	brno-venkov/ricky
Medlovice	Vyškov	vyskov/medlovice
Smrčná	Jihlava	jihlava/smrcna
Černíkov	Klatovy	klatovy/cernikov
Okounov	Chomutov	chomutov/okounov
Krasíkov	Ústí nad Orlicí	usti-nad-orlici/krasikov
Arnoltice	Děčín	decin/arnoltice
Velemyšleves	Louny	louny/velemysleves
Buková	Prostějov	prostejov/bukova
Pravice	Znojmo	znojmo/pravice
Blízkov	Žďár nad Sázavou	zdar-nad-sazavou/blizkov
Černá	Žďár nad Sázavou	zdar-nad-sazavou/cerna
Nové Hamry	Karlovy Vary	karlovy-vary/nove-hamry
Chotěšice	Nymburk	nymburk/chotesice
Malá Bystřice	Vsetín	vsetin/mala-bystrice
Ludvíkov	Bruntál	bruntal/ludvikov
Olešná	Havlíčkův Brod	havlickuv-brod/olesna
Újezd pod Troskami	Jičín	jicin/ujezd-pod-troskami
Voděrady	Ústí nad Orlicí	usti-nad-orlici/voderady
Lhota	Přerov	prerov/lhota
Běleč	Kladno	kladno/belec
Milešov	Příbram	pribram/milesov
Hříšice	Jindřichův Hradec	jindrichuv-hradec/hrisice
Kejžlice	Pelhřimov	pelhrimov/kejzlice
Orlík nad Vltavou	Písek	pisek/orlik-nad-vltavou
Ctidružice	Znojmo	znojmo/ctidruzice
Kňovice	Příbram	pribram/knovice
Sušice	Přerov	prerov/susice
Zavidov	Rakovník	rakovnik/zavidov
Čejkovice	České Budějovice	ceske-budejovice/cejkovice
Mladoňovice	Chrudim	chrudim/mladonovice
Hrušová	Ústí nad Orlicí	usti-nad-orlici/hrusova
Zahnašovice	Kroměříž	kromeriz/zahnasovice
Damnice	Znojmo	znojmo/damnice
Ořechov	Žďár nad Sázavou	zdar-nad-sazavou/orechov
Bezdědovice	Strakonice	strakonice/bezdedovice
Křečkov	Nymburk	nymburk/kreckov
Hřensko	Děčín	decin/hrensko
Bystřice	Jičín	jicin/bystrice
Jílovice	Hradec Králové	hradec-kralove/jilovice
Džbánov	Ústí nad Orlicí	usti-nad-orlici/dzbanov
Háje	Příbram	pribram/haje
Dřínov	Kladno	kladno/drinov
Bítouchov	Mladá Boleslav	mlada-boleslav/bitouchov
Staré Místo	Jičín	jicin/stare-misto
Bublava	Sokolov	sokolov/bublava
Bedřichov	Jablonec nad Nisou	jablonec-nad-nisou/bedrichov
Niměřice	Mladá Boleslav	mlada-boleslav/nimerice
Libovice	Kladno	kladno/libovice
Růžená	Jihlava	jihlava/ruzena
Hnanice	Znojmo	znojmo/hnanice
Borač	Brno-venkov	brno-venkov/borac
Seninka	Vsetín	vsetin/seninka
Dolní Nivy	Sokolov	sokolov/dolni-nivy
Račice	Litoměřice	litomerice/racice
Dlouhá Lhota	Příbram	pribram/dlouha-lhota
Trnovany	Litoměřice	litomerice/trnovany
Záboří	České Budějovice	ceske-budejovice/zabori
Petrůvka	Zlín	zlin/petruvka
Březina	Rokycany	rokycany/brezina
Kosice	Hradec Králové	hradec-kralove/kosice
Vrbatův Kostelec	Chrudim	chrudim/vrbatuv-kostelec
Komárno	Kroměříž	kromeriz/komarno
Netín	Žďár nad Sázavou	zdar-nad-sazavou/netin
Vestec	Nymburk	nymburk/vestec
Voleč	Pardubice	pardubice/volec
Křídla	Žďár nad Sázavou	zdar-nad-sazavou/kridla
Všetaty	Rakovník	rakovnik/vsetaty
Žár	České Budějovice	ceske-budejovice/zar
Lažiště	Prachatice	prachatice/laziste
Vchynice	Litoměřice	litomerice/vchynice
Břvany	Louny	louny/brvany
Choteč	Pardubice	pardubice/chotec
Dětřichov	Svitavy	svitavy/detrichov
Nesvačilka	Brno-venkov	brno-venkov/nesvacilka
Orlovice	Vyškov	vyskov/orlovice
Bohdalovice	Český Krumlov	cesky-krumlov/bohdalovice
Drevníky	Příbram	pribram/drevniky
Suchodol	Příbram	pribram/suchodol
Pracejovice	Strakonice	strakonice/pracejovice
Sytno	Tachov	tachov/sytno
Šonov	Náchod	nachod/sonov
Veliš	Benešov	benesov/velis
Hostín u Vojkovic	Mělník	melnik/hostin-u-vojkovic
Nedabyle	České Budějovice	ceske-budejovice/nedabyle
Kozlany	Vyškov	vyskov/kozlany
Vitiněves	Jičín	jicin/vitineves
Jiříkov	Bruntál	bruntal/jirikov
Dynín	České Budějovice	ceske-budejovice/dynin
Zbytiny	Prachatice	prachatice/zbytiny
Dolní Tošanovice	Frýdek-Místek	frydek-mistek/dolni-tosanovice
Čankovice	Chrudim	chrudim/cankovice
Desná	Svitavy	svitavy/desna
Topolany	Vyškov	vyskov/topolany
Hvězdonice	Benešov	benesov/hvezdonice
Trubín	Beroun	beroun/trubin
Břežany I	Kolín	kolin/brezany-i
Pšovlky	Rakovník	rakovnik/psovlky
Vlastiboř	Tábor	tabor/vlastibor
Nové Mitrovice	Plzeň-jih	plzen-jih/nove-mitrovice
Kostelec u Heřmanova Městce	Chrudim	chrudim/kostelec-u-hermanova-mestce
Nový Ples	Náchod	nachod/novy-ples
Lubník	Ústí nad Orlicí	usti-nad-orlici/lubnik
Zlámanec	Uherské Hradiště	uherske-hradiste/zlamanec
Úmyslovice	Nymburk	nymburk/umyslovice
Praha-Královice	Praha	praha/praha-kralovice
Záboří	Strakonice	strakonice/zabori
Lhota pod Radčem	Rokycany	rokycany/lhota-pod-radcem
Strašov	Pardubice	pardubice/strasov
Vílanec	Jihlava	jihlava/vilanec
Šabina	Sokolov	sokolov/sabina
Němčice	Kolín	kolin/nemcice
Banín	Svitavy	svitavy/banin
Jehnědí	Ústí nad Orlicí	usti-nad-orlici/jehnedi
Obora	Blansko	blansko/obora
Nové Dvory	Žďár nad Sázavou	zdar-nad-sazavou/nove-dvory
Tvorovice	Prostějov	prostejov/tvorovice
Radošovice	Benešov	benesov/radosovice
Střezimíř	Benešov	benesov/strezimir
Újezd u Chocně	Ústí nad Orlicí	usti-nad-orlici/ujezd-u-chocne
Kojčice	Pelhřimov	pelhrimov/kojcice
Ledce	Mladá Boleslav	mlada-boleslav/ledce
Rybníky	Příbram	pribram/rybniky
Janov	Děčín	decin/janov
Mrtník	Plzeň-sever	plzen-sever/mrtnik
Údrnice	Jičín	jicin/udrnice
Janov	Bruntál	bruntal/janov
Sazená	Kladno	kladno/sazena
Všestudy	Mělník	melnik/vsestudy
Židněves	Mladá Boleslav	mlada-boleslav/zidneves
Jíkev	Nymburk	nymburk/jikev
Zádub-Závišín	Cheb	cheb/zadub-zavisin
Horní Ves	Pelhřimov	pelhrimov/horni-ves
Nihošovice	Strakonice	strakonice/nihosovice
Luženičky	Domažlice	domazlice/luzenicky
Dolní Morava	Ústí nad Orlicí	usti-nad-orlici/dolni-morava
Zdětín	Prostějov	prostejov/zdetin
Milovice u Hořic	Jičín	jicin/milovice-u-horic
Pikárec	Žďár nad Sázavou	zdar-nad-sazavou/pikarec
Podkopná Lhota	Zlín	zlin/podkopna-lhota
Chýnice	Praha-západ	praha-zapad/chynice
Nedomice	Mělník	melnik/nedomice
Chlístov	Benešov	benesov/chlistov
Horní Poříčí	Strakonice	strakonice/horni-porici
Buš	Praha-západ	praha-zapad/bus
Srbeč	Rakovník	rakovnik/srbec
Svatoňovice	Opava	opava/svatonovice
Jeřišno	Havlíčkův Brod	havlickuv-brod/jerisno
Sázavka	Havlíčkův Brod	havlickuv-brod/sazavka
Staré Jesenčany	Pardubice	pardubice/stare-jesencany
Horní Dubňany	Znojmo	znojmo/horni-dubnany
Stožice	Strakonice	strakonice/stozice
Lhotka	Beroun	beroun/lhotka
Mydlovary	České Budějovice	ceske-budejovice/mydlovary
Čaková	Bruntál	bruntal/cakova
Budětice	Klatovy	klatovy/budetice
Ctiněves	Litoměřice	litomerice/ctineves
Měrunice	Teplice	teplice/merunice
Mokrovousy	Hradec Králové	hradec-kralove/mokrovousy
Olešnice	Hradec Králové	hradec-kralove/olesnice
Svatý Jiří	Ústí nad Orlicí	usti-nad-orlici/svaty-jiri
Hrabůvka	Přerov	prerov/hrabuvka
Bílá Voda	Jeseník	jesenik/bila-voda
Dasný	České Budějovice	ceske-budejovice/dasny
Bohumilice	Prachatice	prachatice/bohumilice
Hradec-Nová Ves	Jeseník	jesenik/hradec-nova-ves
Zdislava	Liberec	liberec/zdislava
Kojatice	Třebíč	trebic/kojatice
Ohaře	Kolín	kolin/ohare
Kosov	Šumperk	sumperk/kosov
Vřeskovice	Klatovy	klatovy/vreskovice
Toužetín	Louny	louny/touzetin
Leština	Ústí nad Orlicí	usti-nad-orlici/lestina
Tisovec	Chrudim	chrudim/tisovec
Branice	Písek	pisek/branice
Oplocany	Přerov	prerov/oplocany
Nemyčeves	Jičín	jicin/nemyceves
Sobčice	Jičín	jicin/sobcice
Dobrochov	Prostějov	prostejov/dobrochov
Ústrašice	Tábor	tabor/ustrasice
Červený Újezd	Benešov	benesov/cerveny-ujezd
Líšnice	Šumperk	sumperk/lisnice
Veselé	Děčín	decin/vesele
Vejvanovice	Chrudim	chrudim/vejvanovice
Štěměchy	Třebíč	trebic/stemechy
Petrovice I	Kutná Hora	kutna-hora/petrovice-i
Boreč	Mladá Boleslav	mlada-boleslav/borec
Dolní Slivno	Mladá Boleslav	mlada-boleslav/dolni-slivno
Zálezly	Prachatice	prachatice/zalezly
Třebohostice	Strakonice	strakonice/trebohostice
Zbrašín	Louny	louny/zbrasin
Ohnišťany	Hradec Králové	hradec-kralove/ohnistany
Stračov	Hradec Králové	hradec-kralove/stracov
Koválovice-Osíčany	Prostějov	prostejov/kovalovice-osicany
Žerotice	Znojmo	znojmo/zerotice
Hulice	Benešov	benesov/hulice
Čeradice	Louny	louny/ceradice
Odřepsy	Nymburk	nymburk/odrepsy
Bezděz	Česká Lípa	ceska-lipa/bezdez
Císařov	Přerov	prerov/cisarov
Vratěnín	Znojmo	znojmo/vratenin
Jívoví	Žďár nad Sázavou	zdar-nad-sazavou/jivovi
Běštín	Beroun	beroun/bestin
Srnín	Český Krumlov	cesky-krumlov/srnin
Slabčice	Písek	pisek/slabcice
Miloňovice	Strakonice	strakonice/milonovice
Mířkov	Domažlice	domazlice/mirkov
Třebětice	Jindřichův Hradec	jindrichuv-hradec/trebetice
Jesenec	Prostějov	prostejov/jesenec
Jizbice	Nymburk	nymburk/jizbice
Domašov u Šternberka	Olomouc	olomouc/domasov-u-sternberka
Kunčice	Hradec Králové	hradec-kralove/kuncice
Řípec	Tábor	tabor/ripec
Štětkovice	Příbram	pribram/stetkovice
Těškov	Rokycany	rokycany/teskov
Česká Metuje	Náchod	nachod/ceska-metuje
Dolní Věstonice	Břeclav	breclav/dolni-vestonice
Jestřabí	Zlín	zlin/jestrabi
Jarohněvice	Kroměříž	kromeriz/jarohnevice
Čechtín	Třebíč	trebic/cechtin
Čím	Příbram	pribram/cim
Litochovice	Strakonice	strakonice/litochovice
Sudoměřice u Tábora	Tábor	tabor/sudomerice-u-tabora
Chlum Svaté Maří	Sokolov	sokolov/chlum-svate-mari
Veliká Ves	Chomutov	chomutov/velika-ves
Evaň	Litoměřice	litomerice/evan
Vrutice	Litoměřice	litomerice/vrutice
Vilémovice	Blansko	blansko/vilemovice
Horní Loučky	Brno-venkov	brno-venkov/horni-loucky
Babylon	Domažlice	domazlice/babylon
Popovičky	Praha-východ	praha-vychod/popovicky
Doubravice	České Budějovice	ceske-budejovice/doubravice
Pohorská Ves	Český Krumlov	cesky-krumlov/pohorska-ves
Dřešín	Strakonice	strakonice/dresin
Okna	Česká Lípa	ceska-lipa/okna
Žampach	Ústí nad Orlicí	usti-nad-orlici/zampach
Černava	Karlovy Vary	karlovy-vary/cernava
Poleň	Klatovy	klatovy/polen
Panoší Újezd	Rakovník	rakovnik/panosi-ujezd
Nemyšl	Tábor	tabor/nemysl
Hradešín	Kolín	kolin/hradesin
Jankovice	Pardubice	pardubice/jankovice
Otinoves	Prostějov	prostejov/otinoves
Bohdalec	Žďár nad Sázavou	zdar-nad-sazavou/bohdalec
Radvanice	Přerov	prerov/radvanice
Konětopy	Praha-východ	praha-vychod/konetopy
Libenice	Kolín	kolin/libenice
Kamenná	České Budějovice	ceske-budejovice/kamenna
Mačkov	Strakonice	strakonice/mackov
Světí	Hradec Králové	hradec-kralove/sveti
Kbel	Plzeň-jih	plzen-jih/kbel
Chotiměř	Litoměřice	litomerice/chotimer
Počedělice	Louny	louny/pocedelice
Srbice	Teplice	teplice/srbice
Lichoceves	Praha-západ	praha-zapad/lichoceves
Slavoňov	Náchod	nachod/slavonov
Uhersko	Pardubice	pardubice/uhersko
Blažkov	Žďár nad Sázavou	zdar-nad-sazavou/blazkov
Petroupim	Benešov	benesov/petroupim
Ludíkov	Blansko	blansko/ludikov
Řisuty	Kladno	kladno/risuty
Borotice	Příbram	pribram/borotice
Proseč pod Ještědem	Liberec	liberec/prosec-pod-jestedem
Paceřice	Liberec	liberec/pacerice
Svijany	Liberec	liberec/svijany
Slatina nad Úpou	Náchod	nachod/slatina-nad-upou
Osečnice	Rychnov nad Kněžnou	rychnov-nad-kneznou/osecnice
Hodov	Třebíč	trebic/hodov
Olší	Brno-venkov	brno-venkov/olsi
Polom	Přerov	prerov/polom
Radějovice	Praha-východ	praha-vychod/radejovice
Rokle	Chomutov	chomutov/rokle
Kryštofovo Údolí	Liberec	liberec/krystofovo-udoli
Lhoty u Potštejna	Rychnov nad Kněžnou	rychnov-nad-kneznou/lhoty-u-potstejna
Hartmanice	Svitavy	svitavy/hartmanice
Uhřice	Blansko	blansko/uhrice
Dražůvky	Hodonín	hodonin/drazuvky
Kostelní Radouň	Jindřichův Hradec	jindrichuv-hradec/kostelni-radoun
Branná	Šumperk	sumperk/branna
Kotovice	Plzeň-jih	plzen-jih/kotovice
Mladošovice	České Budějovice	ceske-budejovice/mladosovice
Bošice	Prachatice	prachatice/bosice
Kopřivná	Šumperk	sumperk/koprivna
Nová Ves	Sokolov	sokolov/nova-ves
Příšov	Plzeň-sever	plzen-sever/prisov
Svrkyně	Praha-západ	praha-zapad/svrkyne
Mrlínek	Kroměříž	kromeriz/mrlinek
Lukavec u Hořic	Jičín	jicin/lukavec-u-horic
Vlčí Habřina	Pardubice	pardubice/vlci-habrina
Onomyšl	Kutná Hora	kutna-hora/onomysl
Bratkovice	Příbram	pribram/bratkovice
Přeštěnice	Písek	pisek/prestenice
Myštice	Strakonice	strakonice/mystice
Mlečice	Rokycany	rokycany/mlecice
Kamenná Horka	Svitavy	svitavy/kamenna-horka
Horní Olešnice	Trutnov	trutnov/horni-olesnice
Domamil	Třebíč	trebic/domamil
Třibřichy	Chrudim	chrudim/tribrichy
Podlešín	Kladno	kladno/podlesin
Křižovatka	Cheb	cheb/krizovatka
Lipník	Mladá Boleslav	mlada-boleslav/lipnik
Horní Kounice	Znojmo	znojmo/horni-kounice
Bílá	Frýdek-Místek	frydek-mistek/bila
Jetětice	Písek	pisek/jetetice
Nové Hrady	Ústí nad Orlicí	usti-nad-orlici/nove-hrady
Bělov	Zlín	zlin/belov
Blevice	Kladno	kladno/blevice
Libodřice	Kolín	kolin/libodrice
Cetoraz	Pelhřimov	pelhrimov/cetoraz
Velká Chyška	Pelhřimov	pelhrimov/velka-chyska
Hrazany	Písek	pisek/hrazany
Mezina	Bruntál	bruntal/mezina
Libřice	Hradec Králové	hradec-kralove/librice
Černá u Bohdanče	Pardubice	pardubice/cerna-u-bohdance
Vidlatá Seč	Svitavy	svitavy/vidlata-sec
