OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
2103	1	1	512991	Drnek	0	1	7	171	drnek
2103	1	1	513032	Kamenný Most	0	1	7	428	kamenny-most
2103	1	1	513041	Lhota	0	1	7	644	lhota
2103	1	1	513075	Hobšovice	0	1	7	372	hobsovice
2103	1	1	513113	Malé Přítočno	0	1	7	240	male-pritocno
2103	1	1	513130	Dolany	0	1	7	270	dolany
2103	1	3	532053	Kladno	0	1	33	68804	kladno
2103	1	1	532070	Běloky	0	1	7	182	beloky
2103	1	1	532088	Beřovice	0	1	7	374	berovice
2103	1	1	532100	Blevice	0	1	7	288	blevice
2103	1	1	532118	Brandýsek	0	1	15	1897	brandysek
2103	1	1	532126	Braškov	0	1	15	1056	braskov
2103	1	1	532142	Bratronice	0	1	9	925	bratronice
2103	1	2	532169	Buštěhrad	0	1	11	3407	bustehrad
2103	1	1	532177	Tuřany	0	1	9	586	turany
2103	1	1	532185	Cvrčovice	0	1	9	753	cvrcovice
2103	1	1	532207	Černuc	0	1	11	996	cernuc
2103	1	1	532223	Doksy	0	1	11	1651	doksy
2103	1	1	532274	Družec	0	1	9	1055	druzec
2103	1	1	532282	Dřetovice	0	1	7	485	dretovice
2103	1	1	532291	Dřínov	0	1	7	327	drinov
2103	1	1	532312	Horní Bezděkov	0	1	9	631	horni-bezdekov
2103	1	1	532321	Hořešovice	0	1	5	256	horesovice
2103	1	1	532339	Hospozín	0	1	9	518	hospozin
2103	1	1	532347	Hostouň	0	1	9	1166	hostoun
2103	1	1	532355	Hradečno	0	1	7	496	hradecno
2103	1	1	532363	Hrdlív	0	1	7	503	hrdliv
2103	1	1	532371	Hřebeč	0	1	9	2087	hrebec
2103	1	1	532398	Chržín	0	1	5	256	chrzin
2103	1	1	532401	Jarpice	0	1	7	286	jarpice
2103	1	1	532410	Jedomělice	0	1	7	390	jedomelice
2103	1	1	532428	Jemníky	0	1	9	282	jemniky
2103	1	1	532444	Kačice	0	1	9	1223	kacice
2103	1	1	532452	Kamenné Žehrovice	0	1	9	1736	kamenne-zehrovice
2103	1	1	532461	Klobuky	0	1	9	1010	klobuky
2103	1	1	532479	Kmetiněves	0	1	9	290	kmetineves
2103	1	1	532487	Knovíz	0	1	7	561	knoviz
2103	1	1	532495	Koleč	0	1	9	588	kolec
2103	1	1	532517	Kvílice	0	1	5	78	kvilice
2103	1	1	532525	Kyšice	0	1	7	632	kysice
2103	1	1	532533	Ledce	0	1	7	470	ledce
2103	1	2	532576	Libušín	0	1	15	3255	libusin
2103	1	1	532584	Lidice	0	1	7	563	lidice
2103	1	1	532622	Makotřasy	0	1	7	448	makotrasy
2103	1	1	532631	Malé Kyšice	0	1	7	494	male-kysice
2103	1	1	532657	Malíkovice	0	1	7	391	malikovice
2103	1	1	532665	Neuměřice	0	1	7	440	neumerice
2103	1	1	532681	Otvovice	0	1	9	801	otvovice
2103	1	1	532711	Pavlov	0	1	7	183	pavlov
2103	1	1	532720	Pchery	0	1	9	1954	pchery
2103	1	1	532738	Pletený Újezd	0	1	7	538	pleteny-ujezd
2103	1	1	532754	Podlešín	0	1	5	326	podlesin
2103	1	1	532762	Pozdeň	0	1	7	460	pozden
2103	1	1	532771	Přelíc	0	1	5	398	prelic
2103	1	1	532797	Řisuty	0	1	7	339	risuty
2103	1	1	532801	Sazená	0	1	9	329	sazena
2103	1	2	532819	Slaný	0	1	27	15613	slany
2103	1	1	532827	Slatina	0	1	7	602	slatina
