OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
2107	1	1	529591	Sedlec	0	1	7	247	sedlec
2107	1	1	529605	Rokytá	0	1	9	282	rokyta
2107	1	1	529613	Josefův Důl	0	1	7	460	josefuv-dul
2107	1	3	535419	Mladá Boleslav	0	1	33	44167	mlada-boleslav
2107	1	2	535427	Bakov nad Jizerou	0	1	21	5148	bakov-nad-jizerou
2107	1	2	535443	Bělá pod Bezdězem	0	1	21	4822	bela-pod-bezdezem
2107	1	2	535451	Benátky nad Jizerou	0	1	23	7437	benatky-nad-jizerou
2107	1	6	535478	Bezno	0	1	9	939	bezno
2107	1	1	535486	Bítouchov	0	1	7	379	bitouchov
2107	1	1	535508	Boreč	0	1	9	257	borec
2107	1	1	535516	Boseň	0	1	9	479	bosen
2107	1	6	535559	Brodce	0	1	9	1059	brodce
2107	1	1	535567	Březina	0	1	5	406	brezina
2107	1	6	535583	Březno	0	1	15	1000	brezno
2107	1	1	535605	Bukovno	0	1	9	743	bukovno
2107	1	1	535621	Čachovice	0	1	9	893	cachovice
2107	1	1	535630	Čistá	0	1	7	781	cista
2107	1	1	535656	Dlouhá Lhota	0	1	7	424	dlouha-lhota
2107	1	2	535672	Dobrovice	0	1	15	3380	dobrovice
2107	1	2	535702	Dolní Bousov	0	1	15	2732	dolni-bousov
2107	1	1	535711	Dolní Krupá	0	1	9	249	dolni-krupa
2107	1	1	535729	Dolní Slivno	0	1	7	327	dolni-slivno
2107	1	1	535745	Domousnice	0	1	7	248	domousnice
2107	1	1	535818	Horky nad Jizerou	0	1	7	570	horky-nad-jizerou
2107	1	1	535834	Horní Bukovina	0	1	7	248	horni-bukovina
2107	1	1	535869	Hrdlořezy	0	1	9	717	hrdlorezy
2107	1	1	535923	Chocnějovice	0	1	9	429	chocnejovice
2107	1	6	535931	Chotětov	0	1	9	1059	chotetov
2107	1	1	535966	Jabkenice	0	1	7	438	jabkenice
2107	1	1	535974	Jivina	0	1	7	473	jivina
2107	1	1	536008	Katusice	0	1	11	808	katusice
