OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
6201	1	2	581283	Blansko	0	1	25	20557	blansko
6201	1	2	581372	Boskovice	0	1	27	10924	boskovice
6201	1	2	581917	Letovice	0	1	21	6895	letovice
6201	1	2	581291	Adamov	0	1	15	4859	adamov
6201	1	2	582646	Velké Opatovice	0	1	17	4123	velke-opatovice
6201	1	2	582239	Rájec-Jestřebí	0	1	17	3668	rajec-jestrebi
6201	1	2	581879	Kunštát	0	1	15	2598	kunstat
6201	1	1	581682	Jedovnice	0	1	15	2597	jedovnice
6201	1	1	581496	Černá Hora	0	1	11	1909	cerna-hora
6201	1	1	582018	Lysice	0	1	15	1851	lysice
6201	1	2	582158	Olešnice	0	1	15	1760	olesnice
6201	1	1	582441	Svitávka	0	1	15	1712	svitavka
6201	1	1	581976	Lomnice	0	1	15	1317	lomnice
6201	1	1	581364	Bořitov	0	1	15	1242	boritov
6201	1	1	581542	Doubravice nad Svitavou	0	1	15	1242	doubravice-nad-svitavou
6201	1	1	582247	Ráječko	0	1	15	1217	rajecko
6201	1	1	581968	Lipůvka	0	1	11	1186	lipuvka
6201	1	1	581551	Drnovice	0	1	7	1160	drnovice
6201	1	1	582182	Ostrov u Macochy	0	1	15	1076	ostrov-u-macochy
6201	1	1	581950	Lipovec	0	1	15	1044	lipovec
6201	1	1	582166	Olomučany	0	1	15	902	olomucany
6201	1	1	582468	Šebetov	0	1	7	901	sebetov
6201	1	1	582352	Sloup	0	1	9	898	sloup
6201	1	1	582298	Rudice	0	1	15	861	rudice
6201	1	1	581763	Kotvrdovice	0	1	13	847	kotvrdovice
6201	1	1	582603	Vavřinec	0	1	15	832	vavrinec
6201	1	1	582701	Vysočany	0	1	15	806	vysocany
6201	1	1	581739	Knínice u Boskovic	0	1	15	782	kninice-u-boskovic
6201	1	1	581828	Křtiny	0	1	9	768	krtiny
6201	1	1	582484	Šošůvka	0	1	7	748	sosuvka
6201	1	1	582751	Žďárná	0	1	15	742	zdarna
6201	1	1	581470	Cetkovice	0	1	9	729	cetkovice
6201	1	1	582476	Šebrov-Kateřina	0	1	9	689	sebrov-katerina
6201	1	1	581330	Benešov	0	1	15	643	benesov
6201	1	1	582336	Skalice nad Svitavou	0	1	9	602	skalice-nad-svitavou
6201	1	1	582310	Sebranice	0	1	9	593	sebranice
6201	1	1	581429	Březina	0	1	9	591	brezina
6201	1	1	556963	Spešov	0	1	9	570	spesov
6201	1	1	582131	Okrouhlá	0	1	11	545	okrouhla
6201	1	1	582212	Petrovice	0	1	9	532	petrovice
6201	1	1	582590	Vanovice	0	1	9	532	vanovice
6201	1	1	581801	Křetín	0	1	15	514	kretin
6201	1	1	582671	Voděrady	0	1	7	513	voderady
6201	1	1	582271	Rozseč nad Kunštátem	0	1	9	512	rozsec-nad-kunstatem
6201	1	1	582328	Senetářov	0	1	9	508	senetarov
6201	1	1	582581	Valchov	0	1	9	456	valchov
6201	1	1	582573	Úsobrno	0	1	7	455	usobrno
6201	1	1	582395	Sudice	0	1	7	442	sudice
6201	1	1	581356	Borotín	0	1	7	435	borotin
6201	1	1	534692	Újezd u Boskovic	0	1	9	417	ujezd-u-boskovic
6201	1	1	582085	Němčice	0	1	7	417	nemcice
6201	1	1	582409	Suchý	0	1	7	386	suchy
6201	1	1	582743	Žďár	0	1	7	385	zdar
6201	1	1	581925	Lhota Rapotina	0	1	7	377	lhota-rapotina
6201	1	1	581666	Jabloňany	0	1	9	370	jablonany
6201	1	1	581453	Bukovinka	0	1	7	362	bukovinka
6201	1	1	581909	Lažany	0	1	8	355	lazany
6201	1	1	581569	Habrůvka	0	1	7	353	habruvka
6201	1	1	581755	Kořenec	0	1	9	344	korenec
6201	1	1	581500	Černovice	0	1	9	341	cernovice
6201	1	1	582689	Vranová	0	1	7	339	vranova
6201	1	1	581381	Brťov-Jeneč	0	1	7	333	brtov-jenec
6201	1	1	581445	Bukovina	0	1	7	331	bukovina
6201	1	1	582531	Uhřice	0	1	9	288	uhrice
6201	1	1	531006	Ludíkov	0	1	7	287	ludikov
6201	1	1	582115	Obora	0	1	7	280	obora
6201	1	1	582654	Vilémovice	0	1	7	278	vilemovice
