OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
3105	1	2	550094	Prachatice	0	1	21	11743	prachatice
3105	1	2	550647	Vimperk	0	1	17	7942	vimperk
3105	1	2	550671	Volary	0	1	15	4076	volary
3105	1	2	550442	Netolice	0	1	15	2717	netolice
3105	1	1	550361	Lhenice	0	1	11	1767	lhenice
3105	1	1	550663	Vlachovo Březí	0	1	15	1678	vlachovo-brezi
3105	1	1	550728	Zdíkov	0	1	15	1675	zdikov
3105	1	1	550167	Čkyně	0	1	11	1521	ckyne
3105	1	1	550621	Vacov	0	1	15	1356	vacov
3105	1	1	550230	Husinec	0	1	15	1326	husinec
3105	1	1	550515	Stachy	0	1	15	1226	stachy
3105	1	1	550540	Strunkovice nad Blanicí	0	1	11	1192	strunkovice-nad-blanici
3105	1	1	550353	Lenora	0	1	7	823	lenora
3105	1	1	550418	Malovice	0	1	11	626	malovice
3105	1	1	550451	Nová Pec	0	1	9	599	nova-pec
3105	1	1	550558	Svatá Maří	0	1	9	542	svata-mari
3105	1	1	550329	Ktiš	0	1	7	510	ktis
3105	1	1	550264	Chroboly	0	1	9	482	chroboly
3105	1	1	550221	Hracholusky	0	1	9	472	hracholusky
3105	1	1	550655	Vitějovice	0	1	9	457	vitejovice
3105	1	1	550434	Nebahovy	0	1	9	436	nebahovy
3105	1	1	550205	Horní Vltavice	0	1	7	415	horni-vltavice
3105	1	1	550531	Strážný	0	1	7	408	strazny
3105	1	1	550183	Dub	0	1	9	401	dub
3105	1	1	550574	Šumavské Hoštice	0	1	7	393	sumavske-hostice
3105	1	1	550680	Záblatí	0	1	7	361	zablati
3105	1	1	550426	Mičovice	0	1	9	321	micovice
3105	1	1	550116	Bohumilice	0	1	7	317	bohumilice
3105	1	1	550701	Zbytiny	0	1	9	309	zbytiny
3105	1	1	550345	Lažiště	0	1	9	302	laziste
3105	1	1	550698	Zálezly	0	1	7	301	zalezly
3105	1	1	550248	Chlumany	0	1	7	300	chlumany
3105	1	1	550124	Bošice	0	1	7	294	bosice
3105	1	1	537519	Buk	0	1	7	277	buk
3105	1	1	545902	Borová Lada	0	1	7	274	borova-lada
3105	1	1	550582	Těšovice	0	1	9	265	tesovice
3105	1	1	550159	Bušanovice	0	1	9	248	busanovice
3105	1	1	537209	Žernovice	0	1	7	238	zernovice
3105	1	1	550523	Stožec	0	1	9	215	stozec
3105	1	1	537071	Lipovice	0	1	7	200	lipovice
3105	1	1	550396	Němčice	0	1	7	187	nemcice
3105	1	1	550485	Radhostice	0	1	7	178	radhostice
3105	1	1	537420	Chvalovice	0	1	7	169	chvalovice
3105	1	1	550337	Kvilda	0	1	9	167	kvilda
3105	1	1	537381	Mahouš	0	1	7	142	mahous
3105	1	1	550761	Želnava	0	1	5	133	zelnava
3105	1	1	561673	Křišťanov	0	1	7	133	kristanov
3105	1	1	561649	Lčovice	0	1	9	124	lcovice
3105	1	1	529923	Žárovná	0	1	7	113	zarovna
3105	1	1	550604	Tvrzice	0	1	7	112	tvrzice
3105	1	1	563978	Kubova Huť	0	1	7	101	kubova-hut
3105	1	1	537241	Babice	0	1	5	91	babice
3105	1	1	561568	Nové Hutě	0	1	7	91	nove-hute
3105	1	1	561576	Budkov	0	1	7	91	budkov
3105	1	1	537187	Drslavice	0	1	7	78	drslavice
3105	1	1	537543	Pěčnov	0	1	7	77	pecnov
3105	1	1	529893	Nicov	0	1	7	76	nicov
3105	1	1	529915	Vrbice	0	1	5	71	vrbice
3105	1	1	537144	Dvory	0	1	7	65	dvory
3105	1	1	537195	Zábrdí	0	1	5	54	zabrdi
3105	1	1	537136	Kratušín	0	1	5	51	kratusin
3105	1	1	537535	Újezdec	0	1	7	50	ujezdec
3105	1	1	537527	Bohunice	0	1	7	43	bohunice
3105	1	1	537322	Lužice	0	1	5	41	luzice
3105	1	1	537365	Olšovice	0	1	5	33	olsovice
