OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
4203	565717	Terezín	1	1	901	90	ŽENY TEREZÍNSKA	ŽENY TEREZÍNSKA	SNK	1	080	2385	15.22	3
4203	565717	Terezín	1	2	166	166	STAROSTOVÉ A NEZÁVISLÍ	STAROSTOVÉ A NEZÁVISLÍ	STAN	1	166	2189	13.97	2
4203	565717	Terezín	1	3	768	768	ANO 2011	ANO 2011	ANO	1	768	1878	11.98	2
4203	565717	Terezín	1	4	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	905	5.77	1
4203	565717	Terezín	1	5	904	90	Změna pro Terezín s podporou Pirátů	Zm. pro Terezín s podp. Pirátů	SNK	1	080	1115	7.11	1
4203	565717	Terezín	1	6	905	90	Naděje pro Terezín	Naděje pro Terezín	SNK	1	080	531	3.38	0
4203	565717	Terezín	1	7	903	90	PRO obce a Terezín	PRO obce a Terezín	SNK	1	080	1076	6.86	1
4203	565717	Terezín	1	8	902	90	RESET	RESET	SNK	1	080	2749	17.54	3
4203	565717	Terezín	1	9	129	129	SNK Evropští demokraté	SNK Evropští demokraté	SNK ED	1	129	807	5.15	1
4203	565717	Terezín	1	10	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	1262	8.05	1
4203	565717	Terezín	1	11	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	771	4.92	0
