OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
6104	1	2	590266	Třebíč	0	1	27	38654	trebic
6104	1	2	591181	Moravské Budějovice	0	1	21	7934	moravske-budejovice
6104	1	2	591211	Náměšť nad Oslavou	0	1	17	5142	namest-nad-oslavou
6104	1	2	590789	Jemnice	0	1	21	4369	jemnice
6104	1	2	590754	Jaroměřice nad Rokytnou	0	1	21	4226	jaromerice-nad-rokytnou
6104	1	1	591301	Okříšky	0	1	15	2065	okrisky
6104	1	2	590673	Hrotovice	0	1	15	1775	hrotovice
6104	1	1	591742	Stařeč	0	1	15	1603	starec
6104	1	1	591998	Želetava	0	1	15	1542	zeletava
6104	1	1	590843	Kněžice	0	1	15	1462	knezice
6104	1	1	591173	Mohelno	0	1	15	1398	mohelno
6104	1	1	591904	Vladislav	0	1	15	1203	vladislav
6104	1	1	590401	Budišov	0	1	15	1179	budisov
6104	1	1	591629	Rouchovany	0	1	15	1098	rouchovany
6104	1	1	591254	Nové Syrovice	0	1	15	1003	nove-syrovice
6104	1	1	590941	Kralice nad Oslavou	0	1	15	865	kralice-nad-oslavou
6104	1	1	591611	Rokytnice nad Rokytnou	0	1	15	851	rokytnice-nad-rokytnou
6104	1	1	591939	Výčapy	0	1	9	821	vycapy
6104	1	1	590576	Dukovany	0	1	15	793	dukovany
6104	1	1	591459	Přibyslavice	0	1	11	784	pribyslavice
6104	1	1	591319	Opatov	0	1	11	750	opatov
6104	1	1	591190	Myslibořice	0	1	9	732	mysliborice
6104	1	1	591432	Předín	0	1	15	722	predin
6104	1	1	591637	Rudíkov	0	1	9	650	rudikov
6104	1	1	590380	Březník	0	1	11	616	breznik
6104	1	1	590746	Jakubov u Moravských Budějovic	0	1	15	608	jakubov-u-moravskych-budejovic
6104	1	1	591840	Trnava	0	1	7	601	trnava
6104	1	1	591831	Tasov	0	1	11	594	tasov
6104	1	1	591874	Valeč	0	1	15	586	valec
6104	1	1	590517	Dalešice	0	1	11	575	dalesice
6104	1	1	590584	Hartvíkovice	0	1	15	549	hartvikovice
6104	1	1	591769	Studenec	0	1	9	541	studenec
6104	1	1	590436	Čáslavice	0	1	15	528	caslavice
6104	1	1	550507	Litohoř	0	1	9	516	litohor
6104	1	1	554871	Střítež	0	1	7	491	stritez
6104	1	1	591009	Lesonice	0	1	9	483	lesonice
6104	1	1	591807	Šebkovice	0	1	11	467	sebkovice
6104	1	1	591858	Třebelovice	0	1	9	466	trebelovice
6104	1	1	591581	Rapotice	0	1	7	465	rapotice
6104	1	1	591505	Pyšel	0	1	9	454	pysel
6104	1	1	590860	Kojetice	0	1	9	453	kojetice
6104	1	1	590886	Koněšín	0	1	7	443	konesin
6104	1	1	591866	Třebenice	0	1	9	437	trebenice
6104	1	1	591360	Petrovice	0	1	9	431	petrovice
6104	1	1	590533	Dešov	0	1	9	420	desov
6104	1	1	591394	Police	0	1	7	400	police
6104	1	1	590550	Dolní Vilémovice	0	1	7	398	dolni-vilemovice
6104	1	1	591645	Římov	0	1	7	381	rimov
6104	1	1	545309	Kožichovice	0	1	7	376	kozichovice
6104	1	1	590908	Kouty	0	1	9	375	kouty
6104	1	1	590321	Blatnice	0	1	7	374	blatnice
6104	1	1	511242	Vícenice u Náměště nad Oslavou	0	1	7	372	vicenice-u-nameste-nad-oslavou
6104	1	1	550566	Lukov	0	1	7	369	lukov
6104	1	1	590410	Budkov	0	1	9	360	budkov
6104	1	1	591165	Mladoňovice	0	1	9	360	mladonovice
6104	1	1	590592	Heraltice	0	1	7	359	heraltice
6104	1	1	591220	Nárameč	0	1	9	351	naramec
6104	1	1	591548	Radkovice u Hrotovic	0	1	9	346	radkovice-u-hrotovic
6104	1	1	590851	Kojatice	0	1	7	344	kojatice
6104	1	1	591785	Sudice	0	1	7	336	sudice
6104	1	1	591041	Lipník	0	1	9	330	lipnik
6104	1	1	510980	Ocmanice	0	1	9	310	ocmanice
6104	1	1	590452	Čechtín	0	1	9	305	cechtin
6104	1	1	591815	Štěměchy	0	1	9	302	stemechy
6104	1	1	590797	Jinošov	0	1	7	301	jinosov
6104	1	1	590622	Hodov	0	1	7	297	hodov
6104	1	1	590568	Domamil	0	1	9	293	domamil
6104	1	1	590312	Biskupice-Pulkov	0	1	7	284	biskupice-pulkov
6104	1	1	590444	Čechočovice	0	1	7	284	cechocovice
