OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
3102	545503	Horní Dvořiště	1	1	902	90	SNK OBCE HORNÍ DVOŘIŠTĚ 2022	SNK OBCE HORNÍ DVOŘIŠTĚ 2022	SNK	1	080			
3102	545503	Horní Dvořiště	1	2	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007			
3102	545503	Horní Dvořiště	1	3	901	90	SPOLEK PRO HEZČÍ VESNICI	SPOLEK PRO HEZČÍ VESNICI	SNK	1	080			
