OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
6204	1	2	584291	Břeclav	0	1	27	24164	breclav
6204	1	2	584649	Mikulov	0	1	25	7454	mikulov
6204	1	2	584495	Hustopeče	0	1	21	5972	hustopece
6204	1	2	584983	Velké Bílovice	0	1	15	3861	velke-bilovice
6204	1	2	584622	Lanžhot	0	1	21	3746	lanzhot
6204	1	2	584975	Valtice	0	1	15	3586	valtice
6204	1	2	585017	Velké Pavlovice	0	1	17	3068	velke-pavlovice
6204	1	2	584797	Podivín	0	1	15	2900	podivin
6204	1	6	584665	Moravská Nová Ves	0	1	15	2560	moravska-nova-ves
6204	1	1	584631	Lednice	0	1	15	2318	lednice
6204	1	2	584550	Klobouky u Brna	0	1	15	2298	klobouky-u-brna
6204	1	1	584860	Rakvice	0	1	9	2198	rakvice
6204	1	1	584941	Tvrdonice	0	1	15	2129	tvrdonice
6204	1	1	584568	Kobylí	0	1	15	2116	kobyli
6204	1	1	584932	Šitbořice	0	1	15	1932	sitborice
6204	1	1	584576	Kostice	0	1	15	1844	kostice
6204	1	6	585009	Velké Němčice	0	1	15	1724	velke-nemcice
6204	1	1	584428	Dolní Dunajovice	0	1	15	1723	dolni-dunajovice
6204	1	6	584444	Drnholec	0	1	15	1671	drnholec
6204	1	1	584371	Březí	0	1	9	1544	brezi
6204	1	1	584487	Hrušky	0	1	15	1501	hrusky
6204	1	1	584673	Moravský Žižkov	0	1	15	1438	moravsky-zizkov
6204	1	1	585050	Zaječí	0	1	15	1413	zajeci
6204	1	1	584924	Šakvice	0	1	9	1357	sakvice
6204	1	1	584347	Bořetice	0	1	15	1340	boretice
6204	1	1	584452	Hlohovec	0	1	15	1310	hlohovec
6204	1	1	584592	Křepice	0	1	15	1275	krepice
6204	1	1	558443	Ladná	0	1	9	1254	ladna
6204	1	1	584584	Krumvíř	0	1	15	1169	krumvir
6204	1	1	584746	Novosedly	0	1	15	1163	novosedly
6204	1	1	585041	Vrbice	0	1	9	1133	vrbice
6204	1	1	584959	Týnec	0	1	15	1057	tynec
6204	1	1	584967	Uherčice	0	1	15	1025	uhercice
6204	1	1	584819	Popice	0	1	11	964	popice
6204	1	1	584363	Brumovice	0	1	11	952	brumovice
6204	1	6	584321	Boleradice	0	1	15	890	boleradice
6204	1	1	584878	Sedlec	0	1	7	831	sedlec
6204	1	1	584894	Starovice	0	1	9	810	starovice
6204	1	1	584380	Bulhary	0	1	9	800	bulhary
6204	1	1	584711	Nikolčice	0	1	15	799	nikolcice
6204	1	1	584908	Starovičky	0	1	9	787	starovicky
6204	1	1	584916	Strachotín	0	1	11	772	strachotin
6204	1	1	584339	Borkovany	0	1	9	762	borkovany
6204	1	1	584789	Perná	0	1	7	750	perna
6204	1	1	584851	Přítluky	0	1	11	750	pritluky
6204	1	1	584835	Pouzdřany	0	1	9	735	pouzdrany
6204	1	1	584461	Horní Bojanovice	0	1	7	643	horni-bojanovice
6204	1	1	584525	Jevišovka	0	1	7	604	jevisovka
6204	1	1	584703	Němčičky	0	1	9	601	nemcicky
6204	1	1	584771	Pavlov	0	1	7	551	pavlov
6204	1	1	584541	Klentnice	0	1	7	525	klentnice
6204	1	1	584401	Diváky	0	1	9	512	divaky
6204	1	1	584355	Brod nad Dyjí	0	1	7	480	brod-nad-dyji
6204	1	1	584681	Morkůvky	0	1	9	462	morkuvky
6204	1	1	584991	Velké Hostěrádky	0	1	9	452	velke-hosteradky
6204	1	1	584657	Milovice	0	1	7	441	milovice
6204	1	1	584479	Horní Věstonice	0	1	7	432	horni-vestonice
6204	1	1	584410	Dobré Pole	0	1	7	410	dobre-pole
6204	1	1	584304	Bavory	0	1	7	403	bavory
6204	1	1	555282	Kurdějov	0	1	9	383	kurdejov
6204	1	1	584754	Nový Přerov	0	1	7	339	novy-prerov
6204	1	1	584436	Dolní Věstonice	0	1	7	298	dolni-vestonice
6204	1	1	550256	Kašnice	0	1	5	225	kasnice
