OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2105	534102	Chotusice	1	1	804	80	Petr Šálený, nezávislý kandidát	Petr Šálený, NK	NK	1	080	173	60.61	1
2105	534102	Chotusice	1	2	806	80	Josef Krupička, nezávislý kandidát	Josef Krupička, NK	NK	1	080	187	65.51	1
2105	534102	Chotusice	1	3	808	80	Hana Kadlecová, nezávislý kandidát	Hana Kadlecová, NK	NK	1	080	127	44.49	0
2105	534102	Chotusice	1	4	802	80	Vladislava Habánová, nezávislý kandidát	Vladislava Habánová, NK	NK	1	080	119	41.69	0
2105	534102	Chotusice	1	5	809	80	Pirklová Pavlína, nezávislý kandidát	Pirklová Pavlína, NK	NK	1	080	51	17.86	0
2105	534102	Chotusice	1	6	801	80	Milan Linhart, nezávislý kandidát	Milan Linhart, NK	NK	1	080	141	49.39	0
2105	534102	Chotusice	1	7	803	80	Božena Vítková, nezávislý kandidát	Božena Vítková, NK	NK	1	080	155	54.3	1
2105	534102	Chotusice	1	8	811	80	Pravoslav Hanke, nezávislý kandidát	Pravoslav Hanke, NK	NK	1	080	65	22.77	0
2105	534102	Chotusice	1	9	812	80	Bc.Ludmila Lehetová, nezávislý kandidát	Bc.Ludmila Lehetová, NK	NK	1	080	271	94.94	1
2105	534102	Chotusice	1	10	814	80	Michal Gábel,DiS., nezávislý kandidát	Michal Gábel,Dis., NK	NK	1	080	178	62.36	1
2105	534102	Chotusice	1	11	807	80	Mgr.Marta Radlová, nezávislý kandidát	Mgr.Marta Radlová, NK	NK	1	080	172	60.26	1
2105	534102	Chotusice	1	12	810	80	Bc.Lucie Kopecká, nezávislý kandidát	Bc.Lucie Kopecká, NK	NK	1	080	100	35.03	0
2105	534102	Chotusice	1	13	805	80	Karol Milčák, nezávislý kandidát	Karol Milčák, NK	NK	1	080	196	68.66	1
2105	534102	Chotusice	1	14	813	80	Iveta Smejkalová, nezávislý kandidát	Iveta Smejkalová, NK	NK	1	080	63	22.07	0
