OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2105	533980	Bohdaneč	1	1	805	80	Nezávislý kandidát Josef Hlava	Josef Hlava, NK	NK	1	080	163	97.35	1
2105	533980	Bohdaneč	1	2	803	80	Nezávislý kandidát Stanislav Beneš	Stanislav Beneš, NK	NK	1	080	100	59.72	0
2105	533980	Bohdaneč	1	3	806	80	Nezávislý kandidát Jan Mudroch	Jan Mudroch, NK	NK	1	080	134	80.03	1
2105	533980	Bohdaneč	1	4	804	80	Nezávislý kandidát ing.Jan Mičánek	Jan Mičánek, NK	NK	1	080	140	83.61	1
2105	533980	Bohdaneč	1	5	807	80	Nezávislý kandidát Radek Zich	Radek Zich, NK	NK	1	080	122	72.86	1
2105	533980	Bohdaneč	1	6	802	80	NEZÁVISLÝ KANDIDÁT  JIŘÍ MARTINEK	Jiří Martinek, NK	NK	1	080	85	50.76	0
2105	533980	Bohdaneč	1	7	801	80	NEZÁVISLÝ KANDIDÁT  JAN VELETA	Jan Veleta, NK	NK	1	080	101	60.32	1
2105	533980	Bohdaneč	1	8	808	80	Nezávislý kandidát ing.Jaromír Juna	Jaromír Juna, NK	NK	1	080	128	76.45	1
2105	533980	Bohdaneč	1	9	810	80	nezávislý kandidát Josef Všetečka	Josef Všetečka, NK	NK	1	080	62	37.03	0
2105	533980	Bohdaneč	1	10	809	80	Nezávislý kandidát Milan Dlouhý	Milan Dlouhý, NK	NK	1	080	137	81.82	1
