OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5104	577596	Tatobity	1	1	801	80	Radan Mlejnek	Radan Mlejnek	Mlejnek	1	080	172	103.86	1
5104	577596	Tatobity	1	2	802	80	Milan Lacina	Milan Lacina	ML	1	080	151	91.18	1
5104	577596	Tatobity	1	3	818	80	Ing. Luděk Štěpnička	Ing. Luděk Štěpnička	LŠ	1	080	141	85.14	1
5104	577596	Tatobity	1	4	812	80	Petr Pešek	Petr Pešek	PP	1	080	140	84.54	1
5104	577596	Tatobity	1	5	811	80	Lenka Malá	Lenka Malá	LM	1	080	176	106.28	1
5104	577596	Tatobity	1	6	803	80	Martina Hanyšová	Martina Hanyšová	MH	1	080	130	78.5	1
5104	577596	Tatobity	1	7	804	80	Hana Čapková	Hana Čapková	HČ	1	080	126	76.08	1
5104	577596	Tatobity	1	8	817	80	Jiří Bakeš	Jiří Bakeš	JiB	1	080	171	103.26	1
5104	577596	Tatobity	1	9	805	80	Jaroslav Bakeš	Jaroslav Bakeš	JB	1	080	107	64.61	0
5104	577596	Tatobity	1	10	806	80	Josef Brunclík	Josef Brunclík	JoB	1	080	171	103.26	1
5104	577596	Tatobity	1	11	808	80	Luboš Vaňátko	Luboš Vaňátko	LV	1	080	162	97.82	1
5104	577596	Tatobity	1	12	807	80	Tomáš Kubíček	Tomáš Kubíček	TK	1	080	163	98.42	1
5104	577596	Tatobity	1	13	809	80	Jaroslav Tomeš	Jaroslav Tomeš	JT	1	080	117	70.65	1
5104	577596	Tatobity	1	14	810	80	František Bárta	František Bárta	FB	1	080	120	72.46	1
5104	577596	Tatobity	1	15	813	80	Jaroslav Šťastný	Jaroslav Šťastný	JŠ	1	080	104	62.8	0
5104	577596	Tatobity	1	16	814	80	Ladislav Kupec	Ladislav Kupec	LK	1	080	120	72.46	1
5104	577596	Tatobity	1	17	815	80	Jaroslav Bakeš	Jaroslav Bakeš	JaB	1	080	86	51.93	0
5104	577596	Tatobity	1	18	816	80	Vladimír Vávra	Vladimír Vávra	VV	1	080	127	76.69	1
