OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5301	571652	Krásné	1	1	805	80	Josef Fant, nezávislý kandidát	Josef Fant, NK	NK	1	080	38	52.77	1
5301	571652	Krásné	1	2	804	80	Pavel Horák, nezávislý kandidát	Pavel Horák, NK	NK	1	080	32	44.44	0
5301	571652	Krásné	1	3	803	80	Jaroslav Kučera, nezávislý kandidát	Jaroslav Kučera, NK	NK	1	080	65	90.27	1
5301	571652	Krásné	1	4	801	80	Jan Veleba, nezávislý kandidát	Jan Veleba, NK	NK	1	080	61	84.72	1
5301	571652	Krásné	1	5	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	24	33.33	0
5301	571652	Krásné	1	6	806	80	Petr Drášil, nezávislý kandidát	Petr Drášil, NK	NK	1	080	72	100	1
5301	571652	Krásné	1	7	802	80	Bc. Radek Pešek, nezávislý kandidát	Bc. Radek Pešek, NK	NK	1	080	62	86.11	1
5301	571652	Krásné	1	8	808	80	Pavel Soudek, nezávislý kandidát	Pavel Soudek, NK	NK	1	080	64	88.88	1
5301	571652	Krásné	1	9	809	80	Karel Fant, nezávislý kandidát	Karel Fant, NK	NK	1	080	51	70.83	1
5301	571652	Krásné	1	10	807	80	Ing. Vlastimil Kurek, nezávislý kandidát	Ing. Vlastimil Kurek, NK	NK	1	080	35	48.61	0
