OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
3101	1	1	529729	Kvítkovice	0	1	5	132	kvitkovice
3101	1	1	535176	Planá	0	1	7	271	plana
3101	1	1	535206	Dobrá Voda u Českých Budějovic	0	1	11	2652	dobra-voda-u-ceskych-budejovic
3101	1	1	535231	Ostrolovský Újezd	0	1	7	167	ostrolovsky-ujezd
3101	1	1	535249	Dasný	0	1	7	342	dasny
3101	1	1	535281	Mydlovary	0	1	9	304	mydlovary
3101	1	1	535346	Plav	0	1	7	424	plav
3101	1	1	535371	Nákří	0	1	7	211	nakri
3101	1	1	535401	Bošilec	0	1	7	208	bosilec
3101	1	1	535435	Neplachov	0	1	7	363	neplachov
3101	1	1	535460	Hradce	0	1	7	106	hradce
3101	1	1	535494	Úsilné	0	1	9	507	usilne
3101	1	1	535524	Hosty	0	1	7	161	hosty
3101	1	1	535541	Čakov	0	1	7	293	cakov
3101	1	1	535575	Habří	0	1	7	110	habri
3101	1	1	535591	Zvíkov	0	1	9	259	zvikov
3101	1	1	535613	Hvozdec	0	1	7	137	hvozdec
3101	1	1	535648	Nová Ves	0	1	9	776	nova-ves
3101	1	1	535664	Doubravice	0	1	7	312	doubravice
3101	1	1	535681	Borovnice	0	1	5	143	borovnice
3101	1	1	535699	Petříkov	0	1	7	288	petrikov
3101	1	1	535737	Vidov	0	1	9	610	vidov
3101	1	1	535753	Hůry	0	1	7	607	hury
3101	1	1	535761	Jivno	0	1	5	407	jivno
3101	1	1	535788	Dubičné	0	1	7	405	dubicne
3101	1	1	535796	Vráto	0	1	7	428	vrato
3101	1	1	535800	Libníč	0	1	7	545	libnic
3101	1	1	535826	Adamov	0	1	9	985	adamov
3101	1	1	535842	Mokrý Lom	0	1	7	116	mokry-lom
3101	1	1	535851	Hlavatce	0	1	7	147	hlavatce
3101	1	1	535877	Komařice	0	1	7	357	komarice
3101	1	1	535893	Vitín	0	1	9	457	vitin
3101	1	1	535907	Chotýčany	0	1	7	265	chotycany
3101	1	1	535915	Vlkov	0	1	5	43	vlkov
3101	1	1	535940	Mazelov	0	1	7	227	mazelov
3101	1	1	535958	Drahotěšice	0	1	7	321	drahotesice
3101	1	1	535982	Kamenná	0	1	7	314	kamenna
3101	1	1	535991	Pištín	0	1	9	648	pistin
3101	1	1	536016	Zahájí	0	1	7	482	zahaji
3101	1	1	536032	Strýčice	0	1	5	61	strycice
3101	1	1	536059	Břehov	0	1	7	173	brehov
3101	1	1	536075	Hartmanice	0	1	7	188	hartmanice
3101	1	1	536105	Horní Kněžeklady	0	1	7	108	horni-knezeklady
3101	1	1	536156	Bečice	0	1	7	101	becice
3101	1	1	536199	Dobšice	0	1	7	126	dobsice
3101	1	3	544256	České Budějovice	0	1	45	93426	ceske-budejovice
3101	1	1	544272	Borek	0	1	11	1552	borek
3101	1	2	544281	Borovany	0	1	17	4137	borovany
3101	1	1	544299	Boršov nad Vltavou	0	1	9	1997	borsov-nad-vltavou
3101	1	1	544329	Čejkovice	0	1	7	401	cejkovice
3101	1	1	544361	Dívčice	0	1	9	576	divcice
3101	1	6	544388	Dolní Bukovsko	0	1	15	1674	dolni-bukovsko
3101	1	1	544400	Doudleby	0	1	7	472	doudleby
3101	1	1	544426	Dříteň	0	1	15	1676	driten
3101	1	1	544442	Dubné	0	1	15	1677	dubne
3101	1	1	544451	Dynín	0	1	7	341	dynin
3101	1	2	544485	Hluboká nad Vltavou	0	1	21	5353	hluboka-nad-vltavou
3101	1	1	544493	Homole	0	1	11	1629	homole
3101	1	1	544515	Horní Stropnice	0	1	15	1470	horni-stropnice
3101	1	1	544523	Hosín	0	1	9	924	hosin
3101	1	1	544540	Hranice	0	1	7	197	hranice
3101	1	1	544558	Hrdějovice	0	1	11	1510	hrdejovice
