OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
3107	1	2	552046	Tábor	0	1	27	34858	tabor
3107	1	2	553069	Sezimovo Ústí	0	1	21	7287	sezimovo-usti
3107	1	2	553131	Soběslav	0	1	21	7195	sobeslav
3107	1	2	553271	Veselí nad Lužnicí	0	1	21	6437	veseli-nad-luznici
3107	1	2	552054	Bechyně	0	1	15	5226	bechyne
3107	1	2	552828	Planá nad Lužnicí	0	1	15	3918	plana-nad-luznici
3107	1	2	552704	Mladá Vožice	0	1	15	2721	mlada-vozice
3107	1	2	552496	Chýnov	0	1	15	2418	chynov
3107	1	2	552534	Jistebnice	0	1	15	2012	jistebnice
3107	1	6	552666	Malšice	0	1	11	1841	malsice
3107	1	1	552461	Chotoviny	0	1	15	1732	chotoviny
3107	1	1	552801	Opařany	0	1	15	1419	oparany
3107	1	1	553417	Želeč	0	1	15	928	zelec
3107	1	1	552241	Dolní Hořice	0	1	15	825	dolni-horice
3107	1	1	552283	Dražice	0	1	9	803	drazice
3107	1	1	553239	Tučapy	0	1	15	773	tucapy
3107	1	1	552585	Košice	0	1	9	768	kosice
3107	1	1	549631	Nadějkov	0	1	15	739	nadejkov
3107	1	1	552992	Ratibořské Hory	0	1	15	727	ratiborske-hory
3107	1	1	553166	Sudoměřice u Bechyně	0	1	15	720	sudomerice-u-bechyne
3107	1	6	552101	Borotín	0	1	15	663	borotin
3107	1	1	563986	Klenovice	0	1	7	625	klenovice
3107	1	6	553140	Stádlec	0	1	9	563	stadlec
3107	1	1	553018	Roudná	0	1	7	529	roudna
3107	1	1	552470	Choustník	0	1	9	515	choustnik
3107	1	1	552917	Radenín	0	1	9	513	radenin
3107	1	1	553077	Skalice	0	1	9	467	skalice
3107	1	1	599042	Slapy	0	1	9	454	slapy
3107	1	1	552208	Dírná	0	1	9	405	dirna
3107	1	1	552933	Radimovice u Želče	0	1	9	396	radimovice-u-zelce
3107	1	1	552143	Budislav	0	1	9	394	budislav
3107	1	1	553409	Zvěrotice	0	1	9	388	zverotice
3107	1	1	553123	Smilovy Hory	0	1	9	373	smilovy-hory
3107	1	1	552721	Myslkovice	0	1	7	366	myslkovice
3107	1	1	552321	Hlavatce	0	1	9	363	hlavatce
3107	1	1	553204	Šebířov	0	1	9	346	sebirov
3107	1	1	599123	Ústrašice	0	1	7	341	ustrasice
3107	1	1	552895	Přehořov	0	1	9	337	prehorov
3107	1	1	553182	Sviny	0	1	7	334	sviny
3107	1	1	599115	Řípec	0	1	7	325	ripec
3107	1	1	553298	Vlastiboř	0	1	9	310	vlastibor
3107	1	1	552763	Nová Ves u Chýnova	0	1	9	309	nova-ves-u-chynova
3107	1	1	553174	Sudoměřice u Tábora	0	1	7	306	sudomerice-u-tabora
3107	1	1	552747	Nemyšl	0	1	7	293	nemysl
3107	1	1	553034	Řepeč	0	1	7	272	repec
3107	1	1	553263	Vesce	0	1	7	272	vesce
3107	1	1	551601	Turovec	0	1	9	263	turovec
3107	1	1	553361	Zálší	0	1	7	263	zalsi
3107	1	1	599271	Zlukov	0	1	7	256	zlukov
3107	1	1	553255	Val	0	1	7	252	val
