OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
3106	550787	Strakonice	1	1	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	14532	9.57	2
3106	550787	Strakonice	1	2	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	11794	7.76	2
3106	550787	Strakonice	1	3	113	113	Volba pro město	Volba pro město	VPM	1	113	8406	5.53	1
3106	550787	Strakonice	1	4	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	12030	7.92	2
3106	550787	Strakonice	1	5	1078	1078	Vize pro změnu ve Strakonicích	Vize pro změnu ve Strakonicích		2	002,175	2481	2.01	0
3106	550787	Strakonice	1	6	510	510	Změna pro Strakonice	Změna pro Strakonice		2	0080,0771	6780	4.46	0
3106	550787	Strakonice	1	7	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	6516	4.29	0
3106	550787	Strakonice	1	8	721	721	TOP 09	TOP 09	TOP 09	1	721	11530	7.59	2
3106	550787	Strakonice	1	9	742	742	Strakonická Veřejnost	Strakonická Veřejnost	SV	1	742	43941	28.93	7
3106	550787	Strakonice	1	10	768	768	ANO 2011	ANO 2011	ANO 2011	1	768	13451	9.3	2
3106	550787	Strakonice	1	11	766	766	"""JIHOČEŠI 2012"""	"""JIHOČEŠI 2012"""	"""JIH 12"""	1	766	20386	13.42	3
