OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2101	530760	Teplýšovice	1	1	802	80	Michal Benák, nezávislý kandidát	Michal Benák, NK	NK	1	080	63	29.01	0
2101	530760	Teplýšovice	1	2	808	80	Jana Marešová, nezávislý kandidát	Jana Marešová, NK	NK	1	080	112	51.57	1
2101	530760	Teplýšovice	1	3	807	80	Jiří Pessr, nezávislý kandidát	Jiří Pessr, NK	NK	1	080	163	75.06	1
2101	530760	Teplýšovice	1	4	805	80	Josef Křeček, nezávislý kandidát	Josef Křeček, NK	NK	1	080	86	39.6	0
2101	530760	Teplýšovice	1	5	810	80	Josef Švimberský, nezávislý kandidát	Josef Švimberský, NK	NK	1	080	38	17.5	0
2101	530760	Teplýšovice	1	6	812	80	Ing. Antonín Sahula, nezávislý kandidát	Ing. Antonín Sahula, NK	NK	1	080	78	35.92	0
2101	530760	Teplýšovice	1	7	806	80	Josef Škvor, nezávislý kandidát	Josef Škvor, NK	NK	1	080	192	88.42	1
2101	530760	Teplýšovice	1	8	814	80	Vladimír Škvor, nezávislý kandidát	Vladimír Škvor, NK	NK	1	080	58	26.71	0
2101	530760	Teplýšovice	1	9	809	80	Ing. Petr Dřízal, nezávislý kandidát	Ing. Petr Dřízal, NK	NK	1	080	143	65.85	1
2101	530760	Teplýšovice	1	10	803	80	Bc. Miroslav Kratochvíl, nezávislý kandidát	Bc. Miroslav Kratochvíl, NK	NK	1	080	170	78.28	1
2101	530760	Teplýšovice	1	11	813	80	Josef Sahula, nezávislý kandidát	Josef Sahula, NK	NK	1	080	69	31.77	0
2101	530760	Teplýšovice	1	12	804	80	Josef Provazník, nezávislý kandidát	Josef Provazník, NK	NK	1	080	113	52.03	1
2101	530760	Teplýšovice	1	13	811	80	Mgr. Pavel Goby, nezávislý kandidát	Mgr. Pavel Goby, NK	NK	1	080	165	75.98	1
2101	530760	Teplýšovice	1	14	801	80	Alena Ottlová, nezávislý kandidát	Alena Ottlová, NK	NK	1	080	70	32.23	0
