OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5205	579114	Černý Důl	1	1	901	90	PARTNERSTVÍ	PARTNERSTVÍ	SNK	1	080			
5205	579114	Černý Důl	1	2	902	90	Tři pilíře	Tři pilíře	SNK	1	080			
