OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
4202	1	3	562971	Chomutov	0	1	35	50027	chomutov
4202	1	2	563099	Jirkov	0	1	25	21093	jirkov
4202	1	2	563102	Kadaň	0	1	27	17807	kadan
4202	1	2	563129	Klášterec nad Ohří	0	1	21	15593	klasterec-nad-ohri
4202	1	2	563404	Vejprty	0	1	15	3261	vejprty
4202	1	1	563137	Kovářská	0	1	15	1287	kovarska
4202	1	1	563013	Březno	0	1	15	1215	brezno
4202	1	1	563323	Radonice	0	1	9	1173	radonice
4202	1	1	563382	Údlice	0	1	15	1091	udlice
4202	1	1	563285	Perštejn	0	1	7	1051	perstejn
4202	1	1	563340	Spořice	0	1	9	1048	sporice
4202	1	1	563501	Vysoká Pec	0	1	9	836	vysoka-pec
4202	1	1	563218	Mašťov	0	1	9	648	mastov
4202	1	1	563358	Strupčice	0	1	9	635	strupcice
4202	1	1	563081	Chbany	0	1	9	613	chbany
4202	1	1	563056	Droužkovice	0	1	7	600	drouzkovice
4202	1	1	563277	Otvice	0	1	9	590	otvice
4202	1	1	563439	Vilémov	0	1	9	572	vilemov
4202	1	1	563200	Málkov	0	1	9	561	malkov
4202	1	1	563021	Černovice	0	1	7	467	cernovice
4202	1	1	563072	Hrušovany	0	1	7	379	hrusovany
4202	1	1	562998	Blatno	0	1	9	354	blatno
4202	1	1	546071	Račetice	0	1	7	351	racetice
4202	1	1	563242	Místo	0	1	9	318	misto
4202	1	1	563269	Okounov	0	1	7	312	okounov
4202	1	1	563412	Veliká Ves	0	1	9	260	velika-ves
4202	1	1	563331	Rokle	0	1	7	249	rokle
4202	1	1	563064	Hora Svatého Šebestiána	0	1	7	243	hora-svateho-sebestiana
4202	1	1	563463	Vrskmaň	0	1	7	225	vrskman
4202	1	1	562980	Bílence	0	1	9	219	bilence
4202	1	1	563293	Pětipsy	0	1	7	205	petipsy
4202	1	1	563498	Výsluní	0	1	9	205	vysluni
4202	1	1	563005	Boleboř	0	1	9	203	bolebor
4202	1	1	563188	Libědice	0	1	7	203	libedice
4202	1	1	563161	Křimov	0	1	7	187	krimov
4202	1	1	563111	Kalek	0	1	9	183	kalek
4202	1	1	563480	Všestudy	0	1	7	182	vsestudy
4202	1	1	546160	Nezabylice	0	1	9	173	nezabylice
4202	1	1	563226	Měděnec	0	1	9	154	medenec
4202	1	1	563471	Všehrdy	0	1	7	121	vsehrdy
4202	1	1	546062	Pesvice	0	1	5	96	pesvice
4202	1	1	563048	Domašín	0	1	7	94	domasin
4202	1	1	546518	Loučná pod Klínovcem	0	1	7	92	loucna-pod-klinovcem
4202	1	1	563315	Kryštofovy Hamry	0	1	9	55	krystofovy-hamry
