OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2109	535362	Záryby	1	1	901	90	Občané Záryb a Martinova	Občané Záryb a Martinova	SNK	1	080	1316	54.26	4
2109	535362	Záryby	1	2	902	90	Spokojená vesnice	Spokojená vesnice	SNK	1	080	1109	45.73	3
