label	zastKey	okrKey	okres
Hodonín	hodonin	chrudim	Chrudim
Rozhovice	rozhovice	chrudim	Chrudim
Jeníkov	jenikov	chrudim	Chrudim
Křižanovice	krizanovice	chrudim	Chrudim
Licibořice	liciborice	chrudim	Chrudim
Vyžice	vyzice	chrudim	Chrudim
Zájezdec	zajezdec	chrudim	Chrudim
Bor u Skutče	bor-u-skutce	chrudim	Chrudim
Lipovec	lipovec	chrudim	Chrudim
Hojanovice	hojanovice	pelhrimov	Pelhřimov
Stolany	stolany	chrudim	Chrudim
Rybník	rybnik	usti-nad-orlici	Ústí nad Orlicí
Horní Cerekev	horni-cerekev	pelhrimov	Pelhřimov
Trpík	trpik	usti-nad-orlici	Ústí nad Orlicí
Horní Ves	horni-ves	pelhrimov	Pelhřimov
Hořepník	horepnik	pelhrimov	Pelhřimov
Hořice	horice	pelhrimov	Pelhřimov
Sobkovice	sobkovice	usti-nad-orlici	Ústí nad Orlicí
Hrádek	hradek	usti-nad-orlici	Ústí nad Orlicí
Albrechtice	albrechtice	usti-nad-orlici	Ústí nad Orlicí
Humpolec	humpolec	pelhrimov	Pelhřimov
Bošín	bosin	usti-nad-orlici	Ústí nad Orlicí
Dlouhá Třebová	dlouha-trebova	usti-nad-orlici	Ústí nad Orlicí
Vračovice-Orlov	vracovice-orlov	usti-nad-orlici	Ústí nad Orlicí
Dlouhoňovice	dlouhonovice	usti-nad-orlici	Ústí nad Orlicí
Helvíkovice	helvikovice	usti-nad-orlici	Ústí nad Orlicí
Vrchovnice	vrchovnice	hradec-kralove	Hradec Králové
Obědovice	obedovice	hradec-kralove	Hradec Králové
Ježov	jezov	pelhrimov	Pelhřimov
Jiřice	jirice	pelhrimov	Pelhřimov
Kaliště	kaliste	pelhrimov	Pelhřimov
Kámen	kamen	pelhrimov	Pelhřimov
Kamenice nad Lipou	kamenice-nad-lipou	pelhrimov	Pelhřimov
Kejžlice	kejzlice	pelhrimov	Pelhřimov
Koberovice	koberovice	pelhrimov	Pelhřimov
Světí	sveti	hradec-kralove	Hradec Králové
Komorovice	komorovice	pelhrimov	Pelhřimov
Košetice	kosetice	pelhrimov	Pelhřimov
Kouty	kouty	havlickuv-brod	Havlíčkův Brod
Nejepín	nejepin	havlickuv-brod	Havlíčkův Brod
Křeč	krec	pelhrimov	Pelhřimov
Křelovice	krelovice	pelhrimov	Pelhřimov
Křešín	kresin	pelhrimov	Pelhřimov
Leskovice	leskovice	pelhrimov	Pelhřimov
Horní Paseka	horni-paseka	havlickuv-brod	Havlíčkův Brod
Podmoky	podmoky	havlickuv-brod	Havlíčkův Brod
Bartoušov	bartousov	havlickuv-brod	Havlíčkův Brod
Břevnice	brevnice	havlickuv-brod	Havlíčkův Brod
Knyk	knyk	havlickuv-brod	Havlíčkův Brod
Kyjov	kyjov	havlickuv-brod	Havlíčkův Brod
Michalovice	michalovice	havlickuv-brod	Havlíčkův Brod
Skorkov	skorkov	havlickuv-brod	Havlíčkův Brod
Lukavec	lukavec	pelhrimov	Pelhřimov
Slavníč	slavnic	havlickuv-brod	Havlíčkův Brod
Ostrov	ostrov	havlickuv-brod	Havlíčkův Brod
Mezilesí	mezilesi	pelhrimov	Pelhřimov
Čečkovice	ceckovice	havlickuv-brod	Havlíčkův Brod
Mladé Bříště	mlade-briste	pelhrimov	Pelhřimov
Mnich	mnich	pelhrimov	Pelhřimov
Moraveč	moravec	pelhrimov	Pelhřimov
Jilem	jilem	havlickuv-brod	Havlíčkův Brod
Sedletín	sedletin	havlickuv-brod	Havlíčkův Brod
Bezděkov	bezdekov	havlickuv-brod	Havlíčkův Brod
Dolní Sokolovec	dolni-sokolovec	havlickuv-brod	Havlíčkův Brod
Nová Cerekev	nova-cerekev	pelhrimov	Pelhřimov
Nový Rychnov	novy-rychnov	pelhrimov	Pelhřimov
Obrataň	obratan	pelhrimov	Pelhřimov
Lány	lany	havlickuv-brod	Havlíčkův Brod
Sloupno	sloupno	havlickuv-brod	Havlíčkův Brod
Onšov	onsov	pelhrimov	Pelhřimov
Pacov	pacov	pelhrimov	Pelhřimov
Kochánov	kochanov	havlickuv-brod	Havlíčkův Brod
Úhořilka	uhorilka	havlickuv-brod	Havlíčkův Brod
Píšť	pist	pelhrimov	Pelhřimov
Slavětín	slavetin	havlickuv-brod	Havlíčkův Brod
Počátky	pocatky	pelhrimov	Pelhřimov
Kunemil	kunemil	havlickuv-brod	Havlíčkův Brod
Okrouhlička	okrouhlicka	havlickuv-brod	Havlíčkův Brod
Heřmanice	hermanice	havlickuv-brod	Havlíčkův Brod
Pošná	posna	pelhrimov	Pelhřimov
Kraborovice	kraborovice	havlickuv-brod	Havlíčkův Brod
Zvěstovice	zvestovice	havlickuv-brod	Havlíčkův Brod
Podmoklany	podmoklany	havlickuv-brod	Havlíčkův Brod
Hřibiny-Ledská	hribiny-ledska	rychnov-nad-kneznou	Rychnov nad Kněžnou
Libel	libel	rychnov-nad-kneznou	Rychnov nad Kněžnou
Rohenice	rohenice	rychnov-nad-kneznou	Rychnov nad Kněžnou
Vysoký Újezd	vysoky-ujezd	hradec-kralove	Hradec Králové
Krchleby	krchleby	rychnov-nad-kneznou	Rychnov nad Kněžnou
Svídnice	svidnice	rychnov-nad-kneznou	Rychnov nad Kněžnou
Vrbice	vrbice	rychnov-nad-kneznou	Rychnov nad Kněžnou
Řečice	recice	pelhrimov	Pelhřimov
Polom	polom	rychnov-nad-kneznou	Rychnov nad Kněžnou
Salačova Lhota	salacova-lhota	pelhrimov	Pelhřimov
Samšín	samsin	pelhrimov	Pelhřimov
Proruby	proruby	rychnov-nad-kneznou	Rychnov nad Kněžnou
Sedlice	sedlice	pelhrimov	Pelhřimov
Senožaty	senozaty	pelhrimov	Pelhřimov
Jahodov	jahodov	rychnov-nad-kneznou	Rychnov nad Kněžnou
Chlístov	chlistov	rychnov-nad-kneznou	Rychnov nad Kněžnou
Lampertice	lampertice	trutnov	Trutnov
Stanovice	stanovice	trutnov	Trutnov
Borovnička	borovnicka	trutnov	Trutnov
Zábřezí-Řečice	zabrezi-recice	trutnov	Trutnov
Zdobín	zdobin	trutnov	Trutnov
Bříšťany	bristany	jicin	Jičín
Milovice u Hořic	milovice-u-horic	jicin	Jičín
Petrovičky	petrovicky	jicin	Jičín
Sukorady	sukorady	jicin	Jičín
Rokytňany	rokytnany	jicin	Jičín
Bílsko u Hořic	bilsko-u-horic	jicin	Jičín
Ohaveč	ohavec	jicin	Jičín
Kostelec	kostelec	jicin	Jičín
Těmice	temice	pelhrimov	Pelhřimov
Kovač	kovac	jicin	Jičín
Budčeves	budceves	jicin	Jičín
Sedliště	sedliste	jicin	Jičín
Borek	borek	jicin	Jičín
Útěchovice	utechovice	pelhrimov	Pelhřimov
Červená Třemešná	cervena-tremesna	jicin	Jičín
Včelnička	vcelnicka	pelhrimov	Pelhřimov
Velká Chyška	velka-chyska	pelhrimov	Pelhřimov
Vřesník	vresnik	jicin	Jičín
Choteč	chotec	jicin	Jičín
Velký Rybník	velky-rybnik	pelhrimov	Pelhřimov
Veselá	vesela	pelhrimov	Pelhřimov
Věžná	vezna	pelhrimov	Pelhřimov
Březina	brezina	jicin	Jičín
Dolní Lochov	dolni-lochov	jicin	Jičín
Staré Místo	stare-misto	jicin	Jičín
Brada-Rybníček	brada-rybnicek	jicin	Jičín
Dílce	dilce	jicin	Jičín
Vojslavice	vojslavice	pelhrimov	Pelhřimov
Vyklantice	vyklantice	pelhrimov	Pelhřimov
Vyskytná	vyskytna	pelhrimov	Pelhřimov
Jinolice	jinolice	jicin	Jičín
Kbelnice	kbelnice	jicin	Jičín
Zachotín	zachotin	pelhrimov	Pelhřimov
Ohařice	oharice	jicin	Jičín
Zámostí-Blata	zamosti-blata	jicin	Jičín
Nevratice	nevratice	jicin	Jičín
Želiv	zeliv	pelhrimov	Pelhřimov
Chyjice	chyjice	jicin	Jičín
Žirovnice	zirovnice	pelhrimov	Pelhřimov
Písek	pisek	pisek	Písek
Albrechtice nad Vltavou	albrechtice-nad-vltavou	pisek	Písek
Bernartice	bernartice	pisek	Písek
Rašín	rasin	jicin	Jičín
Butoves	butoves	jicin	Jičín
Božetice	bozetice	pisek	Písek
Branice	branice	pisek	Písek
Kacákova Lhota	kacakova-lhota	jicin	Jičín
Cerhonice	cerhonice	pisek	Písek
Čimelice	cimelice	pisek	Písek
Čížová	cizova	pisek	Písek
Cholenice	cholenice	jicin	Jičín
Dobev	dobev	pisek	Písek
Dražíč	drazic	ceske-budejovice	České Budějovice
Drhovle	drhovle	pisek	Písek
Heřmaň	herman	pisek	Písek
Pozlovice	pozlovice	zlin	Zlín
Hrazany	hrazany	pisek	Písek
Hrejkovice	hrejkovice	pisek	Písek
Komárov	komarov	zlin	Zlín
Oldřichovice	oldrichovice	zlin	Zlín
Chyšky	chysky	pisek	Písek
Pohořelice	pohorelice	zlin	Zlín
Jetětice	jetetice	pisek	Písek
Kestřany	kestrany	pisek	Písek
Kluky	kluky	pisek	Písek
Kostelec nad Vltavou	kostelec-nad-vltavou	pisek	Písek
Kovářov	kovarov	pisek	Písek
Králova Lhota	kralova-lhota	pisek	Písek
Poteč	potec	zlin	Zlín
Kučeř	kucer	pisek	Písek
Lhotsko	lhotsko	zlin	Zlín
Lety	lety	pisek	Písek
Milevsko	milevsko	pisek	Písek
Mirotice	mirotice	pisek	Písek
Mirovice	mirovice	pisek	Písek
Mišovice	misovice	pisek	Písek
Myslín	myslin	pisek	Písek
Lípa	lipa	zlin	Zlín
Nadějkov	nadejkov	tabor	Tábor
Tečovice	tecovice	zlin	Zlín
Nevězice	nevezice	pisek	Písek
Raškovice	raskovice	frydek-mistek	Frýdek-Místek
Krásná	krasna	frydek-mistek	Frýdek-Místek
Orlík nad Vltavou	orlik-nad-vltavou	pisek	Písek
Bořenovice	borenovice	kromeriz	Kroměříž
Oslov	oslov	pisek	Písek
Ostrovec	ostrovec	pisek	Písek
Přílepy	prilepy	kromeriz	Kroměříž
Ponětovice	ponetovice	brno-venkov	Brno-venkov
Předklášteří	predklasteri	brno-venkov	Brno-venkov
Podolí I	podoli-i	pisek	Písek
Protivín	protivin	pisek	Písek
Říčky	ricky	brno-venkov	Brno-venkov
Přeštěnice	prestenice	pisek	Písek
Putim	putim	pisek	Písek
Ražice	razice	pisek	Písek
Milasín	milasin	zdar-nad-sazavou	Žďár nad Sázavou
Sepekov	sepekov	pisek	Písek
Skály	skaly	pisek	Písek
Slabčice	slabcice	pisek	Písek
Smetanova Lhota	smetanova-lhota	pisek	Písek
Střítež	stritez	zdar-nad-sazavou	Žďár nad Sázavou
Skryje	skryje	brno-venkov	Brno-venkov
Újezd u Tišnova	ujezd-u-tisnova	brno-venkov	Brno-venkov
Pikárec	pikarec	zdar-nad-sazavou	Žďár nad Sázavou
Radkov	radkov	zdar-nad-sazavou	Žďár nad Sázavou
Tálín	talin	pisek	Písek
Rosička	rosicka	zdar-nad-sazavou	Žďár nad Sázavou
Ubušínek	ubusinek	zdar-nad-sazavou	Žďár nad Sázavou
Hačky	hacky	prostejov	Prostějov
Veselíčko	veselicko	pisek	Písek
Polomí	polomi	prostejov	Prostějov
Vráž	vraz	pisek	Písek
Vrcovice	vrcovice	pisek	Písek
Vracovice	vracovice	znojmo	Znojmo
Záhoří	zahori	pisek	Písek
Zbelítov	zbelitov	pisek	Písek
Zběšičky	zbesicky	pisek	Písek
Plenkovice	plenkovice	znojmo	Znojmo
Zhoř	zhor	pisek	Písek
Přeskače	preskace	znojmo	Znojmo
Křídlůvky	kridluvky	znojmo	Znojmo
Prachatice	prachatice	prachatice	Prachatice
Kozlany	kozlany	vyskov	Vyškov
Bohumilice	bohumilice	prachatice	Prachatice
Bošice	bosice	prachatice	Prachatice
Olšany	olsany	vyskov	Vyškov
Medlovice	medlovice	vyskov	Vyškov
Bušanovice	busanovice	prachatice	Prachatice
Čkyně	ckyne	prachatice	Prachatice
Podomí	podomi	vyskov	Vyškov
Dub	dub	prachatice	Prachatice
Uhřice	uhrice	vyskov	Vyškov
Horní Vltavice	horni-vltavice	prachatice	Prachatice
Heršpice	herspice	vyskov	Vyškov
Hracholusky	hracholusky	prachatice	Prachatice
Husinec	husinec	prachatice	Prachatice
Chlumany	chlumany	prachatice	Prachatice
Kašnice	kasnice	breclav	Břeclav
Chroboly	chroboly	prachatice	Prachatice
Cvrčovice	cvrcovice	brno-venkov	Brno-venkov
Hybrálec	hybralec	jihlava	Jihlava
Smrčná	smrcna	jihlava	Jihlava
Kuroslepy	kuroslepy	trebic	Třebíč
Třesov	tresov	trebic	Třebíč
Ktiš	ktis	prachatice	Prachatice
Kvilda	kvilda	prachatice	Prachatice
Lažiště	laziste	prachatice	Prachatice
Lenora	lenora	prachatice	Prachatice
Lhenice	lhenice	prachatice	Prachatice
Pokojovice	pokojovice	trebic	Třebíč
Martínkov	martinkov	trebic	Třebíč
Němčice	nemcice	prachatice	Prachatice
Bohušice	bohusice	trebic	Třebíč
Malovice	malovice	prachatice	Prachatice
Mičovice	micovice	prachatice	Prachatice
Nebahovy	nebahovy	prachatice	Prachatice
Netolice	netolice	prachatice	Prachatice
Nová Pec	nova-pec	prachatice	Prachatice
Pálovice	palovice	trebic	Třebíč
Chotěbudice	chotebudice	trebic	Třebíč
Radhostice	radhostice	prachatice	Prachatice
Radkovice u Budče	radkovice-u-budce	trebic	Třebíč
Litohoř	litohor	trebic	Třebíč
Stachy	stachy	prachatice	Prachatice
Stožec	stozec	prachatice	Prachatice
Strážný	strazny	prachatice	Prachatice
Strunkovice nad Blanicí	strunkovice-nad-blanici	prachatice	Prachatice
Svatá Maří	svata-mari	prachatice	Prachatice
Lukov	lukov	trebic	Třebíč
Šumavské Hoštice	sumavske-hostice	prachatice	Prachatice
Těšovice	tesovice	prachatice	Prachatice
Jiratice	jiratice	trebic	Třebíč
Tvrzice	tvrzice	prachatice	Prachatice
Horní Smrčné	horni-smrcne	trebic	Třebíč
Vacov	vacov	prachatice	Prachatice
Hroznatín	hroznatin	trebic	Třebíč
Vimperk	vimperk	prachatice	Prachatice
Vitějovice	vitejovice	prachatice	Prachatice
Vlachovo Březí	vlachovo-brezi	prachatice	Prachatice
Volary	volary	prachatice	Prachatice
Záblatí	zablati	prachatice	Prachatice
Zálezly	zalezly	prachatice	Prachatice
Zbytiny	zbytiny	prachatice	Prachatice
Krahulov	krahulov	trebic	Třebíč
Zdíkov	zdikov	prachatice	Prachatice
Hostětín	hostetin	uherske-hradiste	Uherské Hradiště
Kunovice	kunovice	uherske-hradiste	Uherské Hradiště
Staré Město	stare-mesto	uherske-hradiste	Uherské Hradiště
Želnava	zelnava	prachatice	Prachatice
Naloučany	naloucany	trebic	Třebíč
Strakonice	strakonice	strakonice	Strakonice
Podbřežice	podbrezice	vyskov	Vyškov
Bavorov	bavorov	strakonice	Strakonice
Bělčice	belcice	strakonice	Strakonice
Holubice	holubice	vyskov	Vyškov
Bílsko	bilsko	strakonice	Strakonice
Jiřice u Moravských Budějovic	jirice-u-moravskych-budejovic	znojmo	Znojmo
Blatná	blatna	strakonice	Strakonice
Cehnice	cehnice	strakonice	Strakonice
Čejetice	cejetice	strakonice	Strakonice
Čepřovice	ceprovice	strakonice	Strakonice
Čestice	cestice	strakonice	Strakonice
Číčenice	cicenice	strakonice	Strakonice
Brno-střed	brno-stred	brno-mesto	Brno-město
Doubravice	doubravice	strakonice	Strakonice
Brno-Žabovřesky	brno-zabovresky	brno-mesto	Brno-město
Brno-Královo Pole	brno-kralovo-pole	brno-mesto	Brno-město
Drahonice	drahonice	strakonice	Strakonice
Drážov	drazov	strakonice	Strakonice
Brno-sever	brno-sever	brno-mesto	Brno-město
Dřešín	dresin	strakonice	Strakonice
Brno-Židenice	brno-zidenice	brno-mesto	Brno-město
Brno-Černovice	brno-cernovice	brno-mesto	Brno-město
Brno-jih	brno-jih	brno-mesto	Brno-město
Brno-Bohunice	brno-bohunice	brno-mesto	Brno-město
Brno-Starý Lískovec	brno-stary-liskovec	brno-mesto	Brno-město
Hoslovice	hoslovice	strakonice	Strakonice
Brno-Nový Lískovec	brno-novy-liskovec	brno-mesto	Brno-město
Hoštice	hostice	strakonice	Strakonice
Chelčice	chelcice	strakonice	Strakonice
Brno-Kohoutovice	brno-kohoutovice	brno-mesto	Brno-město
Chrášťovice	chrastovice	strakonice	Strakonice
Jinín	jinin	strakonice	Strakonice
Brno-Jundrov	brno-jundrov	brno-mesto	Brno-město
Kadov	kadov	strakonice	Strakonice
Brno-Bystrc	brno-bystrc	brno-mesto	Brno-město
Katovice	katovice	strakonice	Strakonice
Brno-Kníničky	brno-kninicky	brno-mesto	Brno-město
Brno-Komín	brno-komin	brno-mesto	Brno-město
Brno-Medlánky	brno-medlanky	brno-mesto	Brno-město
Brno-Řečkovice a Mokrá Hora	brno-reckovice-a-mokra-hora	brno-mesto	Brno-město
Brno-Maloměřice a Obřany	brno-malomerice-a-obrany	brno-mesto	Brno-město
Kraselov	kraselov	strakonice	Strakonice
Brno-Vinohrady	brno-vinohrady	brno-mesto	Brno-město
Brno-Líšeň	brno-lisen	brno-mesto	Brno-město
Brno-Slatina	brno-slatina	brno-mesto	Brno-město
Brno-Tuřany	brno-turany	brno-mesto	Brno-město
Brno-Chrlice	brno-chrlice	brno-mesto	Brno-město
Brno-Bosonohy	brno-bosonohy	brno-mesto	Brno-město
Libějovice	libejovice	strakonice	Strakonice
Litochovice	litochovice	strakonice	Strakonice
Lnáře	lnare	strakonice	Strakonice
Brno-Žebětín	brno-zebetin	brno-mesto	Brno-město
Brno-Ivanovice	brno-ivanovice	brno-mesto	Brno-město
Malenice	malenice	strakonice	Strakonice
Mečichov	mecichov	strakonice	Strakonice
Brno-Jehnice	brno-jehnice	brno-mesto	Brno-město
Miloňovice	milonovice	strakonice	Strakonice
Brno-Ořešín	brno-oresin	brno-mesto	Brno-město
Brno-Útěchov	brno-utechov	brno-mesto	Brno-město
Studeněves	studeneves	kladno	Kladno
Košice	kosice	kutna-hora	Kutná Hora
Myštice	mystice	strakonice	Strakonice
Kněžičky	knezicky	nymburk	Nymburk
Branišov	branisov	ceske-budejovice	České Budějovice
Čížkrajice	cizkrajice	ceske-budejovice	České Budějovice
Nihošovice	nihosovice	strakonice	Strakonice
Střítež	stritez	cesky-krumlov	Český Krumlov
Dubovice	dubovice	pelhrimov	Pelhřimov
Novosedly	novosedly	strakonice	Strakonice
Osek	osek	strakonice	Strakonice
Paračov	paracov	strakonice	Strakonice
Horní Rápotice	horni-rapotice	pelhrimov	Pelhřimov
Hajany	hajany	strakonice	Strakonice
Turovec	turovec	tabor	Tábor
Pracejovice	pracejovice	strakonice	Strakonice
Předmíř	predmir	strakonice	Strakonice
Předslavice	predslavice	strakonice	Strakonice
Přešťovice	prestovice	strakonice	Strakonice
Hory	hory	karlovy-vary	Karlovy Vary
Radomyšl	radomysl	strakonice	Strakonice
Radošovice	radosovice	strakonice	Strakonice
Podmokly	podmokly	klatovy	Klatovy
Velká Štáhle	velka-stahle	bruntal	Bruntál
Dlouhá Stráň	dlouha-stran	bruntal	Bruntál
Sedlice	sedlice	strakonice	Strakonice
Mezina	mezina	bruntal	Bruntál
Moravskoslezský Kočov	moravskoslezsky-kocov	bruntal	Bruntál
Skočice	skocice	strakonice	Strakonice
Sousedovice	sousedovice	strakonice	Strakonice
Staré Město	stare-mesto	bruntal	Bruntál
Strašice	strasice	strakonice	Strakonice
Valšov	valsov	bruntal	Bruntál
Střelské Hoštice	strelske-hostice	strakonice	Strakonice
Horní Životice	horni-zivotice	bruntal	Bruntál
Staré Heřminovy	stare-herminovy	bruntal	Bruntál
Tvrdkov	tvrdkov	bruntal	Bruntál
Škvořetice	skvoretice	strakonice	Strakonice
Petrovice	petrovice	bruntal	Bruntál
Štěkeň	steken	strakonice	Strakonice
Dívčí Hrad	divci-hrad	bruntal	Bruntál
Hlinka	hlinka	bruntal	Bruntál
Slezské Pavlovice	slezske-pavlovice	bruntal	Bruntál
Třebohostice	trebohostice	strakonice	Strakonice
Malá Štáhle	mala-stahle	bruntal	Bruntál
Stará Ves	stara-ves	bruntal	Bruntál
Andělská Hora	andelska-hora	bruntal	Bruntál
Uzenice	uzenice	strakonice	Strakonice
Rudná pod Pradědem	rudna-pod-pradedem	bruntal	Bruntál
Vodňany	vodnany	strakonice	Strakonice
Volenice	volenice	strakonice	Strakonice
Volyně	volyne	strakonice	Strakonice
Záboří	zabori	strakonice	Strakonice
Ludvíkov	ludvikov	bruntal	Bruntál
Čaková	cakova	bruntal	Bruntál
Štarnov	starnov	olomouc	Olomouc
Hlušovice	hlusovice	olomouc	Olomouc
Loučka	loucka	olomouc	Olomouc
Tábor	tabor	tabor	Tábor
Bechyně	bechyne	tabor	Tábor
Bílsko	bilsko	olomouc	Olomouc
Dubčany	dubcany	olomouc	Olomouc
Tovéř	tover	olomouc	Olomouc
Borkovice	borkovice	tabor	Tábor
Borotín	borotin	tabor	Tábor
Věrovany	verovany	olomouc	Olomouc
Bradáčov	bradacov	tabor	Tábor
Březnice	breznice	tabor	Tábor
Budislav	budislav	tabor	Tábor
Skrbeň	skrben	olomouc	Olomouc
Pňovice	pnovice	olomouc	Olomouc
Haňovice	hanovice	olomouc	Olomouc
Červenka	cervenka	olomouc	Olomouc
Slavětín	slavetin	olomouc	Olomouc
Dírná	dirna	tabor	Tábor
Luběnice	lubenice	olomouc	Olomouc
Dobronice u Bechyně	dobronice-u-bechyne	tabor	Tábor
Loučany	loucany	olomouc	Olomouc
Dolní Hořice	dolni-horice	tabor	Tábor
Olbramice	olbramice	olomouc	Olomouc
Senička	senicka	olomouc	Olomouc
Dráchov	drachov	tabor	Tábor
Dražice	drazice	tabor	Tábor
Dražičky	drazicky	tabor	Tábor
Lipina	lipina	olomouc	Olomouc
Domašov u Šternberka	domasov-u-sternberka	olomouc	Olomouc
Hlavatce	hlavatce	tabor	Tábor
Hlásnice	hlasnice	olomouc	Olomouc
Mladějovice	mladejovice	olomouc	Olomouc
Babice	babice	olomouc	Olomouc
Ústín	ustin	olomouc	Olomouc
Medlov	medlov	olomouc	Olomouc
Nová Hradečná	nova-hradecna	olomouc	Olomouc
Želechovice	zelechovice	olomouc	Olomouc
Bukovany	bukovany	olomouc	Olomouc
Přáslavice	praslavice	olomouc	Olomouc
Svésedlice	svesedlice	olomouc	Olomouc
Krčmaň	krcman	olomouc	Olomouc
Daskabát	daskabat	olomouc	Olomouc
Chotěmice	chotemice	tabor	Tábor
Chotoviny	chotoviny	tabor	Tábor
Choustník	choustnik	tabor	Tábor
Vojkovice	vojkovice	frydek-mistek	Frýdek-Místek
Chýnov	chynov	tabor	Tábor
Pazderna	pazderna	frydek-mistek	Frýdek-Místek
Nošovice	nosovice	frydek-mistek	Frýdek-Místek
Nižní Lhoty	nizni-lhoty	frydek-mistek	Frýdek-Místek
Jistebnice	jistebnice	tabor	Tábor
Dobratice	dobratice	frydek-mistek	Frýdek-Místek
Staré Město	stare-mesto	frydek-mistek	Frýdek-Místek
Staříč	staric	frydek-mistek	Frýdek-Místek
Pstruží	pstruzi	frydek-mistek	Frýdek-Místek
Košice	kosice	tabor	Tábor
Malenovice	malenovice	frydek-mistek	Frýdek-Místek
Dolní Tošanovice	dolni-tosanovice	frydek-mistek	Frýdek-Místek
Vělopolí	velopoli	frydek-mistek	Frýdek-Místek
Třanovice	tranovice	frydek-mistek	Frýdek-Místek
Horní Tošanovice	horni-tosanovice	frydek-mistek	Frýdek-Místek
Řeka	reka	frydek-mistek	Frýdek-Místek
Smilovice	smilovice	frydek-mistek	Frýdek-Místek
Malšice	malsice	tabor	Tábor
Střítež	stritez	frydek-mistek	Frýdek-Místek
Vyšní Lhoty	vysni-lhoty	frydek-mistek	Frýdek-Místek
Žabeň	zaben	frydek-mistek	Frýdek-Místek
Mladá Vožice	mlada-vozice	tabor	Tábor
Mlýny	mlyny	tabor	Tábor
Myslkovice	myslkovice	tabor	Tábor
Horní Suchá	horni-sucha	karvina	Karviná
Nemyšl	nemysl	tabor	Tábor
Věžky	vezky	prerov	Přerov
Nová Ves u Chýnova	nova-ves-u-chynova	tabor	Tábor
Čechy	cechy	prerov	Přerov
Křtomil	krtomil	prerov	Přerov
Oldřichov	oldrichov	tabor	Tábor
Opařany	oparany	tabor	Tábor
Nahošovice	nahosovice	prerov	Přerov
Planá nad Lužnicí	plana-nad-luznici	tabor	Tábor
Turovice	turovice	prerov	Přerov
Olšovec	olsovec	prerov	Přerov
Pohnání	pohnani	tabor	Tábor
Pojbuky	pojbuky	tabor	Tábor
Uhřičice	uhricice	prerov	Přerov
Stříbrnice	stribrnice	prerov	Přerov
Přehořov	prehorov	tabor	Tábor
Měrovice nad Hanou	merovice-nad-hanou	prerov	Přerov
Radenín	radenin	tabor	Tábor
Radětice	radetice	tabor	Tábor
Radimovice u Želče	radimovice-u-zelce	tabor	Tábor
Radkov	radkov	tabor	Tábor
Šišma	sisma	prerov	Přerov
Horní Těšice	horni-tesice	prerov	Přerov
Rataje	rataje	tabor	Tábor
Dolní Těšice	dolni-tesice	prerov	Přerov
Ratibořské Hory	ratiborske-hory	tabor	Tábor
Oplocany	oplocany	prerov	Přerov
Roudná	roudna	tabor	Tábor
Valašská Senice	valasska-senice	vsetin	Vsetín
Řepeč	repec	tabor	Tábor
Mladecko	mladecko	opava	Opava
Dolní Životice	dolni-zivotice	opava	Opava
