OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
2102	1	2	531057	Beroun	0	1	21	19439	beroun
2102	1	2	533203	Králův Dvůr	0	1	17	8887	kraluv-dvur
2102	1	2	531189	Hořovice	0	1	21	6826	horovice
2102	1	2	532011	Zdice	0	1	15	4162	zdice
2102	1	6	531324	Komárov	0	1	15	2406	komarov
2102	1	2	532029	Žebrák	0	1	15	2165	zebrak
2102	1	1	531596	Nižbor	0	1	15	2049	nizbor
2102	1	1	531464	Loděnice	0	1	15	1936	lodenice
2102	1	1	531294	Chyňava	0	1	15	1809	chynava
2102	1	1	531243	Hýskov	0	1	15	1806	hyskov
2102	1	2	531201	Hostomice	0	1	9	1783	hostomice
2102	1	1	531995	Zaječov	0	1	15	1434	zajecov
2102	1	1	531227	Hudlice	0	1	15	1239	hudlice
2102	1	1	531472	Lochovice	0	1	11	1183	lochovice
2102	1	6	531138	Cerhovice	0	1	15	1179	cerhovice
2102	1	1	531944	Vráž	0	1	15	1179	vraz
2102	1	1	531855	Tmaň	0	1	15	1163	tman
2102	1	6	531456	Liteň	0	1	9	1162	liten
2102	1	1	531171	Hlásná Třebaň	0	1	9	1038	hlasna-treban
2102	1	1	531847	Tlustice	0	1	15	1022	tlustice
2102	1	1	533670	Chrustenice	0	1	11	969	chrustenice
2102	1	1	531081	Broumy	0	1	9	952	broumy
2102	1	1	531693	Praskolesy	0	1	15	896	praskolesy
2102	1	1	531979	Zadní Třebaň	0	1	9	870	zadni-treban
2102	1	1	531839	Tetín	0	1	9	868	tetin
2102	1	1	531545	Mořina	0	1	9	842	morina
2102	1	6	531316	Karlštejn	0	1	9	830	karlstejn
2102	1	1	531634	Osek	0	1	9	781	osek
2102	1	1	531961	Vysoký Újezd	0	1	9	770	vysoky-ujezd
2102	1	1	531154	Drozdov	0	1	9	767	drozdov
2102	1	1	531812	Svinaře	0	1	7	753	svinare
2102	1	1	531600	Nový Jáchymov	0	1	11	677	novy-jachymov
2102	1	1	531375	Kublov	0	1	9	666	kublov
2102	1	1	531685	Podluhy	0	1	7	665	podluhy
2102	1	1	534447	Chodouň	0	1	7	661	chodoun
2102	1	1	531901	Újezd	0	1	7	641	ujezd
2102	1	1	531537	Mezouň	0	1	7	579	mezoun
2102	1	1	531588	Neumětely	0	1	9	572	neumetely
2102	1	1	531448	Libomyšl	0	1	9	561	libomysl
2102	1	1	531758	Srbsko	0	1	9	538	srbsko
2102	1	1	531740	Skuhrov	0	1	9	522	skuhrov
2102	1	1	532002	Záluží	0	1	7	519	zaluzi
2102	1	1	531103	Bubovice	0	1	7	518	bubovice
2102	1	1	531669	Otročiněves	0	1	11	516	otrocineves
2102	1	1	531251	Chaloupky	0	1	7	515	chaloupky
2102	1	1	531791	Svatá	0	1	7	515	svata
2102	1	1	531715	Rpety	0	1	7	505	rpety
2102	1	1	531782	Suchomasty	0	1	9	469	suchomasty
2102	1	1	531766	Stašov	0	1	7	454	stasov
2102	1	1	533106	Trubín	0	1	7	451	trubin
2102	1	1	531120	Bzová	0	1	9	440	bzova
2102	1	1	531952	Všeradice	0	1	7	438	vseradice
2102	1	1	531626	Olešná	0	1	7	412	olesna
2102	1	1	531910	Velký Chlumec	0	1	7	410	velky-chlumec
2102	1	1	531219	Hředle	0	1	7	387	hredle
2102	1	1	531642	Osov	0	1	7	339	osov
2102	1	1	533335	Lhotka	0	1	7	331	lhotka
2102	1	1	534421	Bavoryně	0	1	9	328	bavoryne
2102	1	1	531073	Běštín	0	1	7	321	bestin
2102	1	1	531090	Březová	0	1	5	319	brezova
2102	1	1	534072	Kotopeky	0	1	5	307	kotopeky
2102	1	1	531529	Měňany	0	1	7	306	menany
2102	1	1	531162	Felbabka	0	1	7	282	felbabka
2102	1	1	599417	Železná	0	1	7	274	zelezna
2102	1	1	534048	Vižina	0	1	5	269	vizina
2102	1	1	533602	Nenačovice	0	1	5	265	nenacovice
2102	1	1	531235	Hvozdec	0	1	7	250	hvozdec
2102	1	1	531332	Koněprusy	0	1	5	245	koneprusy
2102	1	1	534455	Chlustina	0	1	5	241	chlustina
2102	1	1	534463	Točník	0	1	7	232	tocnik
2102	1	1	534145	Bykoš	0	1	7	224	bykos
2102	1	1	534285	Podbrdy	0	1	7	210	podbrdy
2102	1	1	531880	Trubská	0	1	5	192	trubska
2102	1	1	531308	Jivina	0	1	7	187	jivina
2102	1	1	534111	Otmíče	0	1	5	183	otmice
2102	1	1	531804	Svatý Jan pod Skalou	0	1	7	173	svaty-jan-pod-skalou
2102	1	1	534269	Nesvačily	0	1	7	160	nesvacily
2102	1	1	533912	Mořinka	0	1	5	152	morinka
2102	1	1	534404	Lužce	0	1	5	124	luzce
2102	1	1	533963	Skřipel	0	1	5	116	skripel
2102	1	1	534218	Málkov	0	1	7	114	malkov
2102	1	1	533793	Korno	0	1	7	110	korno
2102	1	1	533939	Lážovice	0	1	5	108	lazovice
2102	1	1	534234	Vinařice	0	1	5	102	vinarice
2102	1	1	533319	Malá Víska	0	1	5	93	mala-viska
