OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6103	529834	Mezná	1	1	806	80	Vladimír Přibyl	Vladimír Přibyl	NK	1	080	48	63.63	1
6103	529834	Mezná	1	2	808	80	Pavel Krása	Pavel Krása	NK	1	080	28	37.12	0
6103	529834	Mezná	1	3	811	80	Jaroslava Šilhová	Jaroslava Šilhová	NK	1	080	54	71.59	1
6103	529834	Mezná	1	4	801	80	Ing. Michala Vomastková	Michala Vomastková	NK	1	080	51	67.61	1
6103	529834	Mezná	1	5	807	80	Tomáš Matějů	Tomáš Matějů	NK	1	080	50	66.28	1
6103	529834	Mezná	1	6	805	80	Tomáš Kušta	Tomáš Kušta	NK	1	080	47	62.31	1
6103	529834	Mezná	1	7	804	80	Pavel Říčan	Pavel Říčan	NK	1	080	46	60.98	0
6103	529834	Mezná	1	8	809	80	Pavla Hánová	Pavla Hánová	NK	1	080	9	11.93	0
6103	529834	Mezná	1	9	812	80	Jan Doskočil	Jan Doskočil	NK	1	080	82	108.71	1
6103	529834	Mezná	1	10	802	80	Václav Belžík	Václav Belžík	NK	1	080	47	62.31	1
6103	529834	Mezná	1	11	810	80	Miroslav Dupej	Miroslav Dupej	NK	1	080	22	29.16	0
6103	529834	Mezná	1	12	803	80	Petr Semorád	Petr Semorád	NK	1	080	44	58.33	0
