OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6104	590703	Chlístov	1	1	812	80	Petr Trnka	Petr Trnka	NK	1	080			
6104	590703	Chlístov	1	2	803	80	Martin Šulc	Martin Šulc	NK	1	080			
6104	590703	Chlístov	1	3	806	80	Jaromír Rygl	Jaromír Rygl	NK	1	080			
6104	590703	Chlístov	1	4	804	80	Roman Novák	Roman Novák	NK	1	080			
6104	590703	Chlístov	1	5	814	80	Marek Veleba	Marek Veleba	NK	1	080			
6104	590703	Chlístov	1	6	808	80	Jana Tkaná	Jana Tkaná	NK	1	080			
6104	590703	Chlístov	1	7	810	80	Kateřina Cardová	Kateřina Cardová	NK	1	080			
6104	590703	Chlístov	1	8	815	80	Jakub Pokorný	Jakub Pokorný	NK	1	080			
6104	590703	Chlístov	1	9	802	80	Mgr. Lukáš Dvořák	Mgr. Lukáš Dvořák	NK	1	080			
6104	590703	Chlístov	1	10	801	80	Ing. Martin Noha	Ing. Martin Noha	NK	1	080			
6104	590703	Chlístov	1	11	813	80	Jiří Kořenský	Jiří Kořenský	NK	1	080			
6104	590703	Chlístov	1	12	805	80	Dušan Krátký	Dušan Krátký	NK	1	080			
6104	590703	Chlístov	1	13	807	80	Jitka Žampová	Jitka Žampová	NK	1	080			
6104	590703	Chlístov	1	14	809	80	Kristýna Havelková	Kristýna Havelková	NK	1	080			
6104	590703	Chlístov	1	15	811	80	Michal Grubl	Michal Grubl	NK	1	080			
