OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2103	535150	Hořešovičky	1	1	902	90	HOŘEŠOVIČKY 2018	HOŘEŠOVIČKY 2018	SNK	1	080	108	37.76	2
2103	535150	Hořešovičky	1	2	901	90	ŽENY PRO OBEC	ŽENY PRO OBEC	SNK	1	080	63	22.02	1
2103	535150	Hořešovičky	1	3	801	80	Jiří SNOP	Jiří SNOP	NK	1	080	24	41.95	0
2103	535150	Hořešovičky	1	4	903	90	HOČKY 2018	HOČKY 2018	SNK	1	080	91	31.81	2
