OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2105	533955	Kutná Hora	1	1	901	90	Kutnohorská změna	Kutnohorská změna	SNK	1	080	28600	17.98	6
2105	533955	Kutná Hora	1	2	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	23281	14.64	4
2105	533955	Kutná Hora	1	3	509	509	KUTNOHORŠTÍ PATRIOTI	KUTNOHORŠTÍ PATRIOTI		2	080,155	2438	1.53	0
2105	533955	Kutná Hora	1	4	476	476	Alternativa pro Kutnou Horu	Alternativa pro Kutnou Horu		2	080,702	11441	7.19	2
2105	533955	Kutná Hora	1	5	113	113	Volba pro město	Volba pro město	VPM	1	113	3086	1.94	0
2105	533955	Kutná Hora	1	6	1	1	Křesťanská a demokratická unie - Československá strana lidová	Křesť.demokr.unie-Čs.str.lid.	KDU-ČSL	1	001	10381	6.52	2
2105	533955	Kutná Hora	1	7	470	470	Šance pro Kutnou Horu	Šance pro Kutnou Horu		2	080,166	30584	19.23	6
2105	533955	Kutná Hora	1	8	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	12674	7.97	2
2105	533955	Kutná Hora	1	9	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	6588	4.14	0
2105	533955	Kutná Hora	1	10	721	721	TOP 09	TOP 09	TOP 09	1	721	6565	4.12	0
2105	533955	Kutná Hora	1	11	768	768	ANO 2011	ANO 2011	ANO 2011	1	768	23380	14.7	5
