OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
2107	536181	Kropáčova Vrutice	1	1	801	80	MGR. ADAM CALETKA	MGR. ADAM CALETKA	NK	1	080			
2107	536181	Kropáčova Vrutice	1	2	802	80	ADAM MELÍŠEK	ADAM MELÍŠEK	NK	1	080			
2107	536181	Kropáčova Vrutice	1	3	901	90	Náš venkov	Náš venkov	SNK	1	080			
2107	536181	Kropáčova Vrutice	1	4	815	80	Vladimír Pokorný	Vladimír Pokorný	NK	1	080			
2107	536181	Kropáčova Vrutice	1	5	804	80	JARMILA ČAPKOVÁ	JARMILA ČAPKOVÁ	NK	1	080			
2107	536181	Kropáčova Vrutice	1	6	814	80	Veronika Pavlíková	Veronika Pavlíková	NK	1	080			
2107	536181	Kropáčova Vrutice	1	7	811	80	Miroslav Hrázký	Miroslav Hrázký	NK	1	080			
2107	536181	Kropáčova Vrutice	1	8	805	80	Jaroslav Pavlík	Jaroslav Pavlík	NK	1	080			
2107	536181	Kropáčova Vrutice	1	9	818	80	Jana Jizbová	Jana Jizbová	NK	1	080			
2107	536181	Kropáčova Vrutice	1	10	808	80	Mgr. Lenka Tirpáková	Mgr. Lenka Tirpáková	NK	1	080			
2107	536181	Kropáčova Vrutice	1	11	803	80	Jan Říha	Jan Říha	NK	1	080			
2107	536181	Kropáčova Vrutice	1	12	807	80	Bc. Květa Tuzarová	Květa Tuzarová	NK	1	080			
2107	536181	Kropáčova Vrutice	1	13	809	80	MARKÉTA ČAPKOVÁ	MARKÉTA ČAPKOVÁ	NK	1	080			
2107	536181	Kropáčova Vrutice	1	14	810	80	Milan Fraňo	Milan Fraňo	NK	1	080			
2107	536181	Kropáčova Vrutice	1	15	817	80	Zdeňka Auerová	Zdeňka Auerová	NK	1	080			
2107	536181	Kropáčova Vrutice	1	16	816	80	Zbyněk Simčišin	Zbyněk Simčišin	NK	1	080			
2107	536181	Kropáčova Vrutice	1	17	806	80	JIŘÍ ROUBAL	JIŘÍ ROUBAL	NK	1	080			
2107	536181	Kropáčova Vrutice	1	18	812	80	RADEK PAKANDL	RADEK PAKANDL	NK	1	080			
2107	536181	Kropáčova Vrutice	1	19	813	80	RADIM BROŽEK	RADIM BROŽEK	NK	1	080			
