OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6203	595934	Křižínkov	1	1	801	80	Jaroslava Kadlčíková	Jaroslava Kadlčíková	JK	1	080	50	56.96	1
6203	595934	Křižínkov	1	2	810	80	David Mateja	David Mateja	DM	1	080	38	43.29	0
6203	595934	Křižínkov	1	3	812	80	Josef Veleba	Josef Veleba	JV	1	080	53	60.37	1
6203	595934	Křižínkov	1	4	818	80	Josef Veselý	Josef Veselý	JV	1	080	38	43.29	0
6203	595934	Křižínkov	1	5	817	80	Lukáš Havelka	Lukáš Havelka	LH	1	080	35	39.87	0
6203	595934	Křižínkov	1	6	804	80	Antonín Urbánek	Antonín Urbánek	AU	1	080	60	68.35	1
6203	595934	Křižínkov	1	7	815	80	Jaroslav Zachoval	Jaroslav Zachoval	JZ	1	080	43	48.98	0
6203	595934	Křižínkov	1	8	813	80	Jaroslav Dvořáček	Jaroslav Dvořáček	JD	1	080	48	54.68	0
6203	595934	Křižínkov	1	9	816	80	Zbyněk Haňka	Zbyněk Haňka	ZH	1	080	50	56.96	1
6203	595934	Křižínkov	1	10	807	80	Jaroslav Zachoval ml.	Jaroslav Zachoval ml.	JZml.	1	080	50	56.96	1
6203	595934	Křižínkov	1	11	806	80	Petr Urbánek	Petr Urbánek	PU	1	080	29	33.03	0
6203	595934	Křižínkov	1	12	809	80	Jiří Chlup	Jiří Chlup	JCH	1	080	56	63.79	1
6203	595934	Křižínkov	1	13	814	80	Marie Adamová	Marie Adamová	MA	1	080	57	64.93	1
6203	595934	Křižínkov	1	14	805	80	Hana Urbánková	Hana Urbánková	HU	1	080	25	28.48	0
6203	595934	Křižínkov	1	15	808	80	Stanislav Koukola	Stanislav Koukola	SK	1	080	18	20.5	0
6203	595934	Křižínkov	1	16	803	80	Stanislav Datínský	Stanislav Datínský	SD	1	080	31	35.31	0
6203	595934	Křižínkov	1	17	802	80	Ondřej Dvořáček	Ondřej Dvořáček	OD	1	080	52	59.24	1
6203	595934	Křižínkov	1	18	811	80	Miloslav Knoflíček	Miloslav Knoflíček	MK	1	080	57	64.93	1
