label	value
Lesní Jakubov, okr. Třebíč	trebic/lesni-jakubov
Lesonice, okr. Třebíč	trebic/lesonice
Lhánice, okr. Třebíč	trebic/lhanice
Lipník, okr. Třebíč	trebic/lipnik
Litovany, okr. Třebíč	trebic/litovany
Loukovice, okr. Třebíč	trebic/loukovice
Markvartice, okr. Třebíč	trebic/markvartice
Mastník, okr. Třebíč	trebic/mastnik
Meziříčko, okr. Třebíč	trebic/meziricko
Mikulovice, okr. Třebíč	trebic/mikulovice
Mladoňovice, okr. Třebíč	trebic/mladonovice
Mohelno, okr. Třebíč	trebic/mohelno
Moravské Budějovice, okr. Třebíč	trebic/moravske-budejovice
Myslibořice, okr. Třebíč	trebic/mysliborice
Náměšť nad Oslavou, okr. Třebíč	trebic/namest-nad-oslavou
Nárameč, okr. Třebíč	trebic/naramec
Nimpšov, okr. Třebíč	trebic/nimpsov
Nová Ves, okr. Třebíč	trebic/nova-ves
Nové Syrovice, okr. Třebíč	trebic/nove-syrovice
Nový Telečkov, okr. Třebíč	trebic/novy-teleckov
Odunec, okr. Třebíč	trebic/odunec
Okarec, okr. Třebíč	trebic/okarec
Okříšky, okr. Třebíč	trebic/okrisky
Opatov, okr. Třebíč	trebic/opatov
Oponešice, okr. Třebíč	trebic/oponesice
Ostašov, okr. Třebíč	trebic/ostasov
Petrovice, okr. Třebíč	trebic/petrovice
Petrůvky, okr. Třebíč	trebic/petruvky
Police, okr. Třebíč	trebic/police
Popůvky, okr. Třebíč	trebic/popuvky
Pozďatín, okr. Třebíč	trebic/pozdatin
Přeckov, okr. Třebíč	trebic/preckov
Předín, okr. Třebíč	trebic/predin
Přešovice, okr. Třebíč	trebic/presovice
Přibyslavice, okr. Třebíč	trebic/pribyslavice
Pucov, okr. Třebíč	trebic/pucov
Pyšel, okr. Třebíč	trebic/pysel
Račice, okr. Třebíč	trebic/racice
Radkovice u Hrotovic, okr. Třebíč	trebic/radkovice-u-hrotovic
Radonín, okr. Třebíč	trebic/radonin
Radošov, okr. Třebíč	trebic/radosov
Rapotice, okr. Třebíč	trebic/rapotice
Rohy, okr. Třebíč	trebic/rohy
Rokytnice nad Rokytnou, okr. Třebíč	trebic/rokytnice-nad-rokytnou
Rouchovany, okr. Třebíč	trebic/rouchovany
Rudíkov, okr. Třebíč	trebic/rudikov
Římov, okr. Třebíč	trebic/rimov
Senorady, okr. Brno-venkov	brno-venkov/senorady
Slavětice, okr. Třebíč	trebic/slavetice
Slavičky, okr. Třebíč	trebic/slavicky
Smrk, okr. Třebíč	trebic/smrk
Stařeč, okr. Třebíč	trebic/starec
Studenec, okr. Třebíč	trebic/studenec
Studnice, okr. Třebíč	trebic/studnice
Sudice, okr. Třebíč	trebic/sudice
Svatoslav, okr. Třebíč	trebic/svatoslav
Šebkovice, okr. Třebíč	trebic/sebkovice
Štěměchy, okr. Třebíč	trebic/stemechy
Štěpkov, okr. Třebíč	trebic/stepkov
Tasov, okr. Žďár nad Sázavou	zdar-nad-sazavou/tasov
Trnava, okr. Třebíč	trebic/trnava
Třebelovice, okr. Třebíč	trebic/trebelovice
Třebenice, okr. Třebíč	trebic/trebenice
Valeč, okr. Třebíč	trebic/valec
Vladislav, okr. Třebíč	trebic/vladislav
Vlčatín, okr. Třebíč	trebic/vlcatin
Výčapy, okr. Třebíč	trebic/vycapy
Zahrádka, okr. Třebíč	trebic/zahradka
Zárubice, okr. Třebíč	trebic/zarubice
Zašovice, okr. Třebíč	trebic/zasovice
Zvěrkovice, okr. Třebíč	trebic/zverkovice
Želetava, okr. Třebíč	trebic/zeletava
Uherské Hradiště, okr. Uherské Hradiště	uherske-hradiste/uherske-hradiste
Babice, okr. Uherské Hradiště	uherske-hradiste/babice
Bánov, okr. Uherské Hradiště	uherske-hradiste/banov
Bílovice, okr. Uherské Hradiště	uherske-hradiste/bilovice
Bojkovice, okr. Uherské Hradiště	uherske-hradiste/bojkovice
Boršice u Blatnice, okr. Uherské Hradiště	uherske-hradiste/borsice-u-blatnice
Boršice, okr. Uherské Hradiště	uherske-hradiste/borsice
Břestek, okr. Uherské Hradiště	uherske-hradiste/brestek
Březolupy, okr. Uherské Hradiště	uherske-hradiste/brezolupy
Březová, okr. Uherské Hradiště	uherske-hradiste/brezova
Buchlovice, okr. Uherské Hradiště	uherske-hradiste/buchlovice
Bystřice pod Lopeníkem, okr. Uherské Hradiště	uherske-hradiste/bystrice-pod-lopenikem
Částkov, okr. Uherské Hradiště	uherske-hradiste/castkov
Dolní Němčí, okr. Uherské Hradiště	uherske-hradiste/dolni-nemci
Drslavice, okr. Uherské Hradiště	uherske-hradiste/drslavice
Hluk, okr. Uherské Hradiště	uherske-hradiste/hluk
Horní Němčí, okr. Uherské Hradiště	uherske-hradiste/horni-nemci
Hostějov, okr. Uherské Hradiště	uherske-hradiste/hostejov
Hradčovice, okr. Uherské Hradiště	uherske-hradiste/hradcovice
Huštěnovice, okr. Uherské Hradiště	uherske-hradiste/hustenovice
Jalubí, okr. Uherské Hradiště	uherske-hradiste/jalubi
Jankovice, okr. Uherské Hradiště	uherske-hradiste/jankovice
Kelníky, okr. Zlín	zlin/kelniky
Kněžpole, okr. Uherské Hradiště	uherske-hradiste/knezpole
Komňa, okr. Uherské Hradiště	uherske-hradiste/komna
Korytná, okr. Uherské Hradiště	uherske-hradiste/korytna
Kostelany nad Moravou, okr. Uherské Hradiště	uherske-hradiste/kostelany-nad-moravou
Košíky, okr. Uherské Hradiště	uherske-hradiste/kosiky
Kudlovice, okr. Uherské Hradiště	uherske-hradiste/kudlovice
Lopeník, okr. Uherské Hradiště	uherske-hradiste/lopenik
Medlovice, okr. Uherské Hradiště	uherske-hradiste/medlovice
Mistřice, okr. Uherské Hradiště	uherske-hradiste/mistrice
Modrá, okr. Uherské Hradiště	uherske-hradiste/modra
Nedachlebice, okr. Uherské Hradiště	uherske-hradiste/nedachlebice
Nedakonice, okr. Uherské Hradiště	uherske-hradiste/nedakonice
Nezdenice, okr. Uherské Hradiště	uherske-hradiste/nezdenice
Nivnice, okr. Uherské Hradiště	uherske-hradiste/nivnice
Ořechov, okr. Uherské Hradiště	uherske-hradiste/orechov
Ostrožská Lhota, okr. Uherské Hradiště	uherske-hradiste/ostrozska-lhota
Ostrožská Nová Ves, okr. Uherské Hradiště	uherske-hradiste/ostrozska-nova-ves
Osvětimany, okr. Uherské Hradiště	uherske-hradiste/osvetimany
Pašovice, okr. Uherské Hradiště	uherske-hradiste/pasovice
Pitín, okr. Uherské Hradiště	uherske-hradiste/pitin
Podolí, okr. Uherské Hradiště	uherske-hradiste/podoli
Polešovice, okr. Uherské Hradiště	uherske-hradiste/polesovice
Popovice, okr. Uherské Hradiště	uherske-hradiste/popovice
Prakšice, okr. Uherské Hradiště	uherske-hradiste/praksice
Rudice, okr. Uherské Hradiště	uherske-hradiste/rudice
Salaš, okr. Uherské Hradiště	uherske-hradiste/salas
Slavkov, okr. Uherské Hradiště	uherske-hradiste/slavkov
Staré Hutě, okr. Uherské Hradiště	uherske-hradiste/stare-hute
Starý Hrozenkov, okr. Uherské Hradiště	uherske-hradiste/stary-hrozenkov
Strání, okr. Uherské Hradiště	uherske-hradiste/strani
Stříbrnice, okr. Uherské Hradiště	uherske-hradiste/stribrnice
Stupava, okr. Uherské Hradiště	uherske-hradiste/stupava
Suchá Loz, okr. Uherské Hradiště	uherske-hradiste/sucha-loz
Sušice, okr. Uherské Hradiště	uherske-hradiste/susice
Svárov, okr. Uherské Hradiště	uherske-hradiste/svarov
Šumice, okr. Uherské Hradiště	uherske-hradiste/sumice
Topolná, okr. Uherské Hradiště	uherske-hradiste/topolna
Traplice, okr. Uherské Hradiště	uherske-hradiste/traplice
Tučapy, okr. Uherské Hradiště	uherske-hradiste/tucapy
Tupesy, okr. Uherské Hradiště	uherske-hradiste/tupesy
Uherský Brod, okr. Uherské Hradiště	uherske-hradiste/uhersky-brod
Uherský Ostroh, okr. Uherské Hradiště	uherske-hradiste/uhersky-ostroh
Újezdec, okr. Uherské Hradiště	uherske-hradiste/ujezdec
Vápenice, okr. Uherské Hradiště	uherske-hradiste/vapenice
Vážany, okr. Uherské Hradiště	uherske-hradiste/vazany
Velehrad, okr. Uherské Hradiště	uherske-hradiste/velehrad
Veletiny, okr. Uherské Hradiště	uherske-hradiste/veletiny
Vlčnov, okr. Uherské Hradiště	uherske-hradiste/vlcnov
Vyškovec, okr. Uherské Hradiště	uherske-hradiste/vyskovec
Záhorovice, okr. Uherské Hradiště	uherske-hradiste/zahorovice
Zlámanec, okr. Uherské Hradiště	uherske-hradiste/zlamanec
Zlechov, okr. Uherské Hradiště	uherske-hradiste/zlechov
Žítková, okr. Uherské Hradiště	uherske-hradiste/zitkova
Vyškov, okr. Vyškov	vyskov/vyskov
Bohaté Málkovice, okr. Vyškov	vyskov/bohate-malkovice
Bohdalice-Pavlovice, okr. Vyškov	vyskov/bohdalice-pavlovice
Bošovice, okr. Vyškov	vyskov/bosovice
Brankovice, okr. Vyškov	vyskov/brankovice
Bučovice, okr. Vyškov	vyskov/bucovice
Dětkovice, okr. Vyškov	vyskov/detkovice
Dobročkovice, okr. Vyškov	vyskov/dobrockovice
Dražovice, okr. Vyškov	vyskov/drazovice
Drnovice, okr. Vyškov	vyskov/drnovice
Drysice, okr. Vyškov	vyskov/drysice
Habrovany, okr. Vyškov	vyskov/habrovany
Hlubočany, okr. Vyškov	vyskov/hlubocany
Hodějice, okr. Vyškov	vyskov/hodejice
Hostěrádky-Rešov, okr. Vyškov	vyskov/hosteradky-resov
Hoštice-Heroltice, okr. Vyškov	vyskov/hostice-heroltice
Hrušky, okr. Vyškov	vyskov/hrusky
Hvězdlice, okr. Vyškov	vyskov/hvezdlice
Chvalkovice, okr. Vyškov	vyskov/chvalkovice
Ivanovice na Hané, okr. Vyškov	vyskov/ivanovice-na-hane
Ježkovice, okr. Vyškov	vyskov/jezkovice
Kobeřice u Brna, okr. Vyškov	vyskov/koberice-u-brna
Kojátky, okr. Vyškov	vyskov/kojatky
Komořany, okr. Vyškov	vyskov/komorany
Kožušice, okr. Vyškov	vyskov/kozusice
Krásensko, okr. Vyškov	vyskov/krasensko
Křenovice, okr. Vyškov	vyskov/krenovice
Křižanovice, okr. Vyškov	vyskov/krizanovice
Křižanovice u Vyškova, okr. Vyškov	vyskov/krizanovice-u-vyskova
Kučerov, okr. Vyškov	vyskov/kucerov
Letonice, okr. Vyškov	vyskov/letonice
Lovčičky, okr. Vyškov	vyskov/lovcicky
Luleč, okr. Vyškov	vyskov/lulec
Lysovice, okr. Vyškov	vyskov/lysovice
Malínky, okr. Vyškov	vyskov/malinky
Milešovice, okr. Vyškov	vyskov/milesovice
Milonice, okr. Vyškov	vyskov/milonice
Moravské Málkovice, okr. Vyškov	vyskov/moravske-malkovice
Mouchnice, okr. Hodonín	hodonin/mouchnice
Němčany, okr. Vyškov	vyskov/nemcany
Nemochovice, okr. Vyškov	vyskov/nemochovice
Nemojany, okr. Vyškov	vyskov/nemojany
Nemotice, okr. Vyškov	vyskov/nemotice
Nesovice, okr. Vyškov	vyskov/nesovice
Nevojice, okr. Vyškov	vyskov/nevojice
Nížkovice, okr. Vyškov	vyskov/nizkovice
Nové Sady, okr. Vyškov	vyskov/nove-sady
Orlovice, okr. Vyškov	vyskov/orlovice
Otnice, okr. Vyškov	vyskov/otnice
Podivice, okr. Vyškov	vyskov/podivice
Prusy-Boškůvky, okr. Vyškov	vyskov/prusy-boskuvky
Pustiměř, okr. Vyškov	vyskov/pustimer
Račice-Pístovice, okr. Vyškov	vyskov/racice-pistovice
Radslavice, okr. Vyškov	vyskov/radslavice
Rašovice, okr. Vyškov	vyskov/rasovice
Rousínov, okr. Vyškov	vyskov/rousinov
Ruprechtov, okr. Vyškov	vyskov/ruprechtov
Slavkov u Brna, okr. Vyškov	vyskov/slavkov-u-brna
Snovídky, okr. Vyškov	vyskov/snovidky
Studnice, okr. Vyškov	vyskov/studnice
Šaratice, okr. Vyškov	vyskov/saratice
Švábenice, okr. Vyškov	vyskov/svabenice
Topolany, okr. Vyškov	vyskov/topolany
Tučapy, okr. Vyškov	vyskov/tucapy
Vážany, okr. Vyškov	vyskov/vazany
Vážany nad Litavou, okr. Vyškov	vyskov/vazany-nad-litavou
Velešovice, okr. Vyškov	vyskov/velesovice
Zbýšov, okr. Vyškov	vyskov/zbysov
Zelená Hora, okr. Vyškov	vyskov/zelena-hora
Znojmo, okr. Znojmo	znojmo/znojmo
Bantice, okr. Znojmo	znojmo/bantice
Běhařovice, okr. Znojmo	znojmo/beharovice
Bezkov, okr. Znojmo	znojmo/bezkov
Bítov, okr. Znojmo	znojmo/bitov
Blanné, okr. Znojmo	znojmo/blanne
Blížkovice, okr. Znojmo	znojmo/blizkovice
Bohutice, okr. Znojmo	znojmo/bohutice
Bojanovice, okr. Znojmo	znojmo/bojanovice
Borotice, okr. Znojmo	znojmo/borotice
Boskovštejn, okr. Znojmo	znojmo/boskovstejn
Božice, okr. Znojmo	znojmo/bozice
Branišovice, okr. Brno-venkov	brno-venkov/branisovice
Břežany, okr. Znojmo	znojmo/brezany
Citonice, okr. Znojmo	znojmo/citonice
Ctidružice, okr. Znojmo	znojmo/ctidruzice
Čejkovice, okr. Znojmo	znojmo/cejkovice
Čermákovice, okr. Znojmo	znojmo/cermakovice
Černín, okr. Znojmo	znojmo/cernin
Damnice, okr. Znojmo	znojmo/damnice
Dobelice, okr. Znojmo	znojmo/dobelice
Dobřínsko, okr. Znojmo	znojmo/dobrinsko
Dolenice, okr. Znojmo	znojmo/dolenice
Dolní Dubňany, okr. Znojmo	znojmo/dolni-dubnany
Dyjákovice, okr. Znojmo	znojmo/dyjakovice
Dyjákovičky, okr. Znojmo	znojmo/dyjakovicky
Dyje, okr. Znojmo	znojmo/dyje
Džbánice, okr. Znojmo	znojmo/dzbanice
Grešlové Mýto, okr. Znojmo	znojmo/greslove-myto
Havraníky, okr. Znojmo	znojmo/havraniky
Hevlín, okr. Znojmo	znojmo/hevlin
Hluboké Mašůvky, okr. Znojmo	znojmo/hluboke-masuvky
Hnanice, okr. Znojmo	znojmo/hnanice
Hodonice, okr. Znojmo	znojmo/hodonice
Horní Břečkov, okr. Znojmo	znojmo/horni-breckov
Horní Dubňany, okr. Znojmo	znojmo/horni-dubnany
Horní Dunajovice, okr. Znojmo	znojmo/horni-dunajovice
Horní Kounice, okr. Znojmo	znojmo/horni-kounice
Hostěradice, okr. Znojmo	znojmo/hosteradice
Hostim, okr. Znojmo	znojmo/hostim
Hrabětice, okr. Znojmo	znojmo/hrabetice
Hrádek, okr. Znojmo	znojmo/hradek
Hrušovany nad Jevišovkou, okr. Znojmo	znojmo/hrusovany-nad-jevisovkou
Chvalatice, okr. Znojmo	znojmo/chvalatice
Chvalovice, okr. Znojmo	znojmo/chvalovice
Jamolice, okr. Znojmo	znojmo/jamolice
Jaroslavice, okr. Znojmo	znojmo/jaroslavice
Jevišovice, okr. Znojmo	znojmo/jevisovice
Jezeřany-Maršovice, okr. Znojmo	znojmo/jezerany-marsovice
Jiřice u Miroslavi, okr. Znojmo	znojmo/jirice-u-miroslavi
Kadov, okr. Znojmo	znojmo/kadov
Korolupy, okr. Znojmo	znojmo/korolupy
Kravsko, okr. Znojmo	znojmo/kravsko
Krhovice, okr. Znojmo	znojmo/krhovice
Křepice, okr. Znojmo	znojmo/krepice
Kubšice, okr. Znojmo	znojmo/kubsice
Kuchařovice, okr. Znojmo	znojmo/kucharovice
Kyjovice, okr. Znojmo	znojmo/kyjovice
Lančov, okr. Znojmo	znojmo/lancov
Lechovice, okr. Znojmo	znojmo/lechovice
Lesná, okr. Znojmo	znojmo/lesna
Lesonice, okr. Znojmo	znojmo/lesonice
Litobratřice, okr. Znojmo	znojmo/litobratrice
Loděnice, okr. Brno-venkov	brno-venkov/lodenice
Lubnice, okr. Znojmo	znojmo/lubnice
Lukov, okr. Znojmo	znojmo/lukov
Mackovice, okr. Znojmo	znojmo/mackovice
Mašovice, okr. Znojmo	znojmo/masovice
Medlice, okr. Znojmo	znojmo/medlice
Mikulovice, okr. Znojmo	znojmo/mikulovice
Milíčovice, okr. Znojmo	znojmo/milicovice
Miroslav, okr. Znojmo	znojmo/miroslav
Miroslavské Knínice, okr. Znojmo	znojmo/miroslavske-kninice
Morašice, okr. Znojmo	znojmo/morasice
Moravský Krumlov, okr. Znojmo	znojmo/moravsky-krumlov
Našiměřice, okr. Znojmo	znojmo/nasimerice
Němčičky, okr. Znojmo	znojmo/nemcicky
Olbramkostel, okr. Znojmo	znojmo/olbramkostel
Olbramovice, okr. Znojmo	znojmo/olbramovice
Oleksovice, okr. Znojmo	znojmo/oleksovice
Onšov, okr. Znojmo	znojmo/onsov
Oslnovice, okr. Znojmo	znojmo/oslnovice
Pavlice, okr. Znojmo	znojmo/pavlice
Petrovice, okr. Znojmo	znojmo/petrovice
Plaveč, okr. Znojmo	znojmo/plavec
Podhradí nad Dyjí, okr. Znojmo	znojmo/podhradi-nad-dyji
Podmolí, okr. Znojmo	znojmo/podmoli
Podmyče, okr. Znojmo	znojmo/podmyce
Práče, okr. Znojmo	znojmo/prace
Pravice, okr. Znojmo	znojmo/pravice
Prokopov, okr. Znojmo	znojmo/prokopov
Prosiměřice, okr. Znojmo	znojmo/prosimerice
Rešice, okr. Znojmo	znojmo/resice
Rozkoš, okr. Znojmo	znojmo/rozkos
Rudlice, okr. Znojmo	znojmo/rudlice
Rybníky, okr. Znojmo	znojmo/rybniky
Skalice, okr. Znojmo	znojmo/skalice
Slatina, okr. Znojmo	znojmo/slatina
Slup, okr. Znojmo	znojmo/slup
Stálky, okr. Znojmo	znojmo/stalky
Starý Petřín, okr. Znojmo	znojmo/stary-petrin
Stošíkovice na Louce, okr. Znojmo	znojmo/stosikovice-na-louce
Strachotice, okr. Znojmo	znojmo/strachotice
Střelice, okr. Znojmo	znojmo/strelice
Suchohrdly u Miroslavi, okr. Znojmo	znojmo/suchohrdly-u-miroslavi
Šafov, okr. Znojmo	znojmo/safov
Šanov, okr. Znojmo	znojmo/sanov
Šatov, okr. Znojmo	znojmo/satov
Štítary, okr. Znojmo	znojmo/stitary
Šumice, okr. Brno-venkov	brno-venkov/sumice
Šumná, okr. Znojmo	znojmo/sumna
Tasovice, okr. Znojmo	znojmo/tasovice
Tavíkovice, okr. Znojmo	znojmo/tavikovice
Těšetice, okr. Znojmo	znojmo/tesetice
Trnové Pole, okr. Znojmo	znojmo/trnove-pole
Troskotovice, okr. Brno-venkov	brno-venkov/troskotovice
Trstěnice, okr. Znojmo	znojmo/trstenice
Tulešice, okr. Znojmo	znojmo/tulesice
Tvořihráz, okr. Znojmo	znojmo/tvorihraz
Uherčice, okr. Znojmo	znojmo/uhercice
Újezd, okr. Znojmo	znojmo/ujezd
Únanov, okr. Znojmo	znojmo/unanov
Valtrovice, okr. Znojmo	znojmo/valtrovice
Vedrovice, okr. Znojmo	znojmo/vedrovice
Vémyslice, okr. Znojmo	znojmo/vemyslice
Vevčice, okr. Znojmo	znojmo/vevcice
Višňové, okr. Znojmo	znojmo/visnove
Vítonice, okr. Znojmo	znojmo/vitonice
Vranov nad Dyjí, okr. Znojmo	znojmo/vranov-nad-dyji
Vranovská Ves, okr. Znojmo	znojmo/vranovska-ves
Vratěnín, okr. Znojmo	znojmo/vratenin
Vrbovec, okr. Znojmo	znojmo/vrbovec
Výrovice, okr. Znojmo	znojmo/vyrovice
Vysočany, okr. Znojmo	znojmo/vysocany
Zálesí, okr. Znojmo	znojmo/zalesi
Zblovice, okr. Znojmo	znojmo/zblovice
Želetice, okr. Znojmo	znojmo/zeletice
Žerotice, okr. Znojmo	znojmo/zerotice
Žerůtky, okr. Znojmo	znojmo/zerutky
Žďár nad Sázavou, okr. Žďár nad Sázavou	zdar-nad-sazavou/zdar-nad-sazavou
Baliny, okr. Žďár nad Sázavou	zdar-nad-sazavou/baliny
Blažkov, okr. Žďár nad Sázavou	zdar-nad-sazavou/blazkov
Blízkov, okr. Žďár nad Sázavou	zdar-nad-sazavou/blizkov
Bobrová, okr. Žďár nad Sázavou	zdar-nad-sazavou/bobrova
Bobrůvka, okr. Žďár nad Sázavou	zdar-nad-sazavou/bobruvka
Bohdalec, okr. Žďár nad Sázavou	zdar-nad-sazavou/bohdalec
Bohdalov, okr. Žďár nad Sázavou	zdar-nad-sazavou/bohdalov
Bohuňov, okr. Žďár nad Sázavou	zdar-nad-sazavou/bohunov
Borač, okr. Brno-venkov	brno-venkov/borac
Borovnice, okr. Žďár nad Sázavou	zdar-nad-sazavou/borovnice
Borovník, okr. Brno-venkov	brno-venkov/borovnik
Březejc, okr. Žďár nad Sázavou	zdar-nad-sazavou/brezejc
Březí, okr. Žďár nad Sázavou	zdar-nad-sazavou/brezi
Březí nad Oslavou, okr. Žďár nad Sázavou	zdar-nad-sazavou/brezi-nad-oslavou
Březské, okr. Žďár nad Sázavou	zdar-nad-sazavou/brezske
Budeč, okr. Žďár nad Sázavou	zdar-nad-sazavou/budec
Bukov, okr. Žďár nad Sázavou	zdar-nad-sazavou/bukov
Bystřice nad Pernštejnem, okr. Žďár nad Sázavou	zdar-nad-sazavou/bystrice-nad-pernstejnem
Býšovec, okr. Žďár nad Sázavou	zdar-nad-sazavou/bysovec
Černá, okr. Žďár nad Sázavou	zdar-nad-sazavou/cerna
Černvír, okr. Brno-venkov	brno-venkov/cernvir
Dalečín, okr. Žďár nad Sázavou	zdar-nad-sazavou/dalecin
Daňkovice, okr. Žďár nad Sázavou	zdar-nad-sazavou/dankovice
Dlouhé, okr. Žďár nad Sázavou	zdar-nad-sazavou/dlouhe
Dobrá Voda, okr. Žďár nad Sázavou	zdar-nad-sazavou/dobra-voda
Dolní Heřmanice, okr. Žďár nad Sázavou	zdar-nad-sazavou/dolni-hermanice
Dolní Libochová, okr. Žďár nad Sázavou	zdar-nad-sazavou/dolni-libochova
Dolní Loučky, okr. Brno-venkov	brno-venkov/dolni-loucky
Dolní Rožínka, okr. Žďár nad Sázavou	zdar-nad-sazavou/dolni-rozinka
Doubravník, okr. Brno-venkov	brno-venkov/doubravnik
Drahonín, okr. Brno-venkov	brno-venkov/drahonin
Fryšava pod Žákovou horou, okr. Žďár nad Sázavou	zdar-nad-sazavou/frysava-pod-zakovou-horou
Hamry nad Sázavou, okr. Žďár nad Sázavou	zdar-nad-sazavou/hamry-nad-sazavou
Herálec, okr. Žďár nad Sázavou	zdar-nad-sazavou/heralec
Heřmanov, okr. Žďár nad Sázavou	zdar-nad-sazavou/hermanov
Hodíškov, okr. Žďár nad Sázavou	zdar-nad-sazavou/hodiskov
Bory, okr. Žďár nad Sázavou	zdar-nad-sazavou/bory
Horní Libochová, okr. Žďár nad Sázavou	zdar-nad-sazavou/horni-libochova
Horní Loučky, okr. Brno-venkov	brno-venkov/horni-loucky
Horní Radslavice, okr. Žďár nad Sázavou	zdar-nad-sazavou/horni-radslavice
Horní Rožínka, okr. Žďár nad Sázavou	zdar-nad-sazavou/horni-rozinka
Chlum-Korouhvice, okr. Žďár nad Sázavou	zdar-nad-sazavou/chlum-korouhvice
Chlumek, okr. Žďár nad Sázavou	zdar-nad-sazavou/chlumek
Chlumětín, okr. Žďár nad Sázavou	zdar-nad-sazavou/chlumetin
Jabloňov, okr. Žďár nad Sázavou	zdar-nad-sazavou/jablonov
Javorek, okr. Žďár nad Sázavou	zdar-nad-sazavou/javorek
Jámy, okr. Žďár nad Sázavou	zdar-nad-sazavou/jamy
Jimramov, okr. Žďár nad Sázavou	zdar-nad-sazavou/jimramov
Jívoví, okr. Žďár nad Sázavou	zdar-nad-sazavou/jivovi
Kadolec, okr. Žďár nad Sázavou	zdar-nad-sazavou/kadolec
Kadov, okr. Žďár nad Sázavou	zdar-nad-sazavou/kadov
Kaly, okr. Brno-venkov	brno-venkov/kaly
Karlov, okr. Žďár nad Sázavou	zdar-nad-sazavou/karlov
Kněževes, okr. Žďár nad Sázavou	zdar-nad-sazavou/knezeves
Koroužné, okr. Žďár nad Sázavou	zdar-nad-sazavou/korouzne
Kotlasy, okr. Žďár nad Sázavou	zdar-nad-sazavou/kotlasy
Kozlov, okr. Žďár nad Sázavou	zdar-nad-sazavou/kozlov
Krásné, okr. Žďár nad Sázavou	zdar-nad-sazavou/krasne
Krásněves, okr. Žďár nad Sázavou	zdar-nad-sazavou/krasneves
Křižánky, okr. Žďár nad Sázavou	zdar-nad-sazavou/krizanky
Křižanov, okr. Žďár nad Sázavou	zdar-nad-sazavou/krizanov
Křižínkov, okr. Brno-venkov	brno-venkov/krizinkov
Křoví, okr. Žďár nad Sázavou	zdar-nad-sazavou/krovi
Kuklík, okr. Žďár nad Sázavou	zdar-nad-sazavou/kuklik
Kundratice, okr. Žďár nad Sázavou	zdar-nad-sazavou/kundratice
Kuřimská Nová Ves, okr. Brno-venkov	brno-venkov/kurimska-nova-ves
Kuřimské Jestřabí, okr. Brno-venkov	brno-venkov/kurimske-jestrabi
Kyjov, okr. Žďár nad Sázavou	zdar-nad-sazavou/kyjov
Lavičky, okr. Žďár nad Sázavou	zdar-nad-sazavou/lavicky
Lhotka, okr. Žďár nad Sázavou	zdar-nad-sazavou/lhotka
Lísek, okr. Žďár nad Sázavou	zdar-nad-sazavou/lisek
Líšná, okr. Žďár nad Sázavou	zdar-nad-sazavou/lisna
Lubné, okr. Brno-venkov	brno-venkov/lubne
Malá Losenice, okr. Žďár nad Sázavou	zdar-nad-sazavou/mala-losenice
Martinice, okr. Žďár nad Sázavou	zdar-nad-sazavou/martinice
Matějov, okr. Žďár nad Sázavou	zdar-nad-sazavou/matejov
Měřín, okr. Žďár nad Sázavou	zdar-nad-sazavou/merin
Mirošov, okr. Žďár nad Sázavou	zdar-nad-sazavou/mirosov
