OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5201	570800	Skalice	1	1	803	80	Ing. Miroslav Stehno, nezávislý kandidát	Ing. Miroslav Stehno, NK	NK	1	080	174	79.45	1
5201	570800	Skalice	1	2	811	80	Milan Karpíšek, nezávislý kandidát	Milan Karpíšek, NK	NK	1	080	193	88.12	1
5201	570800	Skalice	1	3	812	80	Zdeňka Klimešová, nezávislý kandidát	Zdeňka Klimešová, NK	NK	1	080	176	80.36	1
5201	570800	Skalice	1	4	801	80	Aleš Chvojka, nezávislý kandidát	Aleš Chvojka, NK	NK	1	080	115	52.51	1
5201	570800	Skalice	1	5	814	80	Mgr. Jana Karásková, nezávislý kandidát	Mgr. Jana Karásková, NK	NK	1	080	92	42	0
5201	570800	Skalice	1	6	810	80	Mgr. Pavel Kavalír, nezávislý kandidát	Mgr. Pavel Kavalír, NK	NK	1	080	147	67.12	1
5201	570800	Skalice	1	7	802	80	František Řehák, nezávislý kandidát	František Řehák, NK	NK	1	080	70	31.96	0
5201	570800	Skalice	1	8	805	80	Jiří Čihák, nezávislý kandidát	Jiří Čihák, NK	NK	1	080	63	28.76	0
5201	570800	Skalice	1	9	807	80	Ladislav Lacko, nezávislý kandidát	Ladislav Lacko, NK	NK	1	080	32	14.61	0
5201	570800	Skalice	1	10	806	80	Jiří Snášel, nezávislý kandidát	Jiří Snášel, NK	NK	1	080	29	13.24	0
5201	570800	Skalice	1	11	809	80	Martina Vaňková, nezávislý kandidát	Martina Vaňková, NK	NK	1	080	65	29.68	0
5201	570800	Skalice	1	12	804	80	Jaroslav Srba, nezávislý kandidát	Jaroslav Srba, NK	NK	1	080	146	66.66	1
5201	570800	Skalice	1	13	813	80	Karel Pavliš, nezávislý kandidát	Karel Pavliš, NK	NK	1	080	79	36.07	0
5201	570800	Skalice	1	14	808	80	Martina Hrobařová, nezávislý kandidát	Martina Hrobařová, NK	NK	1	080	152	69.4	1
