OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5302	555134	Pardubice	1	1	538	538	PARDUBÁCI	PARDUBÁCI,Sdružení ČSR, NK		2	080,756	62026	7.19	3
5302	555134	Pardubice	1	2	792	792	Úsvit přímé demokracie	Úsvit přímé demokracie	Úsvit	1	792	12661	1.46	0
5302	555134	Pardubice	1	3	449	449	SDRUŽENÍ PRO PARDUBICE	Sdružení pro Pard. - SNK ED,NK		2	080,129	81286	9.42	4
5302	555134	Pardubice	1	4	714	714	Svobodní	Svobodní, Strana svobod.občanů	Svobodní	1	714	30378	3.52	0
5302	555134	Pardubice	1	5	47	47	Komunistická strana Čech a Moravy	Komunistická str.Čech a Moravy	KSČM	1	047	74930	8.68	4
5302	555134	Pardubice	1	6	5	5	Strana zelených	Strana zelených	SZ	1	005	23855	2.83	0
5302	555134	Pardubice	1	7	522	522	PATRIOTI PARDUBIC	PATRIOTI PARDUBIC, PATRIOTI,NK		2	080,776	45813	5.31	2
5302	555134	Pardubice	1	8	53	53	Občanská demokratická strana	Občanská demokratická strana	ODS	1	053	75203	8.71	4
5302	555134	Pardubice	1	9	768	768	ANO 2011	ANO 2011	ANO 2011	1	768	184920	21.44	11
5302	555134	Pardubice	1	10	88	88	NEZÁVISLÍ	NEZÁVISLÍ	NEZ	1	088	8346	0.96	0
5302	555134	Pardubice	1	11	480	480	TOP 09 a nezávislí	TOP 09 a nezávislí		2	080,721	53196	6.16	3
5302	555134	Pardubice	1	12	7	7	Česká strana sociálně demokratická	Česká str.sociálně demokrat.	ČSSD	1	007	105143	12.19	6
5302	555134	Pardubice	1	13	339	339	Koalice pro Pardubice (KDU-ČSL a NESTRANÍCI)	Koal. pro Pard., KDU-ČSL,NESTR		2	001,181	43689	5.06	2
5302	555134	Pardubice	1	14	537	537	"Naše Pardubice - ""Nechceme Vám vládnout, chceme s Vámi spolupracovat"""	Naše Pardubice, FairPlay,NK		2	080,782	25016	2.97	0
5302	555134	Pardubice	1	15	483	483	ZEMANOVCI	ZEMANOVCI, Sdružení SPO, NK		2	080,724	1612	0.31	0
5302	555134	Pardubice	1	16	1073	1073	Pardubice pro lidi a Soukromníci	Pard. pro lidi a Souk SsČR,PPL		2	716,790	27648	3.2	0
5302	555134	Pardubice	1	17	155	155	DOMOV	DOMOV	DOMOV	1	155	6751	0.78	0
