OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5302	575232	Kostěnice	1	1	813	80	Hana Veselská, nezávislý kandidát	Hana Veselská, NK	NK	1	080	0	0	0
5302	575232	Kostěnice	1	2	811	80	Čestmír Lorenc, nezávislý kandidát	Čestmír Lorenc, NK	NK	1	080	136	76.95	1
5302	575232	Kostěnice	1	3	806	80	Jiří Kubista, nezávislý kandidát	Jiří Kubista, NK	NK	1	080	117	66.2	1
5302	575232	Kostěnice	1	4	816	80	Vlastimil Englich, nezávislý kandidát	Vlastimil Englich, NK	NK	1	080	90	50.92	0
5302	575232	Kostěnice	1	5	814	80	Gabriela Zahrádková, nezávislý kandidát	Gabriela Zahrádková, NK	NK	1	080	190	107.5	1
5302	575232	Kostěnice	1	6	807	80	Ivo Novák, nezávislý kandidát	Ivo Novák, NK	NK	1	080	127	71.85	1
5302	575232	Kostěnice	1	7	818	80	Erika Kubíková, nezávislý kandidát	Erika Kubíková, NK	NK	1	080	124	70.16	1
5302	575232	Kostěnice	1	8	819	80	Ivana Molková, nezávislý kandidát	Ivana Molková, NK	NK	1	080	94	53.18	0
5302	575232	Kostěnice	1	9	804	80	Marie Jedličková, nezávislý kandidát	Marie Jedličková, NK	NK	1	080	74	41.87	0
5302	575232	Kostěnice	1	10	820	80	Zuzana Půhoná, nezávislý kandidát	Zuzana Půhoná, NK	NK	1	080	91	51.49	0
5302	575232	Kostěnice	1	11	801	80	Václav Pulkrábek, nezávislý kandidát	Václav Pulkrábek, NK	NK	1	080	201	113.73	1
5302	575232	Kostěnice	1	12	805	80	Jaroslav Jeřábek, nezávislý kandidát	Jaroslav Jeřábek, NK	NK	1	080	137	77.51	1
5302	575232	Kostěnice	1	13	803	80	Rudolf Vích, nezávislý kandidát	Rudolf Vích, NK	NK	1	080	179	101.28	1
5302	575232	Kostěnice	1	14	812	80	Štěpánka Janatková, nezávislý kandidát	Štěpánka Janatková, NK	NK	1	080	169	95.62	1
5302	575232	Kostěnice	1	15	802	80	Ilona Sládková, nezávislý kandidát	Ilona Sládková, NK	NK	1	080	127	71.85	1
5302	575232	Kostěnice	1	16	817	80	Pavel Marek, nezávislý kandidát	Pavel Marek, NK	NK	1	080	122	69.03	1
5302	575232	Kostěnice	1	17	815	80	Petr Lajner, nezávislý kandidát	Petr Lajner, NK	NK	1	080	91	51.49	0
5302	575232	Kostěnice	1	18	821	80	Jaromír Kunc, nezávislý kandidát	Jaromír Kunc, NK	NK	1	080	140	79.21	1
5302	575232	Kostěnice	1	19	809	80	Josef Jeřábek, nezávislý kandidát	Josef Jeřábek, NK	NK	1	080	176	99.58	1
5302	575232	Kostěnice	1	20	810	80	Jiří Zahrádko, nezávislý kandidát	Jiří Zahrádko, NK	NK	1	080	140	79.21	1
5302	575232	Kostěnice	1	21	808	80	Petr Jirout, nezávislý kandidát	Petr Jirout, NK	NK	1	080	126	71.29	1
