OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
6105	596248	Nové Sady	1	1	808	80	Čestmíra Řezaninová	Čestmíra Řezaninová	NK	1	080			
6105	596248	Nové Sady	1	2	804	80	David Ventruba	David Ventruba	NK	1	080			
6105	596248	Nové Sady	1	3	805	80	Hana Dočkalová	Hana Dočkalová	NK	1	080			
6105	596248	Nové Sady	1	4	802	80	Jaroslav Dufek	Jaroslav Dufek	NK	1	080			
6105	596248	Nové Sady	1	5	810	80	Roman Burian	Roman Burian	NK	1	080			
6105	596248	Nové Sady	1	6	813	80	Vladimír Horáček	Vladimír Horáček	NK	1	080			
6105	596248	Nové Sady	1	7	807	80	Roman Kroutil	Roman Kroutil	NK	1	080			
6105	596248	Nové Sady	1	8	801	80	Jan Běloch	Jan Běloch	NK	1	080			
6105	596248	Nové Sady	1	9	806	80	Marika Kroutilová	Marika Kroutilová	NK	1	080			
6105	596248	Nové Sady	1	10	803	80	Ivana Frantlová	Ivana Frantlová	NK	1	080			
6105	596248	Nové Sady	1	11	809	80	Marie Horáčková	Marie Horáčková	NK	1	080			
6105	596248	Nové Sady	1	12	812	80	Jan Klíma	Jan Klíma	NK	1	080			
6105	596248	Nové Sady	1	13	811	80	Michal Kliment	Michal Kliment	NK	1	080			
